Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LQK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LQK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LQK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LQK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LQK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LQK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LQK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LQK_M_R
329,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
330,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Grassland
331,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Wetland
332,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
333,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
334,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
335,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
336,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
337,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
338,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,NULL
339,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
340,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Wetland
341,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Water
342,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
343,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Cropland
344,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Wetland
345,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Bareland
346,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Water
347,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
348,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Wetland
349,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Water
350,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,NULL
351,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
352,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Cropland
353,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Wetland
354,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Bareland
355,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Built-up
356,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Water
357,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Forest
358,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
359,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
360,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
361,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Bareland
362,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Water
363,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
364,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
365,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Cropland
366,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Wetland
367,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Bareland
368,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Water
369,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,NULL
370,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Wetland
371,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Water
372,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
373,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Cropland
374,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Wetland
375,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Water
376,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
377,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
378,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
379,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Water
380,NULL,NULL,NULL,Water,Non_Wetland,Cropland,Shrubland,NULL
381,NULL,NULL,NULL,Water,Non_Wetland,Cropland,Grassland,Grassland
382,NULL,NULL,NULL,Water,Non_Wetland,Cropland,Water,Wetland
383,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,NULL
384,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
385,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Wetland
386,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Bareland
387,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Water
388,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
389,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Wetland
390,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Bareland
391,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Water
392,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
393,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Wetland
394,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Bareland
395,NULL,NULL,NULL,Water,Non_Wetland,Built-up,Grassland,Grassland
396,NULL,NULL,NULL,Water,Non_Wetland,Built-up,Built-up,Grassland
397,NULL,NULL,NULL,Water,Non_Wetland,Built-up,Water,Grassland
398,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,NULL
399,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Grassland
400,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Cropland
401,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Wetland
402,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Bareland
403,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Water
404,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,NULL
405,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
406,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Wetland
407,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Water
408,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Forest
409,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,NULL
410,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
411,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Cropland
412,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Wetland
413,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Bareland
414,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Water
415,NULL,NULL,NULL,Water,Non_Wetland,Water,Bareland,Wetland
416,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
417,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Cropland
418,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
419,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Bareland
420,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Water
421,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
422,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
424,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
427,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
428,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
429,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
430,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
435,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
436,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
437,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
438,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
443,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
444,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
445,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
446,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Wetland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
450,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
451,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
452,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
455,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
456,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
461,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
462,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Wetland
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Bareland
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Wetland
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Built-up
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Wetland
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Built-up
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
590,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
591,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
592,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
593,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
594,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
595,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
596,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
597,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
598,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
599,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
600,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
601,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
602,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
603,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
604,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
605,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
606,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
607,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
608,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Wetland
609,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
610,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
611,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
612,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
613,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
614,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
615,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
616,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
617,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
618,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
619,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
620,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
621,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
622,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
623,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
624,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
625,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
626,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
627,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
628,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
629,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
630,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
631,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
632,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
633,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
634,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
635,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
636,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
637,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Cropland
638,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
639,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
640,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
641,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
642,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
643,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
644,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
645,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
646,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
647,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
648,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
649,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
650,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
651,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
652,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
653,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
654,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
655,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
656,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
657,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
658,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
659,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
660,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
661,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
