Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NLJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NLJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NLJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NLJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NLJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NLJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NLJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NLJ_M_R
1096,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1097,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1098,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1099,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1100,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1101,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1102,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1103,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
1104,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1105,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1106,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
1107,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
1108,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1109,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1110,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1111,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1112,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1113,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1114,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1115,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1116,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1117,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1118,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1119,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1120,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Water
1121,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1122,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1123,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1124,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1125,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Water
1126,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1127,Forest,Forest,Forest,NULL,Non_Wetland,Water,NULL,Forest
1128,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1129,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1130,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
1131,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1132,Forest,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1133,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
1134,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
1135,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1136,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Bareland
1137,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
1138,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1139,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
1140,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1141,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1142,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1143,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1144,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1145,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1146,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1147,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1148,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
1149,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1150,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1151,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Water
1152,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1153,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1154,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1155,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1156,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1157,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1158,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1159,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
1160,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1161,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
1162,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1163,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1164,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1165,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1166,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1167,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1168,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1169,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1170,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Water
1171,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1172,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Forest
1173,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Forest
1174,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Water
1175,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1176,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Water,Forest
1177,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
1178,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Water,Forest
1179,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Water
1180,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Forest
1181,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Forest
1182,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Water
1183,Forest,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Water
1184,Forest,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1185,Forest,Forest,Forest,Water,Non_Wetland,Forest,Water,Forest
1186,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
