Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NPN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NPN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NPN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NPN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NPN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NPN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NPN_M_R
2376,Water,Water,Grassland,NULL,Non_Wetland,NULL,Bareland
2377,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water
2378,Water,Water,Grassland,NULL,Non_Wetland,NULL,Forest
2379,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Grassland
2380,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland
2381,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Bareland
2382,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Water
2383,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Forest
2384,Water,Water,Grassland,Water,Non_Wetland,NULL,Grassland
2385,Water,Water,Grassland,Water,Non_Wetland,NULL,Wetland
2386,Water,Water,Grassland,Water,Non_Wetland,NULL,Bareland
2387,Water,Water,Grassland,Water,Non_Wetland,NULL,Water
2388,Water,Water,Grassland,Water,Non_Wetland,NULL,Forest
2389,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL
2390,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland
2391,Water,Water,Cropland,NULL,Non_Wetland,NULL,Bareland
2392,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water
2393,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest
2394,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland
2395,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Wetland
2396,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Bareland
2397,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water
2398,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest
2399,Water,Water,Cropland,Water,Non_Wetland,NULL,Grassland
2400,Water,Water,Cropland,Water,Non_Wetland,NULL,Bareland
2401,Water,Water,Cropland,Water,Non_Wetland,NULL,Water
2402,Water,Water,Cropland,Water,Non_Wetland,NULL,Forest
2403,Water,Water,Wetland,NULL,Wetland,NULL,NULL
2404,Water,Water,Wetland,NULL,Wetland,NULL,Grassland
2405,Water,Water,Wetland,NULL,Wetland,NULL,Wetland
2406,Water,Water,Wetland,NULL,Wetland,NULL,Bareland
2407,Water,Water,Wetland,NULL,Wetland,NULL,Water
2408,Water,Water,Wetland,NULL,Wetland,NULL,Forest
2409,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland
2410,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland
2411,Water,Water,Wetland,Non_Water,Wetland,NULL,Bareland
2412,Water,Water,Wetland,Non_Water,Wetland,NULL,Water
2413,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest
2414,Water,Water,Wetland,Water,Wetland,NULL,Grassland
2415,Water,Water,Wetland,Water,Wetland,NULL,Wetland
2416,Water,Water,Wetland,Water,Wetland,NULL,Bareland
2417,Water,Water,Wetland,Water,Wetland,NULL,Water
2418,Water,Water,Wetland,Water,Wetland,NULL,Forest
2419,Water,Water,Bareland,NULL,Non_Wetland,NULL,Grassland
2420,Water,Water,Bareland,NULL,Non_Wetland,NULL,Bareland
2421,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water
2422,Water,Water,Bareland,NULL,Non_Wetland,NULL,Forest
2423,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Grassland
2424,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water
2425,Water,Water,Bareland,Water,Non_Wetland,NULL,Bareland
2426,Water,Water,Bareland,Water,Non_Wetland,NULL,Water
2427,Water,Water,Bareland,Water,Non_Wetland,NULL,Forest
2428,Water,Water,Built-up,NULL,Non_Wetland,NULL,Grassland
2429,Water,Water,Built-up,NULL,Non_Wetland,NULL,Bareland
2430,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water
2431,Water,Water,Built-up,NULL,Non_Wetland,NULL,Forest
2432,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Grassland
2433,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water
2434,Water,Water,Built-up,Water,Non_Wetland,NULL,Grassland
2435,Water,Water,Built-up,Water,Non_Wetland,NULL,Bareland
2436,Water,Water,Built-up,Water,Non_Wetland,NULL,Water
2437,Water,Water,Built-up,Water,Non_Wetland,NULL,Forest
2438,Water,Water,Water,NULL,Water,NULL,Grassland
2439,Water,Water,Water,NULL,Water,NULL,Wetland
2440,Water,Water,Water,NULL,Water,NULL,Bareland
2441,Water,Water,Water,NULL,Water,NULL,Water
2442,Water,Water,Water,NULL,Water,NULL,Forest
2443,Water,Water,Water,Non_Water,Water,NULL,Grassland
2444,Water,Water,Water,Non_Water,Water,NULL,Wetland
2445,Water,Water,Water,Non_Water,Water,NULL,Bareland
2446,Water,Water,Water,Non_Water,Water,NULL,Water
2447,Water,Water,Water,Non_Water,Water,NULL,Forest
2448,Water,Water,Water,Water,Water,NULL,NULL
2449,Water,Water,Water,Water,Water,NULL,Grassland
2450,Water,Water,Water,Water,Water,NULL,Wetland
2451,Water,Water,Water,Water,Water,NULL,Bareland
2452,Water,Water,Water,Water,Water,NULL,Water
2453,Water,Water,Water,Water,Water,NULL,Forest
2454,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL
2455,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland
2456,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland
2457,Water,Water,Forest,NULL,Non_Wetland,NULL,Bareland
2458,Water,Water,Forest,NULL,Non_Wetland,NULL,Water
2459,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest
2460,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland
2461,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland
2462,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Bareland
2463,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water
2464,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
2465,Water,Water,Forest,Water,Non_Wetland,NULL,Grassland
2466,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland
2467,Water,Water,Forest,Water,Non_Wetland,NULL,Bareland
2468,Water,Water,Forest,Water,Non_Wetland,NULL,Water
2469,Water,Water,Forest,Water,Non_Wetland,NULL,Forest
2470,Water,Forest,NULL,NULL,Non_Wetland,NULL,Bareland
2471,Water,Forest,NULL,Water,Non_Wetland,NULL,Bareland
2472,Water,Forest,NULL,Water,Non_Wetland,NULL,Water
2473,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
2474,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland
2475,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Water
2476,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
2477,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest
2478,Water,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland
2479,Water,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland
2480,Water,Forest,Shrubland,Water,Non_Wetland,NULL,Water
2481,Water,Forest,Shrubland,Water,Non_Wetland,NULL,Forest
2482,Water,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
2483,Water,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
2484,Water,Forest,Grassland,Water,Non_Wetland,NULL,Grassland
2485,Water,Forest,Grassland,Water,Non_Wetland,NULL,Bareland
2486,Water,Forest,Grassland,Water,Non_Wetland,NULL,Forest
2487,Water,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
2488,Water,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland
2489,Water,Forest,Cropland,NULL,Non_Wetland,NULL,Water
2490,Water,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
2491,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest
2492,Water,Forest,Cropland,Water,Non_Wetland,NULL,Grassland
2493,Water,Forest,Cropland,Water,Non_Wetland,NULL,Bareland
2494,Water,Forest,Cropland,Water,Non_Wetland,NULL,Water
2495,Water,Forest,Cropland,Water,Non_Wetland,NULL,Forest
2496,Water,Forest,Wetland,NULL,Wetland,NULL,Grassland
2497,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland
2498,Water,Forest,Wetland,NULL,Wetland,NULL,Water
2499,Water,Forest,Wetland,NULL,Wetland,NULL,Forest
2500,Water,Forest,Wetland,Non_Water,Wetland,NULL,Forest
2501,Water,Forest,Wetland,Water,Wetland,NULL,Grassland
2502,Water,Forest,Wetland,Water,Wetland,NULL,Bareland
2503,Water,Forest,Wetland,Water,Wetland,NULL,Water
2504,Water,Forest,Wetland,Water,Wetland,NULL,Forest
2505,Water,Forest,Bareland,NULL,Non_Wetland,NULL,Forest
2506,Water,Forest,Bareland,Water,Non_Wetland,NULL,Bareland
2507,Water,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland
2508,Water,Forest,Water,NULL,Water,NULL,Forest
2509,Water,Forest,Water,Non_Water,Water,NULL,Forest
2510,Water,Forest,Water,Water,Water,NULL,Bareland
2511,Water,Forest,Water,Water,Water,NULL,Water
2512,Water,Forest,Water,Water,Water,NULL,Forest
2513,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL
2514,Water,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
2515,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland
2516,Water,Forest,Forest,NULL,Non_Wetland,NULL,Bareland
2517,Water,Forest,Forest,NULL,Non_Wetland,NULL,Water
2518,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest
2519,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
2520,Water,Forest,Forest,Water,Non_Wetland,NULL,Grassland
2521,Water,Forest,Forest,Water,Non_Wetland,NULL,Water
2522,Water,Forest,Forest,Water,Non_Wetland,NULL,Forest
2523,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
2524,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
2525,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
2526,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
2527,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
2528,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
2529,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland
2530,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
2531,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,Forest
2532,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland
2533,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
2534,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
2535,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,Forest
2536,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
2537,Permanent_ice_and_snow,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland
2538,Permanent_ice_and_snow,Wetland,Bareland,NULL,Non_Wetland,NULL,Grassland
2539,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
2540,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
2541,Permanent_ice_and_snow,Wetland,Forest,Water,Non_Wetland,NULL,Water
2542,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland
2543,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland
2544,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland
2545,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,NULL,Forest
2546,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,NULL,Grassland
2547,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,Grassland
2548,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,Bareland
2549,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,Water
2550,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,Forest
2551,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
2552,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland
2553,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
2554,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
2555,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
2556,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland
2557,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest
2558,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,NULL,Grassland
2559,Permanent_ice_and_snow,Built-up,Water,NULL,Water,NULL,Bareland
2560,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
2561,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
2562,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
2563,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland
2564,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,NULL,Forest
2565,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,Forest
2566,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,Grassland
2567,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,Water
2568,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,Forest
2569,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
2570,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
2571,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,Forest
2572,Permanent_ice_and_snow,Forest,Built-up,NULL,Non_Wetland,NULL,Forest
2573,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
2574,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Forest
2575,Permanent_ice_and_snow,Forest,Forest,Water,Non_Wetland,NULL,Forest
2576,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
2577,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland
2578,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Water
2579,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest
2580,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland
2581,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland
2582,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest
2583,Forest,NULL,NULL,Water,Non_Wetland,NULL,Grassland
2584,Forest,NULL,NULL,Water,Non_Wetland,NULL,Bareland
2585,Forest,NULL,NULL,Water,Non_Wetland,NULL,Water
2586,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL
2587,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
2588,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
2589,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
2590,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up
2591,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
2592,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
2593,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL
2594,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
2595,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
2596,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
2597,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water
2598,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
2599,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
2600,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
2601,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland
2602,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Water
2603,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
2604,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL
2605,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
2606,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
2607,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
2608,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up
2609,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Water
2610,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
2611,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
2612,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland
2613,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest
2614,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
2615,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Wetland
2616,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Bareland
2617,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Water
2618,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Forest
2619,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
2620,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland
2621,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland
2622,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up
2623,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water
2624,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
2625,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
2626,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland
2627,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water
2628,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest
2629,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Grassland
2630,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Bareland
2631,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Water
2632,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Forest
2633,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL
2634,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland
2635,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland
2636,Forest,NULL,Wetland,NULL,Wetland,NULL,Bareland
2637,Forest,NULL,Wetland,NULL,Wetland,NULL,Water
2638,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest
2639,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
2640,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
2641,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Bareland
2642,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water
2643,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest
2644,Forest,NULL,Wetland,Water,Wetland,NULL,NULL
2645,Forest,NULL,Wetland,Water,Wetland,NULL,Grassland
2646,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland
2647,Forest,NULL,Wetland,Water,Wetland,NULL,Bareland
2648,Forest,NULL,Wetland,Water,Wetland,NULL,Water
2649,Forest,NULL,Wetland,Water,Wetland,NULL,Forest
2650,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
2651,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland
2652,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest
2653,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland
2654,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Bareland
2655,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Forest
2656,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
2657,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland
2658,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up
2659,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Water
2660,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest
2661,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland
2662,Forest,NULL,Built-up,Water,Non_Wetland,NULL,Forest
2663,Forest,NULL,Water,NULL,Water,NULL,Grassland
2664,Forest,NULL,Water,NULL,Water,NULL,Wetland
2665,Forest,NULL,Water,NULL,Water,NULL,Bareland
2666,Forest,NULL,Water,NULL,Water,NULL,Water
2667,Forest,NULL,Water,NULL,Water,NULL,Forest
2668,Forest,NULL,Water,Non_Water,Water,NULL,Grassland
2669,Forest,NULL,Water,Non_Water,Water,NULL,Bareland
2670,Forest,NULL,Water,Non_Water,Water,NULL,Water
2671,Forest,NULL,Water,Non_Water,Water,NULL,Forest
2672,Forest,NULL,Water,Water,Water,NULL,Grassland
2673,Forest,NULL,Water,Water,Water,NULL,Wetland
2674,Forest,NULL,Water,Water,Water,NULL,Bareland
2675,Forest,NULL,Water,Water,Water,NULL,Water
2676,Forest,NULL,Water,Water,Water,NULL,Forest
2677,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL
2678,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
2679,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
2680,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland
2681,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Built-up
2682,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water
2683,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest
2684,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
2685,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland
2686,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Bareland
2687,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Water
2688,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
2689,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL
2690,Forest,NULL,Forest,Water,Non_Wetland,NULL,Grassland
2691,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland
2692,Forest,NULL,Forest,Water,Non_Wetland,NULL,Bareland
2693,Forest,NULL,Forest,Water,Non_Wetland,NULL,Water
2694,Forest,NULL,Forest,Water,Non_Wetland,NULL,Forest
2695,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland
2696,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland
2697,Forest,Cropland,NULL,Water,Non_Wetland,NULL,Grassland
2698,Forest,Cropland,NULL,Water,Non_Wetland,NULL,Bareland
2699,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
2700,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland
2701,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland
2702,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water
2703,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest
2704,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
2705,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
2706,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland
2707,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,Bareland
2708,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland
2709,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Bareland
2710,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest
2711,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland
2712,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest
2713,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
2714,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,Water
2715,Forest,Cropland,Wetland,NULL,Wetland,NULL,Grassland
2716,Forest,Cropland,Wetland,NULL,Wetland,NULL,Water
2717,Forest,Cropland,Wetland,NULL,Wetland,NULL,Forest
2718,Forest,Cropland,Wetland,Water,Wetland,NULL,Grassland
2719,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland
2720,Forest,Cropland,Water,NULL,Water,NULL,Grassland
2721,Forest,Cropland,Water,Water,Water,NULL,Grassland
2722,Forest,Cropland,Water,Water,Water,NULL,Water
2723,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland
2724,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland
2725,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest
2726,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland
2727,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland
2728,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Forest
2729,Forest,Cropland,Forest,Water,Non_Wetland,NULL,Grassland
2730,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland
2731,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Bareland
2732,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water
2733,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Forest
2734,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Grassland
2735,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Bareland
2736,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Water
2737,Forest,Wetland,NULL,Water,Non_Wetland,NULL,Grassland
2738,Forest,Wetland,NULL,Water,Non_Wetland,NULL,Bareland
2739,Forest,Wetland,NULL,Water,Non_Wetland,NULL,Water
2740,Forest,Wetland,NULL,Water,Non_Wetland,NULL,Forest
2741,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL
2742,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
2743,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland
2744,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Bareland
2745,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water
2746,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
2747,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
2748,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
2749,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
2750,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water
2751,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
2752,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
2753,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,Bareland
2754,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,Water
