Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MKA_M_R
3061,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3062,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
3063,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
3064,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
3065,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
3066,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
3067,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
3068,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3069,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Water
3070,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
3071,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
3072,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
3073,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
3074,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
3075,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
3076,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
3077,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
3078,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
3079,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
3080,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
3081,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
3082,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
3083,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
3084,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
3085,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
3086,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
3087,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3088,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
3089,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
3090,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3091,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
3092,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
3093,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
3094,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
3095,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
3096,Forest,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
3097,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
3098,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3099,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3100,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
3101,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3102,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3103,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3104,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
3105,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3106,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
3107,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
3108,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
3109,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
3110,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
3111,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
3112,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
3113,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3114,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3115,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
3116,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3117,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
3118,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
3119,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
3120,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
3121,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
3122,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
3123,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
3124,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
3125,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
3126,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
3127,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
3128,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
3129,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
3130,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3131,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
3132,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
3133,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
3134,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3135,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3136,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
3137,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
3138,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
3139,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
3140,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
3141,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
3142,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
3143,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Water
3144,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Forest
3145,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Water
3146,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
3147,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
3148,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
3149,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
3150,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
3151,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
3152,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
3153,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
3154,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
3155,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
3156,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
3157,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
3158,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Water
3159,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Forest
3160,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
3161,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
3162,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
3163,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
3164,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
3165,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3166,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
3167,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
3168,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
3169,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
3170,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
3171,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
3172,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
3173,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
3174,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
3175,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
3176,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
3177,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
3178,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
3179,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
3180,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
3181,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
3182,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
3183,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
3184,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
3185,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
3186,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3187,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Water
3188,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3189,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Water
3190,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
3191,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3192,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
3193,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3194,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3195,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
3196,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
3197,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
3198,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3199,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3200,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
3201,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
3202,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Forest
3203,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3204,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
3205,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
3206,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
3207,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
3208,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Water
3209,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
3210,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Water
3211,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
3212,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Water
3213,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
3214,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
3215,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
3216,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
3217,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
3218,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
3219,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
3220,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
3221,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
3222,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
3223,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
3224,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
3225,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
3226,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
3227,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
3228,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
3229,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
3230,Forest,Water,Bareland,Water,Non_Wetland,Forest,Wetland,Water
3231,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Water
3232,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
3233,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
3234,Forest,Water,Water,NULL,Water,NULL,Wetland,Grassland
3235,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
3236,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
3237,Forest,Water,Water,NULL,Water,NULL,Water,Water
3238,Forest,Water,Water,NULL,Water,NULL,Water,Forest
3239,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
3240,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
3241,Forest,Water,Water,NULL,Water,Wetland,Water,Water
3242,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
3243,Forest,Water,Water,NULL,Water,Bareland,Wetland,Forest
3244,Forest,Water,Water,NULL,Water,Water,Wetland,Water
3245,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
3246,Forest,Water,Water,NULL,Water,Water,Water,Water
3247,Forest,Water,Water,NULL,Water,Water,Water,Forest
3248,Forest,Water,Water,NULL,Water,Water,Forest,Water
3249,Forest,Water,Water,NULL,Water,Water,Forest,Forest
3250,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
3251,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
3252,Forest,Water,Water,NULL,Water,Forest,Water,Forest
3253,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
3254,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
3255,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
3256,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
3257,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
3258,Forest,Water,Water,Non_Water,Water,Grassland,Water,Forest
3259,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
3260,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
3261,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
3262,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
3263,Forest,Water,Water,Non_Water,Water,Bareland,Wetland,Water
3264,Forest,Water,Water,Non_Water,Water,Bareland,Water,Water
3265,Forest,Water,Water,Non_Water,Water,Bareland,Water,Forest
3266,Forest,Water,Water,Non_Water,Water,Water,Wetland,Grassland
3267,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
3268,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
3269,Forest,Water,Water,Non_Water,Water,Water,Water,Wetland
3270,Forest,Water,Water,Non_Water,Water,Water,Water,Water
3271,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
3272,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
3273,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Water
3274,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
3275,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
3276,Forest,Water,Water,Water,Water,NULL,Wetland,Water
3277,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
3278,Forest,Water,Water,Water,Water,NULL,Water,Water
3279,Forest,Water,Water,Water,Water,NULL,Water,Forest
3280,Forest,Water,Water,Water,Water,Grassland,Water,Forest
3281,Forest,Water,Water,Water,Water,Wetland,Wetland,Wetland
3282,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
3283,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
3284,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
3285,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
3286,Forest,Water,Water,Water,Water,Wetland,Water,Water
3287,Forest,Water,Water,Water,Water,Wetland,Water,Forest
3288,Forest,Water,Water,Water,Water,Wetland,Forest,Water
3289,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
3290,Forest,Water,Water,Water,Water,Bareland,Water,Water
3291,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
3292,Forest,Water,Water,Water,Water,Water,Wetland,Water
3293,Forest,Water,Water,Water,Water,Water,Wetland,Forest
3294,Forest,Water,Water,Water,Water,Water,Water,Grassland
3295,Forest,Water,Water,Water,Water,Water,Water,Wetland
3296,Forest,Water,Water,Water,Water,Water,Water,Water
3297,Forest,Water,Water,Water,Water,Water,Water,Forest
3298,Forest,Water,Water,Water,Water,Water,Forest,Water
3299,Forest,Water,Water,Water,Water,Water,Forest,Forest
3300,Forest,Water,Water,Water,Water,Forest,Wetland,Water
3301,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
3302,Forest,Water,Water,Water,Water,Forest,Water,Forest
3303,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
3304,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3305,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
3306,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
3307,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3308,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
3309,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3310,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3311,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3312,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3313,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
3314,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3315,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
3316,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
3317,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3318,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
3319,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3320,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
3321,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3322,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
3323,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
3324,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3325,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
3326,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
3327,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
3328,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
3329,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
3330,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3331,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
3332,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3333,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
3334,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
3335,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
3336,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3337,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
3338,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
3339,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
3340,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
3341,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
3342,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3343,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
3344,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3345,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
3346,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Water
3347,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
3348,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
3349,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
3350,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
3351,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
3352,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
3353,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
3354,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
3355,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
3356,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
3357,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
3358,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
3359,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
3360,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
3361,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
3362,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
3363,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
3364,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
3365,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
3366,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
3367,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
3368,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
3369,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
3370,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
3371,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
3372,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Grassland
3373,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
3374,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Wetland
3375,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
3376,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
3377,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
3378,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
3379,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
3380,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
3381,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
3382,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
3383,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
3384,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
3385,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
3386,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3387,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
3388,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
3389,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3390,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
3391,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
3392,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
3393,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3394,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3395,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3396,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3397,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3398,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3399,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3400,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3401,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3402,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
3403,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3404,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3405,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
3406,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3407,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3408,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3409,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
3410,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3411,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
3412,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
3413,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
3414,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3415,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3416,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3417,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
3418,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
3419,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3420,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
3421,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3422,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3423,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3424,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
3425,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3426,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
3427,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
3428,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
