Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LUH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LUH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LUH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LUH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LUH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LUH_M_R
325,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
326,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
327,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
328,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
329,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
330,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
331,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
332,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
333,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Forest
334,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
335,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
336,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
337,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
338,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
339,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
340,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
341,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
342,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Forest
343,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
344,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
345,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
346,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
347,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
348,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
349,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
350,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
351,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
352,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
353,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
354,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
355,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
356,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
357,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
358,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
359,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
360,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
361,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
362,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
363,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
364,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
365,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
366,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
367,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
368,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
369,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
370,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
371,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
372,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
373,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
374,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
375,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
376,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
377,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
378,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
379,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
380,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
381,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
382,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
383,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
384,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
385,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
386,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
387,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
388,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
389,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
390,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
391,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
392,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
393,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
394,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
395,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
396,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
397,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
398,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
399,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
400,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
401,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
402,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
403,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
404,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
405,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Shrubland,Grassland
406,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
407,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
408,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
409,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
410,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
411,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
412,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
413,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
414,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
415,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
416,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
417,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
418,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
419,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
420,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
421,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
422,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
423,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
424,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
425,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
426,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
427,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
428,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
429,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
430,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
431,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
432,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
433,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
434,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
435,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
436,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
437,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
438,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
439,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
440,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
441,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
442,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
443,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
444,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
445,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
446,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
447,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
448,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
449,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
450,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
451,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
452,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
453,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
454,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
455,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
456,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
457,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
458,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
459,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
460,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
461,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
462,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
463,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
464,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
465,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
466,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
467,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
468,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
469,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
470,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
471,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
472,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
473,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
474,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
475,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
476,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
477,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
478,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
479,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
480,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
481,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
482,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
483,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
484,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
485,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
486,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
487,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
488,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
489,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
490,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
491,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
492,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
493,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
494,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
495,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
496,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
497,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Built-up
498,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
499,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
500,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
501,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
502,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
503,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
504,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
505,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
506,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
507,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
508,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
509,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
510,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
511,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
512,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
513,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
514,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
515,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
516,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
517,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
518,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
519,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
520,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
521,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
522,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
523,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
524,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
525,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
526,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
527,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
528,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
529,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
530,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
531,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
532,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
533,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
534,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
535,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
536,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
537,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
538,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
539,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
540,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
541,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
542,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
543,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
544,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
545,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
546,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
547,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
548,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
549,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
550,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
551,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
552,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
553,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
554,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
555,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
556,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
557,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
558,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Forest
559,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
560,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
561,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
562,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
563,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
564,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
565,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Built-up
566,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
567,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
568,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
569,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
570,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
571,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
572,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
573,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
574,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
575,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
576,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
577,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
578,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
579,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
580,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
581,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
582,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
583,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
584,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
585,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
586,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
587,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
588,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
589,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
590,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
591,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
592,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
593,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
594,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
595,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
596,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
597,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Grassland
598,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
599,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
600,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
601,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
602,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Water
603,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Forest
604,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
605,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
606,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
607,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
608,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Forest
609,NULL,NULL,Cropland,Water,Non_Wetland,Water,Bareland,Bareland
610,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
611,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
612,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
613,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
614,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
615,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Water
616,NULL,NULL,Wetland,NULL,Wetland,Water,Bareland,Grassland
617,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
618,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
619,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Cropland
620,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
621,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Grassland
622,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Water
623,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
624,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
625,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
626,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
627,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
628,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
629,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
630,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Wetland
631,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
632,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
633,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
634,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
635,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
636,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Water
637,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
638,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Forest
639,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
640,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
641,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
642,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
643,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
644,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
645,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
646,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
647,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Water
648,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
649,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
650,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
651,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
652,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
653,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
654,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
655,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Built-up,Grassland
656,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Bareland,Grassland
657,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Water,Forest
658,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,NULL,Grassland
659,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
