Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MGB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MGB_M_R
8906,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Bareland
8907,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
8908,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8909,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8910,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
8911,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8912,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8913,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
8914,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
8915,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
8916,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
8917,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8918,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
8919,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8920,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
8921,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
8922,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
8923,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Wetland
8924,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
8925,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
8926,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
8927,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
8928,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
8929,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
8930,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
8931,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
8932,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
8933,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
8934,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Bareland
8935,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
8936,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Bareland,Forest
8937,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
8938,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Bareland
8939,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
8940,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
8941,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Built-up
8942,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
8943,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
8944,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8945,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Built-up
8946,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
8947,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8948,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
8949,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
8950,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
8951,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Built-up,Grassland
8952,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Built-up,Forest
8953,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
8954,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
8955,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Built-up
8956,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
8957,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
8958,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
8959,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
8960,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
8961,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8962,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8963,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
8964,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
8965,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8966,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
8967,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8968,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
8969,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
8970,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
8971,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
8972,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
8973,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
8974,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
8975,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
8976,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
8977,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
8978,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
8979,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
8980,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
8981,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8982,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
8983,Forest,Forest,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
8984,Forest,Forest,Grassland,NULL,Non_Wetland,Water,NULL,Forest
8985,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
8986,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
8987,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
8988,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
8989,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
8990,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
8991,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
8992,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
8993,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
8994,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
8995,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
8996,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
8997,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
8998,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
8999,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
9000,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
9001,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
9002,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
9003,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
9004,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
9005,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
9006,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9007,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
9008,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
9009,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
9010,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
9011,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
9012,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9013,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
9014,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
9015,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9016,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9017,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
9018,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
9019,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
9020,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
9021,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
9022,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
9023,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Forest
9024,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
9025,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
9026,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9027,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9028,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
9029,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
9030,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
9031,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
9032,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
9033,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
9034,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
9035,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
9036,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,NULL,Grassland
9037,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,NULL,Forest
9038,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
9039,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Forest
9040,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
9041,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
9042,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Grassland,Grassland
9043,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Grassland,Forest
9044,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Grassland
9045,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
9046,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Water,Forest
9047,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Forest,Forest
9048,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
9049,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
9050,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
9051,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
9052,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Forest
9053,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Forest,Forest
9054,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
9055,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
9056,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
9057,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Forest,Forest
9058,Forest,Forest,Grassland,Water,Non_Wetland,Water,Forest,Forest
9059,Forest,Forest,Grassland,Water,Non_Wetland,Forest,NULL,Forest
9060,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Grassland,Grassland
9061,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Grassland,Forest
9062,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Wetland,Forest
9063,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Water,Forest
9064,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Forest,Forest
9065,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9066,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
9067,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
9068,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
9069,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Grassland
9070,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
9071,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
9072,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
9073,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
9074,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
9075,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
9076,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
9077,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,NULL
9078,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
9079,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
9080,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
9081,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
9082,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,NULL
9083,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
9084,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
9085,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Water
9086,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
9087,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
9088,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
9089,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
9090,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
9091,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
9092,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
9093,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
9094,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
9095,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
9096,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Wetland
9097,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
9098,Forest,Forest,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
9099,Forest,Forest,Wetland,NULL,Wetland,Cropland,Grassland,Forest
9100,Forest,Forest,Wetland,NULL,Wetland,Cropland,Wetland,Forest
9101,Forest,Forest,Wetland,NULL,Wetland,Cropland,Forest,Grassland
9102,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
9103,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
9104,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
9105,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
9106,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
9107,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
9108,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
9109,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
9110,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
9111,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
9112,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
9113,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
9114,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
9115,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
9116,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
9117,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
9118,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
9119,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
9120,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
9121,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
9122,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
9123,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Grassland
9124,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
9125,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Grassland
9126,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Forest
9127,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Grassland
9128,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Wetland
9129,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Bareland
9130,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Water
9131,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
9132,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,NULL
9133,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
9134,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
9135,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
9136,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
9137,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
9138,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
9139,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
9140,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
9141,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Wetland
9142,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
9143,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
9144,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
9145,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Grassland
9146,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
9147,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
9148,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
9149,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
9150,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
9151,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
9152,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Water
9153,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
9154,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,NULL
9155,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
9156,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
9157,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
9158,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
9159,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
9160,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
9161,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
9162,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
9163,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
9164,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
9165,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,NULL
9166,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
9167,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
9168,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
9169,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
9170,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
9171,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
9172,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
9173,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
9174,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
9175,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
9176,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
9177,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
9178,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
9179,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
9180,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
9181,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
9182,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
9183,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
9184,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
9185,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
9186,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
9187,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
9188,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
9189,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
9190,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
9191,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
9192,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
9193,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Water
9194,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Forest
9195,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
9196,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
9197,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
9198,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
9199,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
9200,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
9201,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Grassland
9202,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
9203,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Forest
9204,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
9205,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
9206,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
9207,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
9208,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
9209,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
9210,Forest,Forest,Wetland,Water,Wetland,NULL,Grassland,Forest
9211,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Grassland
9212,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Wetland
9213,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
9214,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
9215,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
9216,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
9217,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Grassland
9218,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Water
9219,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Forest
9220,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
9221,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Wetland
9222,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
9223,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
9224,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Water
9225,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
9226,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Grassland
9227,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Forest
9228,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Forest
9229,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Grassland
9230,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Wetland
9231,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Forest
9232,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
9233,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
9234,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
9235,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
9236,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Water
9237,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
9238,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Grassland
9239,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Wetland
9240,Forest,Forest,Wetland,Water,Wetland,Bareland,Grassland,Forest
9241,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Bareland
9242,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Forest
9243,Forest,Forest,Wetland,Water,Wetland,Bareland,Bareland,Grassland
9244,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Grassland
9245,Forest,Forest,Wetland,Water,Wetland,Bareland,Forest,Forest
