Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MVA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MVA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MVA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MVA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MVA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MVA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MVA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MVA_M_R
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Built-up
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Water
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
464,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
465,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
466,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
467,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
468,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
469,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
470,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,NULL
471,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
472,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Built-up
473,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Built-up
474,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
475,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
476,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
477,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
478,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
479,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
480,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
481,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
482,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
483,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
484,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
485,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
486,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
487,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
488,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Water
489,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
490,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
491,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
492,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
493,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
494,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Built-up
495,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
496,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
497,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Built-up
498,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
499,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
500,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
501,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
502,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
503,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
504,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
505,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
506,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Bareland
507,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Water
508,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
509,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
510,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Built-up
511,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Water
512,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,NULL
513,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
514,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
515,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
516,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Bareland
517,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Built-up
518,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,NULL
519,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
520,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Bareland,Grassland
521,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
522,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,NULL
523,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
524,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,NULL
525,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
526,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
527,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Cropland
528,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,NULL
529,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
530,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
531,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Built-up
532,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
533,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
534,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Built-up,Grassland
535,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
536,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
537,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
538,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
539,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
540,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
541,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
542,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
543,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
544,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
545,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
546,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
547,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
548,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
549,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
550,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
551,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Water,NULL
552,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
553,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
554,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
555,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
556,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
557,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
558,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
559,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
560,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
561,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
562,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
563,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
564,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
565,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
566,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
567,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
568,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Built-up,Grassland
569,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
570,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Built-up
571,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
572,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
573,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
574,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
575,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
576,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
577,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
578,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
579,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
580,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
581,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
582,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
583,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
584,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
585,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
586,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
587,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
588,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Wetland
589,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
590,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
591,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
592,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
593,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
594,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
595,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
596,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
597,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
598,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
599,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
600,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
601,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
602,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
603,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
604,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
605,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Water
606,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
607,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
608,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
609,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
610,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
611,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
612,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
613,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
614,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,NULL
615,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
616,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
617,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
618,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
619,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
620,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
621,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Water
622,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
623,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
624,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
625,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
626,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
627,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
628,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
629,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
630,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
631,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
632,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
633,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
634,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
635,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
636,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
637,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
638,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
639,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
640,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
641,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
642,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
643,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
644,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
645,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
646,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
647,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
648,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
649,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
650,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
651,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Water
