Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NBL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NBL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NBL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NBL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NBL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NBL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NBL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NBL_M_R
1399,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1400,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1401,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1402,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1403,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1404,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1405,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1406,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1407,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1408,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1409,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1410,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1411,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1412,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1413,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1414,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1415,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
1416,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1417,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1418,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1419,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1420,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1421,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1422,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
1423,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
1424,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
1425,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
1426,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
1427,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1428,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1429,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
1430,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1431,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
1432,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
1433,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
1434,Forest,NULL,Water,Water,Water,NULL,NULL,Water
1435,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
1436,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1437,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1438,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1439,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1440,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1441,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1442,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1443,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1444,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1445,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1446,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1447,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1448,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1449,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1450,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1451,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1452,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1453,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1454,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1455,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1456,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1457,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1458,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1459,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1460,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1461,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1462,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1463,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1464,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1465,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1466,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1467,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1468,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1469,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1470,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1471,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
1472,Forest,Cropland,Water,Water,Water,NULL,NULL,Grassland
1473,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1474,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1475,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1476,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1477,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1478,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1479,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1480,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1481,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1482,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
1483,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1484,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1485,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1486,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1487,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1488,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1489,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1490,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1491,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1492,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1493,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1494,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1495,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1496,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1497,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1498,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1499,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1500,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1501,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1502,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1503,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1504,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1505,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1506,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1507,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1508,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
1509,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1510,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1511,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1512,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1513,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1514,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1515,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
1516,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1517,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1518,Forest,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1519,Forest,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1520,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1521,Forest,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1522,Forest,Wetland,Water,NULL,Water,NULL,NULL,Water
1523,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
1524,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1525,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1526,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1527,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1528,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
1529,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
1530,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
1531,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
1532,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1533,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1534,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1535,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1536,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1537,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1538,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1539,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1540,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1541,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1542,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1543,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1544,Forest,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1545,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1546,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1547,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1548,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1549,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1550,Forest,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1551,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1552,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1553,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1554,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1555,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1556,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1557,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1558,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1559,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1560,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1561,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1562,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1563,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1564,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1565,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1566,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1567,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1568,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1569,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1570,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1571,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1572,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1573,Forest,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1574,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1575,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1576,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1577,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1578,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Wetland
1579,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1580,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1581,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1582,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1583,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1584,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1585,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1586,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
1587,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1588,Forest,Built-up,Water,Water,Water,NULL,NULL,Forest
1589,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1590,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1591,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1592,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1593,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1594,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1595,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1596,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1597,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1598,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1599,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1600,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1601,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1602,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1603,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1604,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1605,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1606,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1607,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1608,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1609,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1610,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1611,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1612,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1613,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1614,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1615,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1616,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1617,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1618,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1619,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1620,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1621,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1622,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1623,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1624,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1625,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1626,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1627,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1628,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1629,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1630,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1631,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1632,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1633,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1634,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1635,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1636,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
1637,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1638,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1639,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1640,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1641,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1642,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1643,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1644,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1645,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1646,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
1647,Forest,Water,Water,NULL,Water,NULL,NULL,Wetland
1648,Forest,Water,Water,NULL,Water,NULL,NULL,Bareland
1649,Forest,Water,Water,NULL,Water,NULL,NULL,Water
1650,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
1651,Forest,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1652,Forest,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1653,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
1654,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
1655,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
1656,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
1657,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
1658,Forest,Water,Water,Water,Water,NULL,NULL,Water
1659,Forest,Water,Water,Water,Water,NULL,NULL,Forest
1660,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1661,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1662,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1663,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1664,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1665,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1666,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1667,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1668,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1669,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1670,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1671,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1672,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1673,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1674,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1675,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1676,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1677,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1678,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1679,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1680,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1681,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1682,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1683,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1684,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1685,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1686,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1687,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1688,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1689,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1690,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1691,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1692,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1693,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1694,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1695,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1696,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1697,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1698,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1699,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1700,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1701,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1702,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1703,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1704,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1705,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1706,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1707,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1708,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1709,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1710,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1711,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
1712,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1713,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1714,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1715,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1716,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1717,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1718,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1719,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1720,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Built-up
1721,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1722,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1723,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1724,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1725,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1726,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1727,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1728,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1729,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1730,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1731,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1732,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1733,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1734,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1735,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1736,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1737,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1738,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1739,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1740,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1741,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1742,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1743,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1744,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1745,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
