Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KKP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KKP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KKP_M_R
7098,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
7099,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Water,Forest
7100,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
7101,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Water
7102,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
7103,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7104,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
7105,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
7106,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Water,Water
7107,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest,Grassland
7108,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
7109,Forest,NULL,Grassland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
7110,Forest,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Water,Forest
7111,Forest,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Forest,Forest
7112,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
7113,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Water
7114,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Forest,Water
7115,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
7116,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,NULL,Forest
7117,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Water,Water
7118,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
7119,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Forest,Grassland
7120,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Forest,Water
7121,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
7122,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Forest,Forest
7123,Forest,NULL,Grassland,Water,Non_Wetland,Water,Water,Water
7124,Forest,NULL,Grassland,Water,Non_Wetland,Water,Water,Forest
7125,Forest,NULL,Grassland,Water,Non_Wetland,Water,Forest,Water
7126,Forest,NULL,Grassland,Water,Non_Wetland,Forest,Water,Forest
7127,Forest,NULL,Grassland,Water,Non_Wetland,Forest,Forest,Water
7128,Forest,NULL,Grassland,Water,Non_Wetland,Forest,Forest,Forest
7129,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7130,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
7131,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
7132,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
7133,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
7134,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
7135,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
7136,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7137,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
7138,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7139,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
7140,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
7141,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
7142,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
7143,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
7144,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
7145,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
7146,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
7147,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
7148,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
7149,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Bareland
7150,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
7151,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
7152,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
7153,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
7154,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
7155,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Wetland
7156,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
7157,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
7158,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Water
7159,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
7160,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
7161,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
7162,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Wetland
7163,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
7164,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
7165,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
7166,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
7167,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
7168,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
7169,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
7170,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
7171,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
7172,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
7173,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
7174,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
7175,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
7176,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
7177,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
7178,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Water
7179,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
7180,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7181,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
7182,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
7183,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7184,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7185,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7186,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
7187,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7188,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
7189,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
7190,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
7191,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
7192,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
7193,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7194,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
7195,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
7196,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
7197,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
7198,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
7199,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7200,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7201,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7202,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
7203,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
7204,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7205,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
7206,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
7207,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7208,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
7209,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
7210,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7211,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
7212,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
7213,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
7214,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
7215,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
7216,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
7217,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
7218,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
7219,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
7220,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Wetland
7221,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
7222,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Water
7223,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
7224,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
7225,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
7226,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Wetland
7227,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
7228,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
7229,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
7230,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
7231,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
7232,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
7233,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
7234,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
7235,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Forest
7236,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Water,Grassland
7237,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Water,Water
7238,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Water,Forest
7239,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
7240,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
7241,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Wetland
7242,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
7243,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
7244,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
7245,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
7246,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
7247,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
7248,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
7249,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
7250,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
7251,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
7252,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7253,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
7254,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7255,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
7256,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
7257,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
7258,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
7259,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
7260,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Built-up
7261,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
7262,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
7263,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Wetland
7264,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
7265,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
7266,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
7267,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Water
7268,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
7269,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
7270,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Built-up
7271,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Water
7272,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
7273,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7274,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
7275,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
7276,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
7277,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
7278,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
7279,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
7280,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7281,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
7282,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
7283,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Cropland
7284,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
7285,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
7286,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Water
7287,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
7288,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7289,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
7290,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7291,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
7292,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
7293,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
7294,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
7295,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
7296,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
7297,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
7298,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
7299,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
7300,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
7301,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
7302,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
7303,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
7304,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
7305,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
7306,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
7307,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
7308,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
7309,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Wetland
7310,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
7311,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
7312,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Water
7313,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
7314,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
7315,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
7316,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
7317,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
7318,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Wetland,Forest
7319,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
7320,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
7321,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
7322,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
7323,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7324,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
7325,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Wetland
7326,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
7327,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
7328,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
7329,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Water,Built-up
7330,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Water,Forest
7331,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
7332,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Cropland
7333,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Bareland
7334,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Built-up
7335,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
7336,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
7337,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
7338,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
7339,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
7340,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
7341,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
7342,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
7343,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
7344,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
7345,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Built-up
7346,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Water
7347,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
7348,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Built-up,Grassland
7349,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Built-up,Bareland
7350,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Built-up,Water
7351,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Built-up,Forest
7352,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
7353,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
7354,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Water,Forest
7355,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Water
7356,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Forest
7357,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
7358,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
7359,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
7360,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
7361,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Built-up
7362,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Water
7363,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
7364,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
7365,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
7366,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
7367,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
7368,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
7369,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
7370,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Water
7371,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
7372,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
7373,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Cropland
7374,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Bareland
7375,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Built-up
7376,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Water
7377,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
7378,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
7379,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Cropland
7380,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Bareland
7381,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Built-up
7382,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Water
7383,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
7384,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
7385,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Water
7386,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Forest
7387,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
7388,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
7389,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
7390,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Built-up
7391,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Water
7392,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
7393,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7394,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
7395,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
7396,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
7397,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
7398,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
7399,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
7400,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7401,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
7402,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
7403,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
7404,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Water
7405,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
7406,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
7407,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Cropland
7408,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Forest
7409,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
7410,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Built-up
7411,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Forest
7412,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
7413,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
7414,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
7415,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
7416,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
7417,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
7418,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
7419,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Water
7420,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
7421,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
7422,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
7423,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
7424,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
7425,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
