Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MDS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MDS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MDS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MDS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MDS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MDS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MDS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MDS_M_R
7318,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
7319,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
7320,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
7321,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
7322,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
7323,Forest,Forest,Wetland,NULL,Wetland,Wetland,Built-up,Grassland
7324,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
7325,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
7326,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
7327,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
7328,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Water
7329,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
7330,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
7331,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
7332,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Water
7333,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
7334,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
7335,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
7336,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Grassland
7337,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Water
7338,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
7339,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Grassland
7340,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
7341,Forest,Forest,Wetland,NULL,Wetland,Built-up,Grassland,Forest
7342,Forest,Forest,Wetland,NULL,Wetland,Built-up,Wetland,Grassland
7343,Forest,Forest,Wetland,NULL,Wetland,Built-up,Wetland,Forest
7344,Forest,Forest,Wetland,NULL,Wetland,Built-up,Bareland,Grassland
7345,Forest,Forest,Wetland,NULL,Wetland,Built-up,Bareland,Forest
7346,Forest,Forest,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
7347,Forest,Forest,Wetland,NULL,Wetland,Built-up,Forest,Forest
7348,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Forest
7349,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
7350,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,NULL
7351,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
7352,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
7353,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
7354,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
7355,Forest,Forest,Wetland,NULL,Wetland,Water,Bareland,Forest
7356,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
7357,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
7358,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
7359,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
7360,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
7361,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Grassland
7362,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
7363,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
7364,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,NULL
7365,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Grassland
7366,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
7367,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
7368,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
7369,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
7370,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
7371,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
7372,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
7373,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
7374,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
7375,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
7376,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
7377,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,NULL
7378,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
7379,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
7380,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
7381,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Bareland,Forest
7382,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
7383,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
7384,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
7385,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
7386,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
7387,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
7388,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
7389,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Bareland,Water
7390,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,NULL
7391,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
7392,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Water
7393,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
7394,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
7395,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
7396,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
7397,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
7398,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
7399,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
7400,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
7401,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
7402,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
7403,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,NULL
7404,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
7405,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
7406,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
7407,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Water
7408,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
7409,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
7410,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
7411,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
7412,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
7413,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
7414,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
7415,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Water
7416,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
7417,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
7418,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Forest
7419,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
7420,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
7421,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
7422,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
7423,Forest,Forest,Wetland,Non_Water,Wetland,Water,Bareland,Forest
7424,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,NULL
7425,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
7426,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
7427,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
7428,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Grassland
7429,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
7430,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Forest
7431,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,NULL
7432,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
7433,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Water
7434,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
7435,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Grassland
7436,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
7437,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Water
7438,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
7439,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
7440,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
7441,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
7442,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Grassland
7443,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
7444,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
7445,Forest,Forest,Wetland,Water,Wetland,NULL,Bareland,Forest
7446,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Grassland
7447,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
7448,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
7449,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
7450,Forest,Forest,Wetland,Water,Wetland,Grassland,NULL,Grassland
7451,Forest,Forest,Wetland,Water,Wetland,Grassland,NULL,Forest
7452,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
7453,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Water
7454,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
7455,Forest,Forest,Wetland,Water,Wetland,Grassland,Bareland,Water
7456,Forest,Forest,Wetland,Water,Wetland,Grassland,Bareland,Forest
7457,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
7458,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Water
7459,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
7460,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Forest
7461,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Water
7462,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Forest
7463,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Grassland
7464,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Forest
7465,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
7466,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
7467,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
7468,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
7469,Forest,Forest,Wetland,Water,Wetland,Wetland,Bareland,Grassland
7470,Forest,Forest,Wetland,Water,Wetland,Wetland,Bareland,Forest
7471,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
7472,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
7473,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Water
7474,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
7475,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Grassland
7476,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
7477,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Grassland
7478,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Forest
7479,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Grassland
7480,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Water
7481,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Forest
7482,Forest,Forest,Wetland,Water,Wetland,Bareland,Forest,Grassland
7483,Forest,Forest,Wetland,Water,Wetland,Built-up,Water,Grassland
7484,Forest,Forest,Wetland,Water,Wetland,Built-up,Water,Forest
7485,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
7486,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
7487,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
7488,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
7489,Forest,Forest,Wetland,Water,Wetland,Water,Bareland,Forest
7490,Forest,Forest,Wetland,Water,Wetland,Water,Water,Grassland
7491,Forest,Forest,Wetland,Water,Wetland,Water,Water,Wetland
7492,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
7493,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
7494,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Grassland
7495,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
7496,Forest,Forest,Wetland,Water,Wetland,Forest,NULL,Forest
7497,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Grassland
7498,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Water
7499,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
7500,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Water
7501,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
7502,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
7503,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
7504,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Forest
7505,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Forest,Forest
7506,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
7507,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
7508,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,Forest
7509,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Forest
7510,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Forest,Forest
7511,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Grassland,Forest
7512,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Grassland
7513,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Water
7514,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Forest
7515,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Forest,Forest
7516,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Wetland,Forest
7517,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Forest,Forest
7518,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Bareland,Grassland
7519,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Forest
7520,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water,Forest,Forest
7521,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,Forest
7522,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
7523,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland,Water,Grassland
7524,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland,Water,Forest
7525,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7526,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7527,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland,Water,Grassland
7528,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland,Water,Forest
7529,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Wetland,Forest
7530,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland,Water,Forest
7531,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland,Water,Forest
7532,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
7533,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
7534,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
7535,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
7536,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
7537,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
7538,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
7539,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
7540,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
7541,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
7542,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Built-up,Forest
7543,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Water
7544,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
7545,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
7546,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
7547,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
7548,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7549,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
7550,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
7551,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7552,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Water
7553,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
7554,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7555,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
7556,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
7557,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
7558,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
7559,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
7560,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
7561,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7562,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
7563,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
7564,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7565,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
7566,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
7567,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
7568,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
7569,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
7570,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Water
7571,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
7572,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
7573,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
7574,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,NULL,Forest
7575,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
7576,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
7577,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
7578,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7579,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
7580,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
7581,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
7582,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up,Grassland,Grassland
7583,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up,Grassland,Forest
7584,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up,Wetland,Grassland
7585,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up,Wetland,Forest
7586,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up,Bareland,Grassland
7587,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up,Bareland,Forest
7588,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up,Forest,Forest
7589,Forest,Forest,Bareland,NULL,Non_Wetland,Water,NULL,Forest
7590,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
7591,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
7592,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Bareland
7593,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Water
7594,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
7595,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
7596,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Grassland
7597,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Water
7598,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
7599,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Water
7600,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
7601,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
7602,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
7603,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Grassland
7604,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
7605,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Bareland,Forest
7606,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
7607,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
7608,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7609,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
7610,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
7611,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
7612,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
7613,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
7614,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Bareland,Forest
7615,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
7616,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
7617,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
7618,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Forest
7619,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
7620,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Water
7621,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
7622,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
7623,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
7624,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
7625,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Forest
7626,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
7627,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Forest
7628,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7629,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
7630,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7631,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
7632,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
7633,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
7634,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
7635,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
7636,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Water
7637,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
7638,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
7639,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
7640,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
7641,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
7642,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
7643,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Forest
7644,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,NULL,Forest
7645,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
7646,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
7647,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
7648,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
7649,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Water
7650,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
7651,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,NULL,Forest
7652,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
7653,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Bareland,Forest
7654,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Water,Grassland
7655,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Water,Water
7656,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
7657,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
