Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LFF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LFF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LFF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LFF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LFF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LFF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LFF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LFF_M_R
1414,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1415,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1416,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1417,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1418,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1419,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1420,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1421,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1422,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1423,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1424,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1425,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1426,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1427,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1428,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1429,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1430,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1431,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1432,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1433,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1434,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1435,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1436,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1437,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1438,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1439,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1440,Water,Forest,Water,NULL,Water,NULL,NULL,Water
1441,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
1442,Water,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1443,Water,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
1444,Water,Forest,Water,Non_Water,Water,NULL,NULL,Water
1445,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1446,Water,Forest,Water,Water,Water,NULL,NULL,Grassland
1447,Water,Forest,Water,Water,Water,NULL,NULL,Wetland
1448,Water,Forest,Water,Water,Water,NULL,NULL,Water
1449,Water,Forest,Water,Water,Water,NULL,NULL,Forest
1450,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1451,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1452,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1453,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1454,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1455,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1456,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1457,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1458,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1459,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1460,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1461,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1462,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1463,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1464,Permanent_ice_and_snow,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1465,Permanent_ice_and_snow,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1466,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1467,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1468,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1469,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1470,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1471,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1472,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1473,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1474,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1475,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1476,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1477,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1478,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1479,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Water
1480,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1481,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1482,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1483,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1484,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1485,Permanent_ice_and_snow,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1486,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1487,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1488,Permanent_ice_and_snow,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
1489,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Water
1490,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Forest
1491,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1492,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Forest
1493,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
1494,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1495,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1496,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1497,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1498,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1499,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1500,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1501,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1502,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1503,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1504,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1505,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1506,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1507,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1508,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1509,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1510,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
1511,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1512,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1513,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1514,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1515,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1516,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1517,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1518,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1519,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1520,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1521,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1522,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1523,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1524,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1525,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1526,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1527,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1528,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1529,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1530,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1531,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1532,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1533,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1534,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1535,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1536,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1537,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1538,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1539,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1540,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1541,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1542,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1543,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1544,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1545,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1546,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1547,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1548,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1549,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1550,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1551,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1552,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1553,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1554,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1555,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1556,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1557,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1558,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1559,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1560,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1561,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1562,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1563,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1564,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1565,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1566,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1567,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1568,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1569,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1570,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1571,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1572,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1573,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1574,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1575,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1576,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1577,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1578,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1579,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1580,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1581,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1582,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1583,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1584,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1585,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1586,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1587,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1588,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1589,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1590,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1591,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
1592,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
1593,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
1594,Forest,NULL,Water,NULL,Water,NULL,NULL,Cropland
1595,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
1596,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
1597,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
1598,Forest,NULL,Water,Non_Water,Water,NULL,NULL,NULL
1599,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1600,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
1601,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1602,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
1603,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1604,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
1605,Forest,NULL,Water,Water,Water,NULL,NULL,Cropland
1606,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
1607,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
1608,Forest,NULL,Water,Water,Water,NULL,NULL,Water
1609,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
1610,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1611,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1612,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1613,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1614,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1615,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1616,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1617,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1618,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1619,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1620,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1621,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1622,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
1623,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1624,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1625,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1626,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1627,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1628,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1629,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1630,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1631,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
1632,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1633,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1634,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1635,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1636,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1637,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1638,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1639,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1640,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1641,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1642,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1643,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1644,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1645,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1646,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
1647,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
1648,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1649,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
1650,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1651,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1652,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1653,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1654,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1655,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1656,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1657,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1658,Forest,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1659,Forest,Cropland,Water,NULL,Water,NULL,NULL,Cropland
1660,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
1661,Forest,Cropland,Water,Water,Water,NULL,NULL,Grassland
1662,Forest,Cropland,Water,Water,Water,NULL,NULL,Cropland
1663,Forest,Cropland,Water,Water,Water,NULL,NULL,Bareland
1664,Forest,Cropland,Water,Water,Water,NULL,NULL,Water
1665,Forest,Cropland,Water,Water,Water,NULL,NULL,Forest
1666,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1667,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1668,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1669,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1670,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1671,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1672,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1673,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
1674,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1675,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1676,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1677,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1678,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1679,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1680,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1681,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1682,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1683,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
1684,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1685,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1686,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1687,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1688,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1689,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1690,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1691,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1692,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1693,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1694,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1695,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1696,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1697,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1698,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1699,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1700,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1701,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1702,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1703,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1704,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1705,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1706,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1707,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
1708,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1709,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1710,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1711,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1712,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1713,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1714,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1715,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1716,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1717,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1718,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,NULL
1719,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1720,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
1721,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1722,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
1723,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1724,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1725,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1726,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1727,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1728,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1729,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1730,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1731,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1732,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1733,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1734,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1735,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1736,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1737,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1738,Forest,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1739,Forest,Wetland,Water,NULL,Water,NULL,NULL,NULL
1740,Forest,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1741,Forest,Wetland,Water,NULL,Water,NULL,NULL,Bareland
1742,Forest,Wetland,Water,NULL,Water,NULL,NULL,Water
1743,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
1744,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1745,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1746,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1747,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1748,Forest,Wetland,Water,Water,Water,NULL,NULL,NULL
1749,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
1750,Forest,Wetland,Water,Water,Water,NULL,NULL,Cropland
1751,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
1752,Forest,Wetland,Water,Water,Water,NULL,NULL,Bareland
1753,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
1754,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
1755,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
