Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MPQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MPQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MPQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MPQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MPQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MPQ_M_R
1259,Water,NULL,Cropland,Water,Non_Wetland,Forest
1260,Water,NULL,Wetland,NULL,Wetland,Grassland
1261,Water,NULL,Wetland,NULL,Wetland,Water
1262,Water,NULL,Wetland,Non_Water,Wetland,Forest
1263,Water,NULL,Wetland,Water,Wetland,Grassland
1264,Water,NULL,Wetland,Water,Wetland,Water
1265,Water,NULL,Bareland,NULL,Non_Wetland,NULL
1266,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1267,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1268,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1269,Water,NULL,Bareland,NULL,Non_Wetland,Water
1270,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1271,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1272,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1273,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest
1274,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1275,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1276,Water,NULL,Bareland,Water,Non_Wetland,Water
1277,Water,NULL,Bareland,Water,Non_Wetland,Forest
1278,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1279,Water,NULL,Built-up,NULL,Non_Wetland,Built-up
1280,Water,NULL,Built-up,NULL,Non_Wetland,Forest
1281,Water,NULL,Water,NULL,Water,Grassland
1282,Water,NULL,Water,NULL,Water,Cropland
1283,Water,NULL,Water,NULL,Water,Wetland
1284,Water,NULL,Water,NULL,Water,Bareland
1285,Water,NULL,Water,NULL,Water,Water
1286,Water,NULL,Water,NULL,Water,Forest
1287,Water,NULL,Water,Non_Water,Water,Forest
1288,Water,NULL,Water,Water,Water,Grassland
1289,Water,NULL,Water,Water,Water,Bareland
1290,Water,NULL,Water,Water,Water,Water
1291,Water,NULL,Water,Water,Water,Forest
1292,Water,NULL,Forest,NULL,Non_Wetland,NULL
1293,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1294,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1295,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1296,Water,NULL,Forest,NULL,Non_Wetland,Built-up
1297,Water,NULL,Forest,NULL,Non_Wetland,Water
1298,Water,NULL,Forest,NULL,Non_Wetland,Forest
1299,Water,NULL,Forest,Non_Water,Non_Wetland,Water
1300,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1301,Water,NULL,Forest,Water,Non_Wetland,Bareland
1302,Water,NULL,Forest,Water,Non_Wetland,Water
1303,Water,NULL,Forest,Water,Non_Wetland,Forest
1304,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1305,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1306,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1307,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1308,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1309,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1310,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1311,Water,Cropland,Shrubland,Water,Non_Wetland,Forest
1312,Water,Cropland,Grassland,NULL,Non_Wetland,NULL
1313,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1314,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
1315,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
1316,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
1317,Water,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
1318,Water,Cropland,Grassland,Non_Water,Non_Wetland,Forest
1319,Water,Cropland,Grassland,Water,Non_Wetland,Forest
1320,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
1321,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1322,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1323,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1324,Water,Cropland,Cropland,NULL,Non_Wetland,Water
1325,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1326,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1327,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1328,Water,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1329,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
1330,Water,Cropland,Cropland,Water,Non_Wetland,Bareland
1331,Water,Cropland,Cropland,Water,Non_Wetland,Forest
1332,Water,Cropland,Wetland,NULL,Wetland,Forest
1333,Water,Cropland,Bareland,NULL,Non_Wetland,NULL
1334,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1335,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
1336,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1337,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
1338,Water,Cropland,Bareland,Non_Water,Non_Wetland,Forest
1339,Water,Cropland,Water,NULL,Water,Grassland
1340,Water,Cropland,Water,NULL,Water,Forest
1341,Water,Cropland,Water,Non_Water,Water,Forest
1342,Water,Cropland,Forest,NULL,Non_Wetland,NULL
1343,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1344,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
1345,Water,Cropland,Forest,NULL,Non_Wetland,Water
1346,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1347,Water,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1348,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest
1349,Water,Cropland,Forest,Water,Non_Wetland,Forest
1350,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL
1351,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1352,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1353,Water,Bareland,Shrubland,NULL,Non_Wetland,Built-up
1354,Water,Bareland,Shrubland,NULL,Non_Wetland,Water
1355,Water,Bareland,Shrubland,NULL,Non_Wetland,Forest
1356,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
1357,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1358,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
1359,Water,Bareland,Shrubland,Water,Non_Wetland,Grassland
1360,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
1361,Water,Bareland,Shrubland,Water,Non_Wetland,Water
1362,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
1363,Water,Bareland,Grassland,NULL,Non_Wetland,Cropland
1364,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
1365,Water,Bareland,Grassland,NULL,Non_Wetland,Forest
1366,Water,Bareland,Cropland,NULL,Non_Wetland,NULL
1367,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
1368,Water,Bareland,Cropland,NULL,Non_Wetland,Cropland
1369,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
1370,Water,Bareland,Cropland,NULL,Non_Wetland,Water
1371,Water,Bareland,Cropland,NULL,Non_Wetland,Forest
1372,Water,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1373,Water,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1374,Water,Bareland,Cropland,Non_Water,Non_Wetland,Forest
1375,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
1376,Water,Bareland,Cropland,Water,Non_Wetland,Water
1377,Water,Bareland,Wetland,Water,Wetland,Grassland
1378,Water,Bareland,Wetland,Water,Wetland,Bareland
1379,Water,Bareland,Wetland,Water,Wetland,Water
1380,Water,Bareland,Bareland,NULL,Non_Wetland,NULL
1381,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
1382,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1383,Water,Bareland,Bareland,NULL,Non_Wetland,Water
1384,Water,Bareland,Bareland,NULL,Non_Wetland,Forest
1385,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL
1386,Water,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1387,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1388,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water
1389,Water,Bareland,Bareland,Non_Water,Non_Wetland,Forest
1390,Water,Bareland,Bareland,Water,Non_Wetland,Grassland
1391,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1392,Water,Bareland,Bareland,Water,Non_Wetland,Water
1393,Water,Bareland,Water,NULL,Water,Grassland
1394,Water,Bareland,Water,NULL,Water,Bareland
1395,Water,Bareland,Water,NULL,Water,Water
1396,Water,Bareland,Water,NULL,Water,Forest
1397,Water,Bareland,Water,Non_Water,Water,Bareland
1398,Water,Bareland,Water,Water,Water,Bareland
1399,Water,Bareland,Water,Water,Water,Water
1400,Water,Bareland,Water,Water,Water,Forest
1401,Water,Bareland,Forest,NULL,Non_Wetland,NULL
1402,Water,Bareland,Forest,NULL,Non_Wetland,Grassland
1403,Water,Bareland,Forest,NULL,Non_Wetland,Cropland
1404,Water,Bareland,Forest,NULL,Non_Wetland,Bareland
1405,Water,Bareland,Forest,NULL,Non_Wetland,Water
1406,Water,Bareland,Forest,NULL,Non_Wetland,Forest
1407,Water,Bareland,Forest,Non_Water,Non_Wetland,Bareland
1408,Water,Bareland,Forest,Non_Water,Non_Wetland,Water
1409,Water,Bareland,Forest,Non_Water,Non_Wetland,Forest
1410,Water,Bareland,Forest,Water,Non_Wetland,Bareland
1411,Water,Bareland,Forest,Water,Non_Wetland,Water
1412,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1413,Water,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1414,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1415,Water,Built-up,Shrubland,NULL,Non_Wetland,Water
1416,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
1417,Water,Built-up,Shrubland,Water,Non_Wetland,Grassland
1418,Water,Built-up,Shrubland,Water,Non_Wetland,Forest
1419,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
1420,Water,Built-up,Grassland,NULL,Non_Wetland,Cropland
1421,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
1422,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up
1423,Water,Built-up,Grassland,NULL,Non_Wetland,Water
1424,Water,Built-up,Grassland,NULL,Non_Wetland,Forest
1425,Water,Built-up,Grassland,Water,Non_Wetland,Bareland
1426,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
1427,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland
1428,Water,Built-up,Cropland,NULL,Non_Wetland,Water
1429,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
1430,Water,Built-up,Cropland,Non_Water,Non_Wetland,Forest
1431,Water,Built-up,Cropland,Water,Non_Wetland,Grassland
1432,Water,Built-up,Cropland,Water,Non_Wetland,Water
1433,Water,Built-up,Cropland,Water,Non_Wetland,Forest
1434,Water,Built-up,Wetland,Water,Wetland,Water
1435,Water,Built-up,Bareland,NULL,Non_Wetland,NULL
1436,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland
1437,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
1438,Water,Built-up,Bareland,NULL,Non_Wetland,Water
1439,Water,Built-up,Bareland,NULL,Non_Wetland,Forest
1440,Water,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
1441,Water,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
1442,Water,Built-up,Bareland,Non_Water,Non_Wetland,Water
1443,Water,Built-up,Bareland,Water,Non_Wetland,Grassland
1444,Water,Built-up,Bareland,Water,Non_Wetland,Bareland
1445,Water,Built-up,Bareland,Water,Non_Wetland,Water
1446,Water,Built-up,Built-up,NULL,Non_Wetland,Forest
1447,Water,Built-up,Water,NULL,Water,Bareland
1448,Water,Built-up,Water,NULL,Water,Water
1449,Water,Built-up,Water,NULL,Water,Forest
1450,Water,Built-up,Water,Non_Water,Water,Bareland
1451,Water,Built-up,Water,Water,Water,Bareland
1452,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
1453,Water,Built-up,Forest,NULL,Non_Wetland,Cropland
1454,Water,Built-up,Forest,NULL,Non_Wetland,Bareland
1455,Water,Built-up,Forest,NULL,Non_Wetland,Water
1456,Water,Built-up,Forest,NULL,Non_Wetland,Forest
1457,Water,Built-up,Forest,Water,Non_Wetland,Forest
1458,Water,Water,NULL,NULL,Non_Wetland,Bareland
1459,Water,Water,NULL,NULL,Non_Wetland,Water
1460,Water,Water,NULL,NULL,Non_Wetland,Forest
1461,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1462,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1463,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1464,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1465,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1466,Water,Water,Shrubland,NULL,Non_Wetland,Built-up
1467,Water,Water,Shrubland,NULL,Non_Wetland,Water
1468,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1469,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1470,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1471,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1472,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1473,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1474,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1475,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1476,Water,Water,Shrubland,Water,Non_Wetland,Water
1477,Water,Water,Shrubland,Water,Non_Wetland,Forest
1478,Water,Water,Grassland,NULL,Non_Wetland,NULL
1479,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1480,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1481,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1482,Water,Water,Grassland,NULL,Non_Wetland,Built-up
1483,Water,Water,Grassland,NULL,Non_Wetland,Water
1484,Water,Water,Grassland,NULL,Non_Wetland,Forest
1485,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1486,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1487,Water,Water,Grassland,Water,Non_Wetland,Bareland
1488,Water,Water,Grassland,Water,Non_Wetland,Water
1489,Water,Water,Grassland,Water,Non_Wetland,Forest
1490,Water,Water,Cropland,NULL,Non_Wetland,NULL
1491,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1492,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1493,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1494,Water,Water,Cropland,NULL,Non_Wetland,Built-up
1495,Water,Water,Cropland,NULL,Non_Wetland,Water
1496,Water,Water,Cropland,NULL,Non_Wetland,Forest
1497,Water,Water,Cropland,Non_Water,Non_Wetland,NULL
1498,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1499,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
1500,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1501,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1502,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1503,Water,Water,Cropland,Water,Non_Wetland,Grassland
1504,Water,Water,Cropland,Water,Non_Wetland,Cropland
1505,Water,Water,Cropland,Water,Non_Wetland,Bareland
1506,Water,Water,Cropland,Water,Non_Wetland,Water
1507,Water,Water,Cropland,Water,Non_Wetland,Forest
1508,Water,Water,Wetland,NULL,Wetland,Grassland
1509,Water,Water,Wetland,NULL,Wetland,Bareland
1510,Water,Water,Wetland,NULL,Wetland,Water
1511,Water,Water,Wetland,NULL,Wetland,Forest
1512,Water,Water,Wetland,Non_Water,Wetland,Bareland
1513,Water,Water,Wetland,Non_Water,Wetland,Water
1514,Water,Water,Wetland,Non_Water,Wetland,Forest
1515,Water,Water,Wetland,Water,Wetland,Grassland
1516,Water,Water,Wetland,Water,Wetland,Bareland
1517,Water,Water,Wetland,Water,Wetland,Water
1518,Water,Water,Wetland,Water,Wetland,Forest
1519,Water,Water,Bareland,NULL,Non_Wetland,NULL
1520,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1521,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1522,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1523,Water,Water,Bareland,NULL,Non_Wetland,Water
1524,Water,Water,Bareland,NULL,Non_Wetland,Forest
1525,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1526,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1527,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1528,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1529,Water,Water,Bareland,Water,Non_Wetland,Grassland
1530,Water,Water,Bareland,Water,Non_Wetland,Cropland
1531,Water,Water,Bareland,Water,Non_Wetland,Bareland
1532,Water,Water,Bareland,Water,Non_Wetland,Water
1533,Water,Water,Bareland,Water,Non_Wetland,Forest
1534,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1535,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1536,Water,Water,Built-up,NULL,Non_Wetland,Built-up
1537,Water,Water,Built-up,NULL,Non_Wetland,Forest
1538,Water,Water,Water,NULL,Water,Grassland
1539,Water,Water,Water,NULL,Water,Cropland
1540,Water,Water,Water,NULL,Water,Wetland
1541,Water,Water,Water,NULL,Water,Bareland
1542,Water,Water,Water,NULL,Water,Water
1543,Water,Water,Water,NULL,Water,Forest
1544,Water,Water,Water,Non_Water,Water,Grassland
1545,Water,Water,Water,Non_Water,Water,Water
1546,Water,Water,Water,Non_Water,Water,Forest
1547,Water,Water,Water,Water,Water,Grassland
1548,Water,Water,Water,Water,Water,Bareland
1549,Water,Water,Water,Water,Water,Water
1550,Water,Water,Water,Water,Water,Forest
1551,Water,Water,Forest,NULL,Non_Wetland,NULL
1552,Water,Water,Forest,NULL,Non_Wetland,Grassland
1553,Water,Water,Forest,NULL,Non_Wetland,Cropland
1554,Water,Water,Forest,NULL,Non_Wetland,Bareland
1555,Water,Water,Forest,NULL,Non_Wetland,Water
1556,Water,Water,Forest,NULL,Non_Wetland,Forest
1557,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1558,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
1559,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
1560,Water,Water,Forest,Non_Water,Non_Wetland,Water
1561,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1562,Water,Water,Forest,Water,Non_Wetland,Grassland
1563,Water,Water,Forest,Water,Non_Wetland,Cropland
1564,Water,Water,Forest,Water,Non_Wetland,Bareland
1565,Water,Water,Forest,Water,Non_Wetland,Water
1566,Water,Water,Forest,Water,Non_Wetland,Forest
1567,Water,Forest,NULL,NULL,Non_Wetland,NULL
1568,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1569,Water,Forest,NULL,NULL,Non_Wetland,Forest
1570,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1571,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1572,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland
1573,Water,Forest,Shrubland,NULL,Non_Wetland,Built-up
1574,Water,Forest,Shrubland,NULL,Non_Wetland,Water
1575,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1576,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1577,Water,Forest,Grassland,NULL,Non_Wetland,NULL
1578,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
1579,Water,Forest,Grassland,NULL,Non_Wetland,Bareland
1580,Water,Forest,Grassland,NULL,Non_Wetland,Forest
1581,Water,Forest,Cropland,NULL,Non_Wetland,NULL
1582,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
1583,Water,Forest,Cropland,NULL,Non_Wetland,Cropland
1584,Water,Forest,Cropland,NULL,Non_Wetland,Bareland
1585,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1586,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
1587,Water,Forest,Bareland,NULL,Non_Wetland,Bareland
1588,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1589,Water,Forest,Water,NULL,Water,Grassland
1590,Water,Forest,Water,NULL,Water,Forest
1591,Water,Forest,Water,Water,Water,Forest
1592,Water,Forest,Forest,NULL,Non_Wetland,NULL
1593,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1594,Water,Forest,Forest,NULL,Non_Wetland,Cropland
1595,Water,Forest,Forest,NULL,Non_Wetland,Bareland
1596,Water,Forest,Forest,NULL,Non_Wetland,Water
1597,Water,Forest,Forest,NULL,Non_Wetland,Forest
1598,Water,Forest,Forest,Water,Non_Wetland,Grassland
1599,Water,Forest,Forest,Water,Non_Wetland,Forest
1600,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland
1601,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Forest
1602,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL
1603,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland
1604,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Cropland
1605,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland
1606,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Built-up
1607,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Water
1608,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Forest
1609,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL
1610,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland
1611,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland
1612,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Built-up
1613,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Forest
1614,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland
1615,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland
1616,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Forest
1617,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Grassland
1618,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland
1619,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland
1620,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Built-up
1621,Permanent_ice_and_snow,NULL,Water,NULL,Water,Grassland
1622,Permanent_ice_and_snow,NULL,Water,NULL,Water,Bareland
1623,Permanent_ice_and_snow,NULL,Water,NULL,Water,Water
1624,Permanent_ice_and_snow,NULL,Water,NULL,Water,Forest
1625,Permanent_ice_and_snow,NULL,Water,Water,Water,Water
1626,Permanent_ice_and_snow,NULL,Water,Water,Water,Forest
1627,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL
1628,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland
1629,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Cropland
1630,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland
1631,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest
1632,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Built-up
1633,Permanent_ice_and_snow,Water,Water,Water,Water,Water
1634,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL
1635,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland
1636,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Forest
1637,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Grassland
1638,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL
1639,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland
1640,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest
1641,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1642,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1643,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1644,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
1645,Forest,NULL,NULL,NULL,Non_Wetland,Water
1646,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1647,Forest,NULL,NULL,Water,Non_Wetland,Grassland
1648,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1649,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1650,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1651,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1652,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1653,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1654,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
1655,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1656,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1657,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1658,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1659,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water
1660,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1661,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1662,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland
1663,Forest,NULL,Shrubland,Water,Non_Wetland,Water
1664,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1665,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1666,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1667,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1668,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1669,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
1670,Forest,NULL,Grassland,NULL,Non_Wetland,Water
1671,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1672,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1673,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1674,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1675,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1676,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1677,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
1678,Forest,NULL,Cropland,NULL,Non_Wetland,Water
1679,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1680,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
1681,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1682,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1683,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1684,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
1685,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1686,Forest,NULL,Cropland,Water,Non_Wetland,Bareland
1687,Forest,NULL,Cropland,Water,Non_Wetland,Forest
1688,Forest,NULL,Wetland,NULL,Wetland,Bareland
1689,Forest,NULL,Wetland,NULL,Wetland,Forest
1690,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1691,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1692,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
