Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MVR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MVR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MVR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MVR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MVR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MVR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MVR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MVR_M_R
3677,Forest,Water,Water,Non_Water,Water,NULL,Water,Wetland
3678,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
3679,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
3680,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
3681,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
3682,Forest,Water,Water,Non_Water,Water,Wetland,Water,Grassland
3683,Forest,Water,Water,Non_Water,Water,Wetland,Water,Wetland
3684,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
3685,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
3686,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Forest
3687,Forest,Water,Water,Non_Water,Water,Water,Grassland,Grassland
3688,Forest,Water,Water,Non_Water,Water,Water,Wetland,Grassland
3689,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
3690,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
3691,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
3692,Forest,Water,Water,Non_Water,Water,Water,Water,Wetland
3693,Forest,Water,Water,Non_Water,Water,Water,Water,Bareland
3694,Forest,Water,Water,Non_Water,Water,Water,Water,Water
3695,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
3696,Forest,Water,Water,Non_Water,Water,Water,Forest,Grassland
3697,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
3698,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
3699,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
3700,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
3701,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
3702,Forest,Water,Water,Water,Water,NULL,Water,Grassland
3703,Forest,Water,Water,Water,Water,NULL,Water,Wetland
3704,Forest,Water,Water,Water,Water,NULL,Water,Water
3705,Forest,Water,Water,Water,Water,NULL,Water,Forest
3706,Forest,Water,Water,Water,Water,NULL,Forest,Forest
3707,Forest,Water,Water,Water,Water,Grassland,Water,Grassland
3708,Forest,Water,Water,Water,Water,Grassland,Water,Forest
3709,Forest,Water,Water,Water,Water,Wetland,NULL,Grassland
3710,Forest,Water,Water,Water,Water,Wetland,Grassland,Grassland
3711,Forest,Water,Water,Water,Water,Wetland,Grassland,Forest
3712,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
3713,Forest,Water,Water,Water,Water,Wetland,Wetland,Wetland
3714,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
3715,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
3716,Forest,Water,Water,Water,Water,Wetland,Bareland,Forest
3717,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
3718,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
3719,Forest,Water,Water,Water,Water,Wetland,Water,Water
3720,Forest,Water,Water,Water,Water,Wetland,Water,Forest
3721,Forest,Water,Water,Water,Water,Wetland,Forest,Grassland
3722,Forest,Water,Water,Water,Water,Wetland,Forest,Water
3723,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
3724,Forest,Water,Water,Water,Water,Bareland,Water,Forest
3725,Forest,Water,Water,Water,Water,Water,Grassland,Grassland
3726,Forest,Water,Water,Water,Water,Water,Grassland,Forest
3727,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
3728,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
3729,Forest,Water,Water,Water,Water,Water,Wetland,Water
3730,Forest,Water,Water,Water,Water,Water,Wetland,Forest
3731,Forest,Water,Water,Water,Water,Water,Water,Grassland
3732,Forest,Water,Water,Water,Water,Water,Water,Wetland
3733,Forest,Water,Water,Water,Water,Water,Water,Bareland
3734,Forest,Water,Water,Water,Water,Water,Water,Water
3735,Forest,Water,Water,Water,Water,Water,Water,Forest
3736,Forest,Water,Water,Water,Water,Water,Forest,Grassland
3737,Forest,Water,Water,Water,Water,Water,Forest,Wetland
3738,Forest,Water,Water,Water,Water,Water,Forest,Water
3739,Forest,Water,Water,Water,Water,Water,Forest,Forest
3740,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
3741,Forest,Water,Water,Water,Water,Forest,Water,Wetland
3742,Forest,Water,Water,Water,Water,Forest,Water,Water
3743,Forest,Water,Water,Water,Water,Forest,Water,Forest
3744,Forest,Water,Water,Water,Water,Forest,Forest,Water
3745,Forest,Water,Water,Water,Water,Forest,Forest,Forest
3746,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3747,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
3748,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
3749,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
3750,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3751,Forest,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
3752,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Wetland
3753,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
3754,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
3755,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
3756,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3757,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3758,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3759,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3760,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3761,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3762,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
3763,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3764,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3765,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3766,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
3767,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
3768,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3769,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
3770,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
3771,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
3772,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
3773,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3774,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
3775,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
3776,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
3777,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3778,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
3779,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3780,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3781,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
3782,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3783,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
3784,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
3785,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
3786,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Wetland
3787,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
3788,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
3789,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
3790,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3791,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
3792,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
3793,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3794,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
3795,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
3796,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
3797,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
3798,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3799,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3800,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
3801,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3802,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
3803,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
3804,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
3805,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
3806,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
3807,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
3808,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
3809,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
3810,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
3811,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
3812,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
3813,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
3814,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
3815,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
3816,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
3817,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
3818,Forest,Water,Forest,Water,Non_Wetland,Grassland,Forest,Forest
3819,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
3820,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
3821,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Wetland
3822,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
3823,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
3824,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
3825,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
3826,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
3827,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
3828,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
3829,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
3830,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
3831,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
3832,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
3833,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
3834,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3835,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3836,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
3837,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
3838,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3839,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
3840,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Wetland
3841,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Water
3842,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
3843,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
3844,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Water
3845,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3846,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3847,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3848,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3849,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
3850,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3851,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3852,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
3853,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3854,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3855,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3856,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3857,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3858,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
3859,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
3860,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3861,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
3862,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3863,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
3864,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
3865,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
3866,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3867,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3868,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
3869,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3870,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
3871,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
3872,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3873,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
3874,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
3875,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
3876,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
3877,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
3878,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Water
3879,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
3880,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
3881,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
3882,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3883,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3884,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3885,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3886,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
3887,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
3888,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3889,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3890,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
3891,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
3892,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3893,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3894,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
3895,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3896,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
3897,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
3898,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
3899,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3900,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Grassland
3901,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
3902,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
3903,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Wetland
3904,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
3905,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
3906,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3907,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3908,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3909,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
3910,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3911,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
3912,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
3913,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3914,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
3915,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3916,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
3917,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
3918,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
3919,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
3920,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
3921,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3922,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
3923,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
3924,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
3925,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
3926,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3927,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3928,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3929,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3930,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3931,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Forest
3932,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
3933,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
3934,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
3935,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
3936,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
3937,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3938,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
3939,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
3940,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
3941,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
3942,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
3943,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
3944,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
3945,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
3946,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
3947,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Wetland
3948,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
3949,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
3950,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
3951,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
3952,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
3953,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Forest
3954,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
3955,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
3956,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
3957,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
3958,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Water
3959,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
3960,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Grassland
3961,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
3962,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Grassland
3963,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Forest
3964,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Forest
3965,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Forest,Forest
3966,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Grassland
3967,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Wetland
3968,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
3969,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Grassland
3970,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Wetland
3971,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Grassland
3972,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
3973,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
3974,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
3975,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
3976,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3977,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
3978,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3979,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
3980,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
3981,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
3982,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3983,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3984,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3985,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3986,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3987,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3988,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3989,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3990,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3991,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3992,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
3993,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3994,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
3995,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3996,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3997,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
3998,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
3999,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4000,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
4001,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4002,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4003,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
4004,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4005,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4006,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
4007,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
4008,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
4009,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
4010,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
4011,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
4012,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
4013,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4014,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4015,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4016,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
4017,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4018,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
4019,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
4020,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
4021,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
4022,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
4023,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
4024,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
4025,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
4026,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
4027,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
4028,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
4029,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
4030,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
