Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MVU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MVU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MVU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MVU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MVU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MVU_M_R
1343,Forest,NULL,Wetland,Water,Wetland,Cropland
1344,Forest,NULL,Wetland,Water,Wetland,Wetland
1345,Forest,NULL,Wetland,Water,Wetland,Water
1346,Forest,NULL,Wetland,Water,Wetland,Forest
1347,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1348,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1349,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1350,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1351,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1352,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1353,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1354,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water
1355,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
1356,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
1357,Forest,NULL,Bareland,Water,Non_Wetland,Water
1358,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1359,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1360,Forest,NULL,Built-up,Non_Water,Non_Wetland,Water
1361,Forest,NULL,Water,NULL,Water,Grassland
1362,Forest,NULL,Water,NULL,Water,Water
1363,Forest,NULL,Water,NULL,Water,Forest
1364,Forest,NULL,Water,Non_Water,Water,Grassland
1365,Forest,NULL,Water,Non_Water,Water,Wetland
1366,Forest,NULL,Water,Non_Water,Water,Bareland
1367,Forest,NULL,Water,Non_Water,Water,Water
1368,Forest,NULL,Water,Non_Water,Water,Forest
1369,Forest,NULL,Water,Water,Water,Grassland
1370,Forest,NULL,Water,Water,Water,Cropland
1371,Forest,NULL,Water,Water,Water,Wetland
1372,Forest,NULL,Water,Water,Water,Water
1373,Forest,NULL,Water,Water,Water,Forest
1374,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1375,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1376,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1377,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1378,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1379,Forest,NULL,Forest,NULL,Non_Wetland,Water
1380,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1381,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1382,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
1383,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland
1384,Forest,NULL,Forest,Non_Water,Non_Wetland,Water
1385,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1386,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1387,Forest,NULL,Forest,Water,Non_Wetland,Cropland
1388,Forest,NULL,Forest,Water,Non_Wetland,Wetland
1389,Forest,NULL,Forest,Water,Non_Wetland,Water
1390,Forest,NULL,Forest,Water,Non_Wetland,Forest
1391,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1392,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1393,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1394,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1395,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1396,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Water
1397,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1398,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland
1399,Forest,Cropland,Shrubland,Water,Non_Wetland,Water
1400,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1401,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1402,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up
1403,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1404,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1405,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1406,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1407,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
1408,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1409,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1410,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Water
1411,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1412,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland
1413,Forest,Cropland,Cropland,Water,Non_Wetland,Cropland
1414,Forest,Cropland,Wetland,NULL,Wetland,Grassland
1415,Forest,Cropland,Wetland,NULL,Wetland,Cropland
1416,Forest,Cropland,Wetland,NULL,Wetland,Forest
1417,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland
1418,Forest,Cropland,Wetland,Non_Water,Wetland,Water
1419,Forest,Cropland,Wetland,Non_Water,Wetland,Forest
1420,Forest,Cropland,Wetland,Water,Wetland,Grassland
1421,Forest,Cropland,Wetland,Water,Wetland,Water
1422,Forest,Cropland,Wetland,Water,Wetland,Forest
1423,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1424,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
1425,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1426,Forest,Cropland,Bareland,Water,Non_Wetland,Grassland
1427,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
1428,Forest,Cropland,Water,NULL,Water,Water
1429,Forest,Cropland,Water,Non_Water,Water,Grassland
1430,Forest,Cropland,Water,Water,Water,Grassland
1431,Forest,Cropland,Water,Water,Water,Water
1432,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1433,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1434,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1435,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1436,Forest,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1437,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
1438,Forest,Cropland,Forest,Water,Non_Wetland,Grassland
1439,Forest,Cropland,Forest,Water,Non_Wetland,Cropland
1440,Forest,Cropland,Forest,Water,Non_Wetland,Forest
1441,Forest,Wetland,NULL,NULL,Non_Wetland,NULL
1442,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland
1443,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
1444,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland
1445,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest
1446,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1447,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
1448,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1449,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1450,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
1451,Forest,Wetland,Shrubland,Water,Non_Wetland,Water
1452,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
1453,Forest,Wetland,Cropland,NULL,Non_Wetland,Water
1454,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest
1455,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1456,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Water
1457,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest
1458,Forest,Wetland,Cropland,Water,Non_Wetland,Grassland
1459,Forest,Wetland,Cropland,Water,Non_Wetland,Water
1460,Forest,Wetland,Wetland,NULL,Wetland,NULL
1461,Forest,Wetland,Wetland,NULL,Wetland,Grassland
1462,Forest,Wetland,Wetland,NULL,Wetland,Water
1463,Forest,Wetland,Wetland,NULL,Wetland,Forest
1464,Forest,Wetland,Wetland,Non_Water,Wetland,NULL
1465,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland
1466,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
1467,Forest,Wetland,Wetland,Non_Water,Wetland,Water
1468,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
1469,Forest,Wetland,Wetland,Water,Wetland,Grassland
1470,Forest,Wetland,Wetland,Water,Wetland,Wetland
1471,Forest,Wetland,Wetland,Water,Wetland,Water
1472,Forest,Wetland,Wetland,Water,Wetland,Forest
1473,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland
1474,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest
1475,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1476,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Forest
1477,Forest,Wetland,Water,NULL,Water,Grassland
1478,Forest,Wetland,Water,NULL,Water,Forest
1479,Forest,Wetland,Water,Non_Water,Water,Grassland
1480,Forest,Wetland,Water,Non_Water,Water,Water
1481,Forest,Wetland,Water,Non_Water,Water,Forest
1482,Forest,Wetland,Water,Water,Water,Grassland
1483,Forest,Wetland,Water,Water,Water,Wetland
1484,Forest,Wetland,Water,Water,Water,Water
1485,Forest,Wetland,Water,Water,Water,Forest
1486,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1487,Forest,Wetland,Forest,NULL,Non_Wetland,Water
1488,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1489,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1490,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1491,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water
1492,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
1493,Forest,Wetland,Forest,Water,Non_Wetland,Grassland
1494,Forest,Wetland,Forest,Water,Non_Wetland,Wetland
1495,Forest,Wetland,Forest,Water,Non_Wetland,Water
1496,Forest,Wetland,Forest,Water,Non_Wetland,Forest
1497,Forest,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1498,Forest,Bareland,Cropland,Water,Non_Wetland,Grassland
1499,Forest,Bareland,Wetland,NULL,Wetland,Forest
1500,Forest,Bareland,Wetland,Non_Water,Wetland,Grassland
1501,Forest,Bareland,Wetland,Non_Water,Wetland,Water
1502,Forest,Bareland,Wetland,Non_Water,Wetland,Forest
1503,Forest,Bareland,Wetland,Water,Wetland,Water
1504,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1505,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Water
1506,Forest,Bareland,Bareland,Water,Non_Wetland,Water
1507,Forest,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1508,Forest,Bareland,Built-up,Non_Water,Non_Wetland,Water
1509,Forest,Bareland,Water,Non_Water,Water,Water
1510,Forest,Bareland,Water,Water,Water,Water
1511,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland
1512,Forest,Bareland,Forest,NULL,Non_Wetland,Forest
1513,Forest,Bareland,Forest,Water,Non_Wetland,Water
1514,Forest,Bareland,Forest,Water,Non_Wetland,Forest
1515,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1516,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1517,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1518,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1519,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1520,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1521,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
1522,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1523,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Forest
1524,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1525,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1526,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
1527,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Forest
1528,Forest,Built-up,Cropland,Water,Non_Wetland,Grassland
1529,Forest,Built-up,Wetland,NULL,Wetland,Grassland
1530,Forest,Built-up,Wetland,NULL,Wetland,Forest
1531,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland
1532,Forest,Built-up,Wetland,Non_Water,Wetland,Forest
1533,Forest,Built-up,Wetland,Water,Wetland,Grassland
1534,Forest,Built-up,Wetland,Water,Wetland,Water
1535,Forest,Built-up,Wetland,Water,Wetland,Forest
1536,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1537,Forest,Built-up,Water,Non_Water,Water,Forest
1538,Forest,Built-up,Water,Water,Water,Grassland
1539,Forest,Built-up,Water,Water,Water,Water
1540,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1541,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
1542,Forest,Built-up,Forest,NULL,Non_Wetland,Water
1543,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1544,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland
1545,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest
1546,Forest,Water,NULL,NULL,Non_Wetland,Grassland
1547,Forest,Water,NULL,NULL,Non_Wetland,Forest
1548,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland
1549,Forest,Water,NULL,Non_Water,Non_Wetland,Forest
1550,Forest,Water,NULL,Water,Non_Wetland,Water
1551,Forest,Water,NULL,Water,Non_Wetland,Forest
1552,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
1553,Forest,Water,Shrubland,NULL,Non_Wetland,Water
1554,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1555,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1556,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water
1557,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
1558,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
1559,Forest,Water,Shrubland,Water,Non_Wetland,Water
1560,Forest,Water,Shrubland,Water,Non_Wetland,Forest
1561,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
1562,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1563,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland
1564,Forest,Water,Grassland,Non_Water,Non_Wetland,Water
1565,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1566,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
1567,Forest,Water,Cropland,NULL,Non_Wetland,Water
1568,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1569,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland
1570,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland
1571,Forest,Water,Cropland,Non_Water,Non_Wetland,Water
1572,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
1573,Forest,Water,Cropland,Water,Non_Wetland,Grassland
1574,Forest,Water,Cropland,Water,Non_Wetland,Cropland
1575,Forest,Water,Cropland,Water,Non_Wetland,Wetland
1576,Forest,Water,Cropland,Water,Non_Wetland,Water
1577,Forest,Water,Cropland,Water,Non_Wetland,Forest
1578,Forest,Water,Wetland,NULL,Wetland,NULL
1579,Forest,Water,Wetland,NULL,Wetland,Grassland
1580,Forest,Water,Wetland,NULL,Wetland,Wetland
1581,Forest,Water,Wetland,NULL,Wetland,Bareland
1582,Forest,Water,Wetland,NULL,Wetland,Water
1583,Forest,Water,Wetland,NULL,Wetland,Forest
1584,Forest,Water,Wetland,Non_Water,Wetland,Grassland
1585,Forest,Water,Wetland,Non_Water,Wetland,Wetland
1586,Forest,Water,Wetland,Non_Water,Wetland,Bareland
1587,Forest,Water,Wetland,Non_Water,Wetland,Water
1588,Forest,Water,Wetland,Non_Water,Wetland,Forest
1589,Forest,Water,Wetland,Water,Wetland,Grassland
1590,Forest,Water,Wetland,Water,Wetland,Wetland
1591,Forest,Water,Wetland,Water,Wetland,Water
1592,Forest,Water,Wetland,Water,Wetland,Forest
1593,Forest,Water,Bareland,NULL,Non_Wetland,Water
1594,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1595,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland
1596,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland
1597,Forest,Water,Bareland,Non_Water,Non_Wetland,Water
1598,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
1599,Forest,Water,Bareland,Water,Non_Wetland,Grassland
1600,Forest,Water,Bareland,Water,Non_Wetland,Water
1601,Forest,Water,Bareland,Water,Non_Wetland,Forest
1602,Forest,Water,Water,NULL,Water,Grassland
1603,Forest,Water,Water,NULL,Water,Water
1604,Forest,Water,Water,NULL,Water,Forest
1605,Forest,Water,Water,Non_Water,Water,Grassland
1606,Forest,Water,Water,Non_Water,Water,Wetland
1607,Forest,Water,Water,Non_Water,Water,Water
1608,Forest,Water,Water,Non_Water,Water,Forest
1609,Forest,Water,Water,Water,Water,Grassland
1610,Forest,Water,Water,Water,Water,Wetland
1611,Forest,Water,Water,Water,Water,Water
1612,Forest,Water,Water,Water,Water,Forest
1613,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1614,Forest,Water,Forest,NULL,Non_Wetland,Bareland
1615,Forest,Water,Forest,NULL,Non_Wetland,Water
1616,Forest,Water,Forest,NULL,Non_Wetland,Forest
1617,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
1618,Forest,Water,Forest,Non_Water,Non_Wetland,Cropland
1619,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland
1620,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland
1621,Forest,Water,Forest,Non_Water,Non_Wetland,Water
1622,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1623,Forest,Water,Forest,Water,Non_Wetland,Grassland
1624,Forest,Water,Forest,Water,Non_Wetland,Wetland
1625,Forest,Water,Forest,Water,Non_Wetland,Bareland
1626,Forest,Water,Forest,Water,Non_Wetland,Water
1627,Forest,Water,Forest,Water,Non_Wetland,Forest
1628,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1629,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1630,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
1631,Forest,Forest,NULL,Non_Water,Non_Wetland,Water
1632,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1633,Forest,Forest,NULL,Water,Non_Wetland,Grassland
1634,Forest,Forest,NULL,Water,Non_Wetland,Water
1635,Forest,Forest,NULL,Water,Non_Wetland,Forest
1636,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1637,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1638,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1639,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1640,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1641,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
1642,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water
1643,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1644,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1645,Forest,Forest,Shrubland,Water,Non_Wetland,Water
1646,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1647,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1648,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
1649,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1650,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1651,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water
1652,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
1653,Forest,Forest,Grassland,Water,Non_Wetland,Grassland
1654,Forest,Forest,Grassland,Water,Non_Wetland,Water
1655,Forest,Forest,Grassland,Water,Non_Wetland,Forest
1656,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1657,Forest,Forest,Cropland,NULL,Non_Wetland,Water
1658,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1659,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1660,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland
1661,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland
1662,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland
1663,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water
1664,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1665,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
1666,Forest,Forest,Cropland,Water,Non_Wetland,Cropland
1667,Forest,Forest,Cropland,Water,Non_Wetland,Wetland
1668,Forest,Forest,Cropland,Water,Non_Wetland,Bareland
1669,Forest,Forest,Cropland,Water,Non_Wetland,Water
1670,Forest,Forest,Cropland,Water,Non_Wetland,Forest
1671,Forest,Forest,Wetland,NULL,Wetland,NULL
1672,Forest,Forest,Wetland,NULL,Wetland,Grassland
1673,Forest,Forest,Wetland,NULL,Wetland,Cropland
1674,Forest,Forest,Wetland,NULL,Wetland,Wetland
1675,Forest,Forest,Wetland,NULL,Wetland,Built-up
1676,Forest,Forest,Wetland,NULL,Wetland,Water
1677,Forest,Forest,Wetland,NULL,Wetland,Forest
1678,Forest,Forest,Wetland,Non_Water,Wetland,NULL
1679,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
1680,Forest,Forest,Wetland,Non_Water,Wetland,Cropland
1681,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
1682,Forest,Forest,Wetland,Non_Water,Wetland,Bareland
1683,Forest,Forest,Wetland,Non_Water,Wetland,Water
1684,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1685,Forest,Forest,Wetland,Water,Wetland,NULL
1686,Forest,Forest,Wetland,Water,Wetland,Grassland
1687,Forest,Forest,Wetland,Water,Wetland,Cropland
1688,Forest,Forest,Wetland,Water,Wetland,Wetland
1689,Forest,Forest,Wetland,Water,Wetland,Bareland
1690,Forest,Forest,Wetland,Water,Wetland,Water
1691,Forest,Forest,Wetland,Water,Wetland,Forest
1692,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1693,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
1694,Forest,Forest,Bareland,NULL,Non_Wetland,Water
1695,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1696,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1697,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1698,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water
1699,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
1700,Forest,Forest,Bareland,Water,Non_Wetland,Grassland
1701,Forest,Forest,Bareland,Water,Non_Wetland,Bareland
1702,Forest,Forest,Bareland,Water,Non_Wetland,Water
1703,Forest,Forest,Bareland,Water,Non_Wetland,Forest
1704,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1705,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1706,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland
1707,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland
1708,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water
1709,Forest,Forest,Built-up,Water,Non_Wetland,Water
1710,Forest,Forest,Water,NULL,Water,Grassland
1711,Forest,Forest,Water,NULL,Water,Wetland
1712,Forest,Forest,Water,NULL,Water,Water
1713,Forest,Forest,Water,NULL,Water,Forest
1714,Forest,Forest,Water,Non_Water,Water,NULL
1715,Forest,Forest,Water,Non_Water,Water,Grassland
1716,Forest,Forest,Water,Non_Water,Water,Wetland
1717,Forest,Forest,Water,Non_Water,Water,Bareland
1718,Forest,Forest,Water,Non_Water,Water,Water
1719,Forest,Forest,Water,Non_Water,Water,Forest
1720,Forest,Forest,Water,Water,Water,Grassland
1721,Forest,Forest,Water,Water,Water,Wetland
1722,Forest,Forest,Water,Water,Water,Bareland
1723,Forest,Forest,Water,Water,Water,Water
1724,Forest,Forest,Water,Water,Water,Forest
1725,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1726,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1727,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1728,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1729,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1730,Forest,Forest,Forest,NULL,Non_Wetland,Water
1731,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1732,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1733,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1734,Forest,Forest,Forest,Non_Water,Non_Wetland,Cropland
1735,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
1736,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland
1737,Forest,Forest,Forest,Non_Water,Non_Wetland,Water
1738,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1739,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1740,Forest,Forest,Forest,Water,Non_Wetland,Cropland
1741,Forest,Forest,Forest,Water,Non_Wetland,Wetland
1742,Forest,Forest,Forest,Water,Non_Wetland,Water
1743,Forest,Forest,Forest,Water,Non_Wetland,Forest
