Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LBF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LBF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LBF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LBF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LBF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LBF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LBF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LBF_M_R
334,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
335,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
336,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
337,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
338,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
339,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
340,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
341,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
342,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
343,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
344,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
345,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
346,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
347,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
348,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
349,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
350,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
351,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
352,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
353,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
354,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
355,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
356,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
357,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
358,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
359,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
360,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
361,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
362,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
363,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
364,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
365,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
366,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
367,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
368,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
369,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
370,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
371,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
372,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Water
373,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
374,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
375,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
376,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
377,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
378,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
379,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
380,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
381,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
382,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
383,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
384,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
385,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
386,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
387,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
388,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
389,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
390,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
391,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
392,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
393,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
394,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
395,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
396,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Water
397,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
398,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
399,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
400,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
401,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
402,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
403,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
404,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
405,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
406,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
407,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
408,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
409,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
410,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
411,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
412,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
413,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
414,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Water
415,NULL,Built-up,Water,NULL,Water,NULL,NULL,Grassland
416,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
417,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
418,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
419,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
420,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
421,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
422,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Built-up
423,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
424,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
425,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
426,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
427,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
428,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
429,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
430,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
431,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
432,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
433,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
434,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
435,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
436,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
437,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
438,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
439,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
440,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
441,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
442,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
443,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
444,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
445,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
446,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
447,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
448,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
449,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
450,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
451,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
452,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
453,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
454,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
455,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
456,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
457,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
458,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
459,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
460,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
461,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
462,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
463,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
464,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
465,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
466,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
467,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
468,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
469,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
470,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
471,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
472,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
473,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
474,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
475,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
476,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
477,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
478,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
479,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Water
480,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
481,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
482,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
483,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Built-up
484,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
485,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
486,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
487,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
488,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
489,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
490,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Forest
491,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
492,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
493,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
494,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
495,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
496,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
497,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
498,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
499,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
500,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
501,NULL,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
502,NULL,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
503,NULL,Water,Water,NULL,Water,NULL,NULL,Grassland
504,NULL,Water,Water,NULL,Water,NULL,NULL,Bareland
505,NULL,Water,Water,NULL,Water,NULL,NULL,Water
506,NULL,Water,Water,NULL,Water,NULL,NULL,Forest
507,NULL,Water,Water,Non_Water,Water,NULL,NULL,Grassland
508,NULL,Water,Water,Non_Water,Water,NULL,NULL,Bareland
509,NULL,Water,Water,Non_Water,Water,NULL,NULL,Water
510,NULL,Water,Water,Water,Water,NULL,NULL,Grassland
511,NULL,Water,Water,Water,Water,NULL,NULL,Bareland
512,NULL,Water,Water,Water,Water,NULL,NULL,Water
513,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
514,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
515,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
516,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
517,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
518,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
519,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
520,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
521,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
522,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
523,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
524,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
525,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
526,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
527,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
528,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
529,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
530,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
531,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
532,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
533,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
534,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
535,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
536,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
537,NULL,Forest,NULL,Water,Non_Wetland,NULL,NULL,Built-up
538,NULL,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
539,NULL,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
540,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
541,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
542,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
543,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
544,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
545,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
546,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
547,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
548,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
549,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
550,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
551,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
552,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
553,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
554,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
555,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
556,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
557,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
558,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
559,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
560,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
561,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
562,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
563,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
564,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
565,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
566,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
567,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
568,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
569,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
570,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
571,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
572,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
573,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
574,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
575,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
576,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
577,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
578,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
579,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
580,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Water
581,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
582,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
583,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
584,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
585,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
586,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
587,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
588,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
589,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
590,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
591,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
592,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
593,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
594,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
595,NULL,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
596,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
597,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
598,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
599,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
600,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
601,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
602,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
603,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
604,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
605,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
606,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
607,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
608,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
609,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
610,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
611,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
612,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
613,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
614,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
615,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
616,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
617,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
618,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
619,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
620,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
621,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
622,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
623,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
624,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
625,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
626,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
627,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
628,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
629,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
630,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
631,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
632,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
633,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
634,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
635,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
636,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
637,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
638,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
639,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
640,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
641,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
642,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
643,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
644,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
645,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
646,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
647,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
648,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
649,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
650,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
651,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
652,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
653,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
654,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
655,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
656,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
657,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
658,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
659,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
660,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
661,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
662,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
663,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
664,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
665,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
666,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
667,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
668,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
669,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
670,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Built-up
671,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
672,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
673,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
674,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
675,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
676,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
677,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
678,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
679,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
