Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MQN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MQN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MQN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MQN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MQN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MQN_M_R
1265,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Forest
1266,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
1267,Bareland,Bareland,Bareland,Water,Non_Wetland,Cropland
1268,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1269,Bareland,Bareland,Bareland,Water,Non_Wetland,Built-up
1270,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
1271,Bareland,Bareland,Bareland,Water,Non_Wetland,Forest
1272,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL
1273,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1274,Bareland,Bareland,Built-up,NULL,Non_Wetland,Cropland
1275,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1276,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
1277,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water
1278,Bareland,Bareland,Built-up,NULL,Non_Wetland,Forest
1279,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1280,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water
1281,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Forest
1282,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
1283,Bareland,Bareland,Built-up,Water,Non_Wetland,Built-up
1284,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
1285,Bareland,Bareland,Water,NULL,Water,Cropland
1286,Bareland,Bareland,Water,NULL,Water,Bareland
1287,Bareland,Bareland,Water,NULL,Water,Water
1288,Bareland,Bareland,Water,Non_Water,Water,Bareland
1289,Bareland,Bareland,Water,Non_Water,Water,Water
1290,Bareland,Bareland,Water,Water,Water,Grassland
1291,Bareland,Bareland,Water,Water,Water,Cropland
1292,Bareland,Bareland,Water,Water,Water,Bareland
1293,Bareland,Bareland,Water,Water,Water,Water
1294,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
1295,Bareland,Bareland,Forest,NULL,Non_Wetland,Cropland
1296,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
1297,Bareland,Bareland,Forest,NULL,Non_Wetland,Water
1298,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest
1299,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water
1300,Bareland,Bareland,Forest,Water,Non_Wetland,Wetland
1301,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
1302,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1303,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1304,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1305,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1306,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Water
1307,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1308,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Water
1309,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
1310,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1311,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1312,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1313,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1314,Bareland,Built-up,Grassland,NULL,Non_Wetland,Water
1315,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest
1316,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL
1317,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1318,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1319,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1320,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1321,Bareland,Built-up,Cropland,NULL,Non_Wetland,Water
1322,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest
1323,Bareland,Built-up,Wetland,NULL,Wetland,Grassland
1324,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL
1325,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1326,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
1327,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1328,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1329,Bareland,Built-up,Bareland,NULL,Non_Wetland,Water
1330,Bareland,Built-up,Bareland,NULL,Non_Wetland,Forest
1331,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
1332,Bareland,Built-up,Bareland,Water,Non_Wetland,Grassland
1333,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland
1334,Bareland,Built-up,Bareland,Water,Non_Wetland,Built-up
1335,Bareland,Built-up,Bareland,Water,Non_Wetland,Water
1336,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL
1337,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1338,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
1339,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1340,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1341,Bareland,Built-up,Built-up,NULL,Non_Wetland,Water
1342,Bareland,Built-up,Built-up,NULL,Non_Wetland,Forest
1343,Bareland,Built-up,Water,NULL,Water,Bareland
1344,Bareland,Built-up,Water,NULL,Water,Water
1345,Bareland,Built-up,Water,Water,Water,Water
1346,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
1347,Bareland,Built-up,Forest,NULL,Non_Wetland,Cropland
1348,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland
1349,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up
1350,Bareland,Built-up,Forest,NULL,Non_Wetland,Water
1351,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest
1352,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
1353,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1354,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
1355,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1356,Bareland,Water,Shrubland,NULL,Non_Wetland,Built-up
1357,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
1358,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
1359,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
1360,Bareland,Water,Shrubland,Water,Non_Wetland,Water
1361,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
1362,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1363,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
1364,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1365,Bareland,Water,Grassland,NULL,Non_Wetland,Built-up
1366,Bareland,Water,Grassland,NULL,Non_Wetland,Water
1367,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
1368,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1369,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
1370,Bareland,Water,Grassland,Water,Non_Wetland,Water
1371,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
1372,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1373,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
1374,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1375,Bareland,Water,Cropland,NULL,Non_Wetland,Built-up
1376,Bareland,Water,Cropland,NULL,Non_Wetland,Water
1377,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
1378,Bareland,Water,Cropland,Water,Non_Wetland,Water
1379,Bareland,Water,Wetland,Water,Wetland,Bareland
1380,Bareland,Water,Wetland,Water,Wetland,Water
1381,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
1382,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1383,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
1384,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1385,Bareland,Water,Bareland,NULL,Non_Wetland,Built-up
1386,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1387,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
1388,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1389,Bareland,Water,Bareland,Non_Water,Non_Wetland,Cropland
1390,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1391,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
1392,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1393,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1394,Bareland,Water,Bareland,Water,Non_Wetland,Water
1395,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
1396,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1397,Bareland,Water,Built-up,NULL,Non_Wetland,Built-up
1398,Bareland,Water,Built-up,NULL,Non_Wetland,Water
1399,Bareland,Water,Water,NULL,Water,Grassland
1400,Bareland,Water,Water,NULL,Water,Bareland
1401,Bareland,Water,Water,NULL,Water,Built-up
1402,Bareland,Water,Water,NULL,Water,Water
1403,Bareland,Water,Water,Water,Water,Bareland
1404,Bareland,Water,Water,Water,Water,Water
1405,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
1406,Bareland,Water,Forest,NULL,Non_Wetland,Cropland
1407,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
1408,Bareland,Water,Forest,NULL,Non_Wetland,Forest
1409,Bareland,Water,Forest,Non_Water,Non_Wetland,Forest
1410,Bareland,Water,Forest,Water,Non_Wetland,Water
1411,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
1412,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1413,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1414,Bareland,Forest,Shrubland,NULL,Non_Wetland,Built-up
1415,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
1416,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1417,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
1418,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1419,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
1420,Bareland,Forest,Grassland,NULL,Non_Wetland,Built-up
1421,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
1422,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1423,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland
1424,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
1425,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
1426,Bareland,Forest,Bareland,NULL,Non_Wetland,Cropland
1427,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
1428,Bareland,Forest,Bareland,NULL,Non_Wetland,Water
1429,Bareland,Forest,Bareland,NULL,Non_Wetland,Forest
1430,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Forest
1431,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland
1432,Bareland,Forest,Built-up,NULL,Non_Wetland,Built-up
1433,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
1434,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
1435,Bareland,Forest,Forest,NULL,Non_Wetland,Built-up
1436,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
1437,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1438,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1439,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1440,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1441,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
1442,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1443,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up
1444,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1445,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1446,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1447,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1448,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1449,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water
1450,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1451,Water,NULL,Shrubland,Water,Non_Wetland,NULL
1452,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1453,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
1454,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1455,Water,NULL,Shrubland,Water,Non_Wetland,Built-up
1456,Water,NULL,Shrubland,Water,Non_Wetland,Water
1457,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1458,Water,NULL,Grassland,NULL,Non_Wetland,NULL
1459,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1460,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1461,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1462,Water,NULL,Grassland,NULL,Non_Wetland,Built-up
1463,Water,NULL,Grassland,NULL,Non_Wetland,Water
1464,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1465,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1466,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1467,Water,NULL,Grassland,Water,Non_Wetland,Bareland
1468,Water,NULL,Grassland,Water,Non_Wetland,Forest
1469,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1470,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1471,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1472,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1473,Water,NULL,Cropland,NULL,Non_Wetland,Built-up
1474,Water,NULL,Cropland,NULL,Non_Wetland,Water
1475,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1476,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1477,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
1478,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1479,Water,NULL,Cropland,Water,Non_Wetland,Cropland
1480,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1481,Water,NULL,Cropland,Water,Non_Wetland,Water
1482,Water,NULL,Cropland,Water,Non_Wetland,Forest
1483,Water,NULL,Wetland,NULL,Wetland,Grassland
1484,Water,NULL,Wetland,NULL,Wetland,Bareland
1485,Water,NULL,Wetland,NULL,Wetland,Water
1486,Water,NULL,Wetland,NULL,Wetland,Forest
1487,Water,NULL,Wetland,Non_Water,Wetland,Forest
1488,Water,NULL,Wetland,Water,Wetland,Grassland
1489,Water,NULL,Wetland,Water,Wetland,Bareland
1490,Water,NULL,Wetland,Water,Wetland,Water
1491,Water,NULL,Wetland,Water,Wetland,Forest
1492,Water,NULL,Bareland,NULL,Non_Wetland,NULL
1493,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1494,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1495,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1496,Water,NULL,Bareland,NULL,Non_Wetland,Built-up
1497,Water,NULL,Bareland,NULL,Non_Wetland,Water
1498,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1499,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL
1500,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1501,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1502,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest
1503,Water,NULL,Bareland,Water,Non_Wetland,NULL
1504,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1505,Water,NULL,Bareland,Water,Non_Wetland,Cropland
1506,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1507,Water,NULL,Bareland,Water,Non_Wetland,Water
1508,Water,NULL,Bareland,Water,Non_Wetland,Forest
1509,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1510,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1511,Water,NULL,Built-up,NULL,Non_Wetland,Built-up
1512,Water,NULL,Built-up,NULL,Non_Wetland,Water
1513,Water,NULL,Built-up,NULL,Non_Wetland,Forest
1514,Water,NULL,Built-up,Water,Non_Wetland,Bareland
1515,Water,NULL,Water,NULL,Water,NULL
1516,Water,NULL,Water,NULL,Water,Grassland
1517,Water,NULL,Water,NULL,Water,Cropland
1518,Water,NULL,Water,NULL,Water,Wetland
1519,Water,NULL,Water,NULL,Water,Bareland
1520,Water,NULL,Water,NULL,Water,Water
1521,Water,NULL,Water,NULL,Water,Forest
1522,Water,NULL,Water,Non_Water,Water,Cropland
1523,Water,NULL,Water,Non_Water,Water,Wetland
1524,Water,NULL,Water,Water,Water,Grassland
1525,Water,NULL,Water,Water,Water,Cropland
1526,Water,NULL,Water,Water,Water,Bareland
1527,Water,NULL,Water,Water,Water,Water
1528,Water,NULL,Water,Water,Water,Forest
1529,Water,NULL,Forest,NULL,Non_Wetland,NULL
1530,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1531,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1532,Water,NULL,Forest,NULL,Non_Wetland,Wetland
1533,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1534,Water,NULL,Forest,NULL,Non_Wetland,Built-up
1535,Water,NULL,Forest,NULL,Non_Wetland,Water
1536,Water,NULL,Forest,NULL,Non_Wetland,Forest
1537,Water,NULL,Forest,Non_Water,Non_Wetland,NULL
1538,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland
1539,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland
1540,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland
1541,Water,NULL,Forest,Non_Water,Non_Wetland,Water
1542,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1543,Water,NULL,Forest,Water,Non_Wetland,Grassland
1544,Water,NULL,Forest,Water,Non_Wetland,Wetland
1545,Water,NULL,Forest,Water,Non_Wetland,Bareland
1546,Water,NULL,Forest,Water,Non_Wetland,Water
1547,Water,NULL,Forest,Water,Non_Wetland,Forest
1548,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1549,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1550,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1551,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
1552,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1553,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1554,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1555,Water,Cropland,Shrubland,Water,Non_Wetland,Water
1556,Water,Cropland,Shrubland,Water,Non_Wetland,Forest
1557,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1558,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
1559,Water,Cropland,Grassland,NULL,Non_Wetland,Water
1560,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
1561,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1562,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1563,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1564,Water,Cropland,Cropland,NULL,Non_Wetland,Water
1565,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1566,Water,Cropland,Cropland,Water,Non_Wetland,Water
1567,Water,Cropland,Wetland,NULL,Wetland,Forest
1568,Water,Cropland,Wetland,Water,Wetland,Water
1569,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1570,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1571,Water,Cropland,Bareland,NULL,Non_Wetland,Water
1572,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
1573,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
1574,Water,Cropland,Bareland,Water,Non_Wetland,Water
1575,Water,Cropland,Water,Water,Water,Water
1576,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1577,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
1578,Water,Cropland,Forest,NULL,Non_Wetland,Water
1579,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1580,Water,Cropland,Forest,Water,Non_Wetland,Water
1581,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1582,Water,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1583,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1584,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1585,Water,Wetland,Shrubland,NULL,Non_Wetland,Water
1586,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
1587,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland
1588,Water,Wetland,Shrubland,Water,Non_Wetland,Water
1589,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland
1590,Water,Wetland,Grassland,NULL,Non_Wetland,Water
1591,Water,Wetland,Wetland,Water,Wetland,Water
1592,Water,Wetland,Bareland,Water,Non_Wetland,Water
1593,Water,Wetland,Water,NULL,Water,Water
1594,Water,Wetland,Water,Water,Water,Grassland
1595,Water,Wetland,Water,Water,Water,Water
1596,Water,Wetland,Forest,NULL,Non_Wetland,Water
1597,Water,Wetland,Forest,NULL,Non_Wetland,Forest
1598,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1599,Water,Wetland,Forest,Non_Water,Non_Wetland,Water
1600,Water,Wetland,Forest,Water,Non_Wetland,Wetland
1601,Water,Wetland,Forest,Water,Non_Wetland,Water
1602,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1603,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1604,Water,Bareland,Shrubland,NULL,Non_Wetland,Water
1605,Water,Bareland,Shrubland,NULL,Non_Wetland,Forest
1606,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1607,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1608,Water,Bareland,Shrubland,Water,Non_Wetland,Grassland
1609,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
1610,Water,Bareland,Shrubland,Water,Non_Wetland,Water
1611,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
1612,Water,Bareland,Grassland,NULL,Non_Wetland,Cropland
1613,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
1614,Water,Bareland,Grassland,NULL,Non_Wetland,Water
1615,Water,Bareland,Grassland,Water,Non_Wetland,Water
1616,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
1617,Water,Bareland,Cropland,NULL,Non_Wetland,Cropland
1618,Water,Bareland,Cropland,NULL,Non_Wetland,Built-up
1619,Water,Bareland,Cropland,NULL,Non_Wetland,Forest
1620,Water,Bareland,Cropland,Water,Non_Wetland,Water
1621,Water,Bareland,Wetland,NULL,Wetland,Forest
1622,Water,Bareland,Wetland,Water,Wetland,Bareland
1623,Water,Bareland,Wetland,Water,Wetland,Water
1624,Water,Bareland,Bareland,NULL,Non_Wetland,NULL
1625,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
1626,Water,Bareland,Bareland,NULL,Non_Wetland,Cropland
1627,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1628,Water,Bareland,Bareland,NULL,Non_Wetland,Built-up
1629,Water,Bareland,Bareland,NULL,Non_Wetland,Water
1630,Water,Bareland,Bareland,NULL,Non_Wetland,Forest
1631,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1632,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water
1633,Water,Bareland,Bareland,Water,Non_Wetland,Grassland
1634,Water,Bareland,Bareland,Water,Non_Wetland,Cropland
1635,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1636,Water,Bareland,Bareland,Water,Non_Wetland,Water
1637,Water,Bareland,Built-up,NULL,Non_Wetland,Grassland
1638,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
1639,Water,Bareland,Built-up,NULL,Non_Wetland,Built-up
1640,Water,Bareland,Built-up,NULL,Non_Wetland,Water
1641,Water,Bareland,Built-up,Water,Non_Wetland,Bareland
1642,Water,Bareland,Built-up,Water,Non_Wetland,Water
1643,Water,Bareland,Water,NULL,Water,Bareland
1644,Water,Bareland,Water,NULL,Water,Water
1645,Water,Bareland,Water,Water,Water,Grassland
1646,Water,Bareland,Water,Water,Water,Water
1647,Water,Bareland,Forest,NULL,Non_Wetland,Bareland
1648,Water,Bareland,Forest,NULL,Non_Wetland,Water
1649,Water,Bareland,Forest,NULL,Non_Wetland,Forest
1650,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL
1651,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1652,Water,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1653,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1654,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1655,Water,Built-up,Shrubland,NULL,Non_Wetland,Water
1656,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
1657,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Water
1658,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1659,Water,Built-up,Shrubland,Water,Non_Wetland,Grassland
1660,Water,Built-up,Shrubland,Water,Non_Wetland,Water
1661,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
1662,Water,Built-up,Grassland,NULL,Non_Wetland,Cropland
1663,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
1664,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up
1665,Water,Built-up,Grassland,NULL,Non_Wetland,Forest
1666,Water,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
1667,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
1668,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland
1669,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
1670,Water,Built-up,Cropland,Non_Water,Non_Wetland,Forest
1671,Water,Built-up,Cropland,Water,Non_Wetland,Water
1672,Water,Built-up,Wetland,NULL,Wetland,Water
1673,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland
1674,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
1675,Water,Built-up,Bareland,NULL,Non_Wetland,Water
1676,Water,Built-up,Bareland,NULL,Non_Wetland,Forest
1677,Water,Built-up,Bareland,Non_Water,Non_Wetland,NULL
1678,Water,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
1679,Water,Built-up,Bareland,Non_Water,Non_Wetland,Water
1680,Water,Built-up,Bareland,Water,Non_Wetland,Cropland
1681,Water,Built-up,Bareland,Water,Non_Wetland,Bareland
1682,Water,Built-up,Bareland,Water,Non_Wetland,Water
1683,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland
1684,Water,Built-up,Built-up,NULL,Non_Wetland,Cropland
1685,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland
1686,Water,Built-up,Water,NULL,Water,Grassland
1687,Water,Built-up,Water,NULL,Water,Bareland
1688,Water,Built-up,Water,NULL,Water,Water
1689,Water,Built-up,Water,NULL,Water,Forest
1690,Water,Built-up,Water,Non_Water,Water,Water
1691,Water,Built-up,Water,Water,Water,Grassland
1692,Water,Built-up,Water,Water,Water,Water
1693,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
1694,Water,Built-up,Forest,NULL,Non_Wetland,Cropland
1695,Water,Built-up,Forest,NULL,Non_Wetland,Water
1696,Water,Built-up,Forest,NULL,Non_Wetland,Forest
1697,Water,Built-up,Forest,Non_Water,Non_Wetland,Forest
1698,Water,Water,NULL,NULL,Non_Wetland,Water
