Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KDD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KDD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KDD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KDD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KDD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KDD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KDD_M_R
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
377,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
378,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
379,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
380,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
381,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
382,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
383,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
384,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
385,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
386,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
387,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
388,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
389,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
390,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
391,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
392,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
393,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Built-up
394,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
395,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
396,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
397,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
398,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
399,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
400,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
401,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
402,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
403,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
404,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
405,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
406,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Water
407,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
408,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
409,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
410,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
411,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
412,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
413,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
414,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Bareland
415,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
416,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
417,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
418,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
419,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
420,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
421,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
422,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
423,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
424,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
425,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
426,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Bareland
427,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
428,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
429,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
430,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
431,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
432,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
433,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
434,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
435,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
436,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
437,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
438,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
439,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
440,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
441,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
442,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
443,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
444,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
445,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
446,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
447,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
448,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
449,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
450,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
451,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
452,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
453,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
454,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
455,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
456,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
457,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
458,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
459,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
460,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
461,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
462,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
463,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
464,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
465,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
466,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
467,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
468,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
469,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
470,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
471,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,NULL
472,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
473,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
474,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
475,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
476,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
477,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
478,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
479,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
480,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
481,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
482,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
483,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
484,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
485,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
486,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
487,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
488,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
489,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
490,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
491,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
492,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
493,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
494,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
495,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
496,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
497,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
498,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
499,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
500,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
501,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
502,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
503,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
504,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
505,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
506,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
507,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
508,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
509,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
510,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
511,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
512,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
513,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
514,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
515,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
516,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
517,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
518,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
519,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
520,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
521,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
522,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
523,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
524,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
525,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
526,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
527,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
528,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
529,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
530,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
531,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
532,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
533,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
534,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
535,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
536,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
537,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
538,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
539,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
540,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
541,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
542,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
543,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
544,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
545,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
546,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
547,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
548,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
549,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
550,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
551,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
552,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
553,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,NULL
554,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
555,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Wetland
556,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Water
557,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
558,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
559,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
560,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
561,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
562,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Cropland
563,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
564,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
565,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
566,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
567,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
568,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
569,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
570,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
571,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
572,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
573,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
574,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
575,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
576,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
577,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
578,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
579,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
580,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
581,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
582,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
583,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
584,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
585,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Wetland
586,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
587,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
588,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
589,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
590,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
591,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
592,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
593,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
594,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
595,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
596,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
597,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
598,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
599,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
600,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
601,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
602,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
603,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
604,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
605,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
606,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
607,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
608,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
609,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
610,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
611,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
612,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
613,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
614,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
615,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
616,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
617,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
618,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
619,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
620,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
621,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
622,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
623,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
624,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
625,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
626,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
627,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
628,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
629,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
630,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
631,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
632,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
633,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
634,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
635,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Bareland
636,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
637,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
638,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
639,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
640,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
641,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
642,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
643,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
644,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
645,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
646,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
647,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
648,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Cropland
649,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
650,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
651,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
652,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
653,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
