Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LLL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LLL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LLL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LLL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LLL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LLL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LLL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LLL_M_R
1375,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1376,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1377,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1378,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1379,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1380,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1381,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1382,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1383,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1384,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1385,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1386,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1387,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1388,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1389,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1390,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1391,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1392,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1393,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1394,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1395,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1396,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1397,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1398,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1399,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1400,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1401,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1402,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1403,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1404,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1405,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1406,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1407,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1408,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1409,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1410,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1411,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1412,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1413,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1414,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1415,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1416,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1417,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1418,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1419,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1420,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1421,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1422,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
1423,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1424,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1425,Bareland,Wetland,Water,Water,Water,NULL,NULL,Wetland
1426,Bareland,Wetland,Water,Water,Water,NULL,NULL,Water
1427,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1428,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1429,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1430,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1431,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1432,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1433,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1434,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1435,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1436,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1437,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1438,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1439,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1440,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1441,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1442,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1443,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1444,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1445,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1446,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1447,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1448,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1449,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1450,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1451,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1452,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1453,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1454,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1455,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1456,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1457,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1458,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1459,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1460,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1461,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1462,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1463,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1464,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1465,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1466,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1467,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1468,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1469,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1470,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1471,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1472,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1473,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1474,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1475,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1476,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1477,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1478,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1479,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1480,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
1481,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1482,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
1483,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1484,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1485,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1486,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1487,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1488,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1489,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1490,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1491,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1492,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1493,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1494,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1495,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1496,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1497,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1498,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1499,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1500,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1501,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1502,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1503,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1504,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1505,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1506,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1507,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1508,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1509,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1510,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1511,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1512,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1513,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1514,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1515,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1516,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1517,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1518,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1519,Bareland,Forest,Water,Water,Water,NULL,NULL,Water
1520,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1521,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1522,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1523,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1524,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1525,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1526,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1527,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1528,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1529,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1530,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1531,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1532,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1533,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1534,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1535,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1536,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1537,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1538,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1539,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1540,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1541,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1542,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1543,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1544,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1545,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1546,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1547,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1548,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1549,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1550,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1551,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1552,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1553,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1554,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1555,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1556,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1557,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1558,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1559,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1560,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1561,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1562,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
1563,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1564,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1565,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1566,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1567,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1568,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1569,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1570,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1571,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1572,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1573,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1574,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1575,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1576,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1577,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1578,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1579,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1580,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1581,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1582,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1583,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1584,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1585,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1586,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1587,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1588,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1589,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1590,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1591,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1592,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1593,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1594,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1595,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1596,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1597,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1598,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1599,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1600,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1601,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1602,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1603,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1604,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1605,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
1606,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
1607,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
1608,Water,NULL,Water,NULL,Water,NULL,NULL,Water
1609,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
1610,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1611,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1612,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
1613,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1614,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
1615,Water,NULL,Water,Water,Water,NULL,NULL,Cropland
1616,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
1617,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
1618,Water,NULL,Water,Water,Water,NULL,NULL,Water
1619,Water,NULL,Water,Water,Water,NULL,NULL,Forest
1620,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1621,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1622,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1623,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1624,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1625,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1626,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1627,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1628,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1629,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1630,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
1631,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1632,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1633,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1634,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1635,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1636,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1637,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1638,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1639,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1640,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1641,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1642,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1643,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1644,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1645,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1646,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1647,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1648,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1649,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1650,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1651,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1652,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1653,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1654,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1655,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1656,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1657,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1658,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1659,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1660,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1661,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1662,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
1663,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1664,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1665,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1666,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1667,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1668,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1669,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1670,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1671,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1672,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,NULL
1673,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1674,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
1675,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1676,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
1677,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1678,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1679,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1680,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1681,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1682,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1683,Water,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1684,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
1685,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
1686,Water,Wetland,Water,Non_Water,Water,NULL,NULL,NULL
1687,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1688,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1689,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1690,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1691,Water,Wetland,Water,Water,Water,NULL,NULL,NULL
1692,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
1693,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
1694,Water,Wetland,Water,Water,Water,NULL,NULL,Water
1695,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
1696,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1697,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1698,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1699,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1700,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1701,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1702,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1703,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1704,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1705,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1706,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1707,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1708,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1709,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1710,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1711,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1712,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1713,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
1714,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1715,Water,Bareland,Water,Water,Water,NULL,NULL,Water
1716,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1717,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1718,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1719,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1720,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1721,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1722,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1723,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
