Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KFD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KFD_M_R
15620,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
15621,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Cropland
15622,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
15623,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
15624,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
15625,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
15626,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
15627,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
15628,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
15629,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
15630,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Built-up
15631,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
15632,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
15633,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
15634,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
15635,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
15636,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
15637,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
15638,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
15639,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
15640,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
15641,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
15642,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
15643,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
15644,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
15645,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
15646,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
15647,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
15648,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
15649,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
15650,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
15651,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
15652,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
15653,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
15654,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
15655,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
15656,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
15657,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
15658,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
15659,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
15660,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
15661,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Water
15662,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
15663,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
15664,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
15665,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
15666,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
15667,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
15668,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Wetland
15669,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
15670,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
15671,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
15672,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
15673,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
15674,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
15675,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
15676,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
15677,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
15678,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
15679,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
15680,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
15681,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Wetland
15682,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
15683,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
15684,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
15685,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,NULL
15686,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
15687,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
15688,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
15689,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
15690,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
15691,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
15692,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
15693,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,NULL,Cropland
15694,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
15695,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
15696,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
15697,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
15698,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
15699,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
15700,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
15701,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,NULL
15702,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
15703,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
15704,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
15705,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
15706,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
15707,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
15708,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
15709,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Bareland,Forest
15710,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
15711,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
15712,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
15713,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
15714,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
15715,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,NULL,Water
15716,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
15717,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
15718,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
15719,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
15720,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
15721,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
15722,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
15723,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
15724,Forest,Forest,Shrubland,Water,Non_Wetland,Built-up,Wetland,Water
15725,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Water
15726,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
15727,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Water,Forest
15728,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
15729,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
15730,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
15731,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
15732,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
15733,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
15734,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
15735,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
15736,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
15737,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15738,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
15739,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
15740,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
15741,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
15742,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
15743,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
15744,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
15745,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
15746,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
15747,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
15748,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
15749,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
15750,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,NULL,Grassland
15751,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
15752,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
15753,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
15754,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
15755,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
15756,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
15757,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
15758,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
15759,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
15760,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
15761,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
15762,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
15763,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
15764,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
15765,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
15766,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
15767,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
15768,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
15769,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
15770,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
15771,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
15772,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
15773,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
15774,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
15775,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
15776,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
15777,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Forest
15778,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
15779,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
15780,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
15781,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Wetland
15782,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
15783,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Water
15784,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
15785,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
15786,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
15787,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
15788,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
15789,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
15790,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
15791,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
15792,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
15793,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
15794,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
15795,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15796,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
15797,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
15798,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
15799,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
15800,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
15801,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
15802,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
15803,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
15804,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
15805,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
15806,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
15807,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
15808,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
15809,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
15810,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
15811,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Built-up
15812,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
15813,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
15814,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
15815,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
15816,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
15817,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
15818,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
15819,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
15820,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
15821,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
15822,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
15823,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
15824,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
15825,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
15826,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
15827,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
15828,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
15829,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
15830,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
15831,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Water
15832,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
15833,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
15834,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
15835,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
15836,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
15837,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
15838,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Water
15839,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
15840,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
15841,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
15842,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
15843,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
15844,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
15845,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
15846,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
15847,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
15848,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
15849,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
15850,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
15851,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
15852,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
15853,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
15854,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
15855,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
15856,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
15857,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
15858,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
15859,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
15860,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
15861,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
15862,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
15863,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
15864,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
15865,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
15866,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
15867,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
15868,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Water
15869,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
15870,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
15871,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
15872,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
15873,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
15874,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
15875,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
15876,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
15877,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
15878,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Bareland
15879,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
15880,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
15881,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
15882,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Cropland
15883,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Wetland
15884,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
15885,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
15886,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Water
15887,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
15888,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
15889,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
15890,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Cropland
15891,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Wetland
15892,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Water
15893,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
15894,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
15895,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
15896,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
15897,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
15898,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
15899,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
15900,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
15901,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
15902,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
15903,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
15904,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
15905,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
15906,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
15907,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
15908,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
15909,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
15910,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
15911,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
15912,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
15913,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
15914,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
15915,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
15916,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
15917,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
15918,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
15919,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
15920,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Forest
15921,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
15922,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
15923,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
15924,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,Grassland
15925,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,Forest
15926,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
15927,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Cropland
15928,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Forest
15929,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
15930,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
15931,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
15932,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Built-up
15933,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Water
15934,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
15935,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
15936,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
15937,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
15938,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
15939,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
15940,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
15941,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
