Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LUD_M_R
323,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
324,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Wetland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Bareland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
361,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
362,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
363,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
364,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
365,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
366,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
367,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
368,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
369,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
370,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
371,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Cropland
372,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Water
373,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
374,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
375,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
376,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
377,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
378,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
379,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
380,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
381,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
382,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
383,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
384,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
385,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
386,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
387,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
388,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
389,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
390,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
391,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
392,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
393,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
394,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
395,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
396,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
397,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
398,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
399,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
400,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
401,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
402,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
403,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
404,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
405,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
406,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
407,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
408,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
409,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
410,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
411,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
412,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
413,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
414,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
415,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
416,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
417,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
418,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
419,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
420,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
421,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
422,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
423,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
424,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
425,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
426,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
427,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
428,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
429,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
430,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
431,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Forest
432,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
433,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
434,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
435,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
436,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
437,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
438,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
439,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
440,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
441,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
442,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
443,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
444,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
445,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
446,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
447,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
448,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
449,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
450,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Water,Forest
451,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
452,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
453,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
454,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
455,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
456,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
457,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
458,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
459,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
460,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
461,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
462,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
463,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
464,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
465,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
466,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
467,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
468,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
469,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
470,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
471,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
472,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
473,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
474,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
475,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
476,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
477,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
478,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
479,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
480,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
481,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
482,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
483,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
484,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
485,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
486,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
487,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
488,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
489,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
490,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
491,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
492,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
493,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
494,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
495,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
496,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
497,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
498,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
499,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
500,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
501,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
502,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
503,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
504,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
505,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
506,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
507,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
508,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
509,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
510,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
511,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
512,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
513,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
514,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
515,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
516,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
517,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
518,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
519,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
520,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
521,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
522,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
523,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
524,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
525,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
526,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
527,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
528,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
529,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
530,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Water
531,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
532,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
533,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
534,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
535,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
536,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
537,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
538,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
539,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
540,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
541,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
542,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
543,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
544,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
545,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
546,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
547,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
548,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
549,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
550,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
551,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
552,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
553,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
554,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
555,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
556,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Built-up
557,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
558,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
559,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
560,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,NULL
561,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
562,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
563,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
564,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
565,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
566,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
567,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
568,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
569,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
570,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
571,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
572,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
573,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
574,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
575,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
576,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
577,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
578,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
579,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
580,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
581,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
582,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
583,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
584,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
585,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
586,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
587,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Cropland
588,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
589,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
590,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
591,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
592,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
593,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
594,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
595,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
596,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
597,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
598,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
599,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
600,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
601,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
602,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
603,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
604,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
605,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
606,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
607,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
608,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
609,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
610,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
611,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
612,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
613,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
614,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
615,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Bareland
616,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
617,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
618,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
619,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
620,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
621,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
622,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
623,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
624,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
625,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
626,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
627,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
628,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
629,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
630,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
631,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
632,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
633,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
634,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Bareland
635,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
636,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Cropland
637,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
638,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Cropland
639,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
640,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
641,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
642,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
643,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
644,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
645,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
646,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,NULL
647,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
648,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
649,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
650,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,NULL
