Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LPE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LPE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LPE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LPE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LPE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LPE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LPE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LPE_M_R
330,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
331,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Cropland
332,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
333,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
334,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
335,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
336,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,NULL
337,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
338,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
339,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
340,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,NULL
341,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
342,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
343,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
344,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
345,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,NULL
346,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
347,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
348,NULL,NULL,NULL,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
349,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,NULL
350,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
351,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Cropland
352,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
353,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
354,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,NULL
355,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
356,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Cropland
357,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Wetland
358,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Forest
359,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,NULL
360,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
361,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Cropland
362,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
363,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Bareland
364,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
365,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
366,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Cropland
367,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
368,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Forest
369,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Wetland
370,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Water
371,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
372,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
373,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Wetland
374,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
375,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,NULL
376,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
377,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
378,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
379,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Wetland
380,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Water
381,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,NULL
382,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
383,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
384,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
385,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
386,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,NULL
387,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
388,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Cropland
389,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Wetland
390,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Water
391,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,NULL
392,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
393,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Cropland
394,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Wetland
395,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Water
396,NULL,NULL,NULL,Water,Non_Wetland,NULL,Bareland,Bareland
397,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,NULL
398,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
399,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Forest
400,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,NULL
401,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
402,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Wetland
403,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Water
404,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Forest
405,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
406,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
407,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Cropland
408,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
409,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Water
410,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
411,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,NULL
412,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
413,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Cropland
414,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Wetland
415,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Water
416,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Forest
417,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,NULL
418,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
419,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Water
420,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Forest
421,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,NULL
422,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
423,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Cropland
424,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Wetland
425,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Water
426,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,NULL
427,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
428,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Cropland
429,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Wetland
430,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,NULL
431,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
432,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
433,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
434,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Bareland
435,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Water
436,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
437,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
438,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Cropland
439,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Wetland
440,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,NULL
441,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
442,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Cropland
443,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Forest,Cropland
444,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Water
445,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,NULL
446,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
447,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Cropland
448,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Wetland
449,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Bareland
450,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Water
451,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
452,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Wetland
453,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
454,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
455,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Cropland
456,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Bareland
457,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Water
458,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Forest,NULL
459,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Grassland
460,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Wetland
461,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Water
462,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,NULL
463,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
464,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Wetland
465,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Water
466,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
467,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Cropland
468,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Wetland
469,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Bareland
470,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Water
471,NULL,NULL,NULL,Water,Non_Wetland,Water,Bareland,Grassland
472,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
473,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
474,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Bareland
475,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Water
476,NULL,NULL,NULL,Water,Non_Wetland,Water,Forest,Forest
477,NULL,NULL,NULL,Water,Non_Wetland,Forest,Shrubland,Grassland
478,NULL,NULL,NULL,Water,Non_Wetland,Forest,Shrubland,Wetland
479,NULL,NULL,NULL,Water,Non_Wetland,Forest,Grassland,Grassland
480,NULL,NULL,NULL,Water,Non_Wetland,Forest,Grassland,Cropland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
482,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
483,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
484,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
485,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
486,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
487,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
488,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
489,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
490,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
491,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
492,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
493,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
495,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
496,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
497,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
498,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
499,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
500,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
503,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
504,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
505,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
506,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
509,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Water
510,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
511,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
512,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
513,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
514,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
515,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
516,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
517,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
518,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
519,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
520,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
521,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
522,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
523,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
524,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
525,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
526,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Wetland
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Water
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Cropland
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Water
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
590,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
591,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
592,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
593,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
594,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
595,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
596,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
597,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
598,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
599,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
600,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
601,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
602,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Wetland
603,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
604,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
605,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
606,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
607,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
608,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
609,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
610,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
611,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
612,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
613,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
614,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
615,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
616,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
617,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
618,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
619,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
620,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
621,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
622,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
623,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
624,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
625,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
626,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
627,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
628,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
629,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
630,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
631,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
632,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
633,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
634,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
635,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
636,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
637,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
638,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
639,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
640,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
641,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
642,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
643,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
644,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
645,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
646,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
647,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
648,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
649,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
650,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
651,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
652,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
653,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
654,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
655,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
656,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
657,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
658,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
659,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
660,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
661,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
662,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
