Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MFQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MFQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MFQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MFQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MFQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MFQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MFQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MFQ_M_R
1111,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water,Water,Water
1112,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
1113,Permanent_ice_and_snow,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
1114,Permanent_ice_and_snow,Water,Water,Water,Water,Water,Wetland,Water
1115,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1116,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1117,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1118,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1119,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1120,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1121,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1122,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1123,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1124,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1125,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1126,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1127,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1128,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1129,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1130,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1131,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1132,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
1133,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1134,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Water
1135,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1136,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1137,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1138,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1139,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1140,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
1141,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
1142,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1143,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1144,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1145,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1146,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1147,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1148,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
1149,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1150,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1151,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1152,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1153,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1154,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1155,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1156,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1157,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1158,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1159,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1160,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1161,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1162,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
1163,Forest,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1164,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1165,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1166,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1167,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1168,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1169,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1170,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1171,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1172,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1173,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
1174,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
1175,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
1176,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1177,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1178,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1179,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1180,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1181,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1182,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
1183,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
1184,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1185,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1186,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1187,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1188,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
1189,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1190,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1191,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1192,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Water
1193,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1194,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1195,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1196,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
1197,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
1198,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1199,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
1200,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1201,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1202,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
1203,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
1204,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
1205,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
1206,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
1207,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1208,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
1209,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1210,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
1211,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1212,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1213,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
1214,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1215,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
1216,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
1217,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1218,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1219,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1220,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1221,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
1222,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1223,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
1224,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
1225,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1226,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
1227,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1228,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1229,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
1230,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
1231,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
1232,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1233,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
1234,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
1235,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1236,Forest,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
1237,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1238,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
1239,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1240,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1241,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1242,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1243,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1244,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Water
1245,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
1246,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1247,Forest,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1248,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
1249,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
1250,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1251,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1252,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1253,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1254,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1255,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
1256,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1257,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1258,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1259,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1260,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1261,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1262,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1263,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1264,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
1265,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1266,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1267,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1268,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Water
1269,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Forest,Forest
1270,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1271,Forest,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
1272,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Forest
1273,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
1274,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Forest
1275,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
1276,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
1277,Forest,NULL,Water,NULL,Water,Wetland,Water,Grassland
1278,Forest,NULL,Water,NULL,Water,Wetland,Water,Forest
1279,Forest,NULL,Water,NULL,Water,Water,Wetland,Grassland
1280,Forest,NULL,Water,Non_Water,Water,NULL,Wetland,Grassland
1281,Forest,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
1282,Forest,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
1283,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
1284,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
1285,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
1286,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Water
1287,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Water
1288,Forest,NULL,Water,Water,Water,NULL,Wetland,Grassland
1289,Forest,NULL,Water,Water,Water,NULL,Wetland,Water
1290,Forest,NULL,Water,Water,Water,NULL,Water,Grassland
1291,Forest,NULL,Water,Water,Water,Grassland,Wetland,Grassland
1292,Forest,NULL,Water,Water,Water,Grassland,Wetland,Water
1293,Forest,NULL,Water,Water,Water,Grassland,Wetland,Forest
1294,Forest,NULL,Water,Water,Water,Grassland,Water,Grassland
1295,Forest,NULL,Water,Water,Water,Grassland,Water,Water
1296,Forest,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1297,Forest,NULL,Water,Water,Water,Wetland,Wetland,Wetland
1298,Forest,NULL,Water,Water,Water,Wetland,Wetland,Water
1299,Forest,NULL,Water,Water,Water,Wetland,Wetland,Forest
1300,Forest,NULL,Water,Water,Water,Wetland,Water,Grassland
1301,Forest,NULL,Water,Water,Water,Wetland,Water,Wetland
1302,Forest,NULL,Water,Water,Water,Wetland,Water,Water
1303,Forest,NULL,Water,Water,Water,Wetland,Forest,Grassland
1304,Forest,NULL,Water,Water,Water,Wetland,Forest,Forest
1305,Forest,NULL,Water,Water,Water,Bareland,Wetland,Grassland
1306,Forest,NULL,Water,Water,Water,Water,Wetland,Grassland
1307,Forest,NULL,Water,Water,Water,Water,Wetland,Wetland
1308,Forest,NULL,Water,Water,Water,Water,Wetland,Water
1309,Forest,NULL,Water,Water,Water,Water,Wetland,Forest
1310,Forest,NULL,Water,Water,Water,Water,Water,Grassland
1311,Forest,NULL,Water,Water,Water,Water,Water,Wetland
1312,Forest,NULL,Water,Water,Water,Water,Water,Water
1313,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1314,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1315,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1316,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1317,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1318,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1319,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1320,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1321,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1322,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1323,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1324,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1325,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1326,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1327,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1328,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1329,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1330,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1331,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1332,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1333,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1334,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1335,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1336,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1337,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1338,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1339,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1340,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1341,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1342,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1343,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
1344,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
1345,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1346,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1347,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1348,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
1349,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1350,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1351,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1352,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1353,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1354,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1355,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1356,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Water
1357,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Forest
1358,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Water
1359,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
1360,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1361,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1362,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1363,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1364,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1365,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1366,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1367,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1368,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1369,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1370,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1371,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1372,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
1373,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1374,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1375,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1376,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1377,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1378,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Water
1379,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Forest
1380,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1381,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
1382,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
1383,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest,Forest
1384,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1385,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Water
1386,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1387,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1388,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
1389,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1390,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
1391,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1392,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1393,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
1394,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1395,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
1396,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
1397,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1398,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1399,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1400,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1401,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1402,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1403,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1404,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1405,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1406,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
1407,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1408,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1409,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
1410,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1411,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
1412,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1413,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
1414,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
1415,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1416,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
1417,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1418,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
1419,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
1420,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1421,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
1422,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1423,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1424,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1425,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1426,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1427,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1428,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1429,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1430,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1431,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1432,Forest,Wetland,Water,NULL,Water,Grassland,Wetland,Grassland
1433,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
1434,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
1435,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
1436,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
1437,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
1438,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Grassland
1439,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
1440,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Water
1441,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
1442,Forest,Wetland,Water,Water,Water,Water,Wetland,Grassland
1443,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
1444,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
1445,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
1446,Forest,Wetland,Water,Water,Water,Water,Water,Water
1447,Forest,Wetland,Water,Water,Water,Water,Water,Forest
1448,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1449,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
1450,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1451,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1452,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1453,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1454,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
1455,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1456,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1457,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
