Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LTL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LTL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LTL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LTL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LTL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LTL_M_R
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Water
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
461,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
462,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
463,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
464,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
465,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
466,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
467,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
468,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
469,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Bareland
470,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
471,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
472,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
473,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
474,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
475,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Bareland
476,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
477,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
478,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
479,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
480,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
481,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Bareland
482,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
483,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
484,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
485,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
486,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Bareland
487,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
488,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
489,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
490,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
491,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
492,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
493,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Bareland
494,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
495,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
496,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
497,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
498,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
499,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
500,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Cropland
501,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
502,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
503,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
504,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
505,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
506,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
507,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
508,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
509,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
510,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
511,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
512,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
513,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
514,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,NULL
515,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
516,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
517,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
518,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
519,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
520,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
521,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Wetland
522,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
523,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
524,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
525,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
526,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
527,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
528,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,NULL
529,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
530,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Forest
531,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
532,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
533,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
534,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,NULL
535,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
536,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,NULL
537,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Forest,Grassland
538,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
539,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,NULL
540,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
541,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Cropland
542,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,NULL
543,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
544,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
545,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
546,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
547,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
548,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
549,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
550,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Cropland
551,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,NULL
552,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
553,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Wetland
554,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Bareland
555,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
556,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
557,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
558,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
559,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
560,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Cropland
561,NULL,NULL,Shrubland,Water,Non_Wetland,Built-up,Built-up,Grassland
562,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Bareland
563,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
564,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,NULL
565,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
566,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Shrubland,Grassland
567,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
568,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
569,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
570,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
571,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
572,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
573,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
574,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
575,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
576,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
577,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
578,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Built-up
579,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
580,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
581,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
582,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
583,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
584,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
585,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
586,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
587,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
588,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
589,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
590,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
591,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
592,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
593,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Cropland
594,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
595,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
596,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
597,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
598,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
599,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
600,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
601,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
602,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
603,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
604,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
605,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
606,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
607,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
608,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
609,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
610,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
611,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
612,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
613,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
614,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
615,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
616,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
617,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
618,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
619,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
620,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
621,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
622,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
623,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
624,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
625,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
626,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
627,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
628,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
629,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
630,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
631,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
632,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
633,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
634,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
635,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
636,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
637,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
638,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
639,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
640,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Wetland
641,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
642,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
643,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
644,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
645,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
646,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
647,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
648,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
649,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
650,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
651,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
