Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LEP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LEP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LEP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LEP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LEP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LEP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LEP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LEP_M_R
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Wetland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,NULL
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Wetland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Wetland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
445,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
446,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
447,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
448,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
449,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
450,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
451,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
452,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
453,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
454,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
455,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
456,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
457,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
458,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
459,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
460,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
461,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
462,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
463,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
464,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
465,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
466,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
467,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
468,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
469,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
470,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
471,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
472,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
473,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
474,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
475,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
476,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
477,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
478,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
479,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
480,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
481,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
482,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
483,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
484,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
485,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
486,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
487,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
488,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Water
489,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
490,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
491,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
492,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
493,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
494,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
495,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
496,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
497,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
498,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
499,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
500,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
501,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
502,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
503,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
504,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
505,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
506,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
507,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
508,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
509,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
510,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
511,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
512,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
513,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
514,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
515,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
516,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
517,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,NULL
518,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
519,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
520,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
521,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
522,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Built-up
523,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
524,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
525,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Wetland
526,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
527,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
528,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
529,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
530,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
531,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
532,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
533,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,NULL
534,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
535,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,NULL
536,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
537,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
538,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
539,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
540,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
541,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
542,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Grassland
543,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Forest
544,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
545,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
546,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
547,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Forest
548,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,NULL
549,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
550,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Wetland
551,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Forest
552,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
553,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
554,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Forest,Grassland
555,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Forest,Wetland
556,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
557,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
558,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
559,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,NULL
560,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
561,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
562,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
563,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
564,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
565,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
566,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Grassland,Grassland
567,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
568,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
569,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Grassland
570,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Wetland
571,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Forest
572,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
573,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
574,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
575,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
576,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
577,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
578,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
579,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
580,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
581,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
582,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
583,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Wetland
584,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
585,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
586,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
587,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
588,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Forest
589,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
590,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,NULL
591,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
592,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
593,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
594,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
595,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
596,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
597,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Grassland
598,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Water
599,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
600,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
601,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
602,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
603,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Wetland,Grassland
604,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
605,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Water,Grassland
606,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Water,Forest
607,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Forest,Wetland
608,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
609,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
610,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
611,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
612,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
613,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
614,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
615,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
616,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
617,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
618,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
619,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
620,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
621,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
622,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
623,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
624,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
625,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
626,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
627,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
628,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
629,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
630,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
631,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
632,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,NULL
633,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
634,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
635,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
636,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
637,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
638,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
639,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
640,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
641,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
642,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
643,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
644,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
645,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
646,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
647,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
648,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
