Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NFG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NFG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NFG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NFG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NFG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NFG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NFG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NFG_M_R
6067,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
6068,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Cropland
6069,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
6070,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Water
6071,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
6072,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
6073,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
6074,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Water
6075,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
6076,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Water
6077,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Water
6078,Forest,NULL,Forest,Water,Non_Wetland,Forest,Grassland,Forest
6079,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
6080,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
6081,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
6082,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
6083,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
6084,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
6085,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6086,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
6087,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
6088,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
6089,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Wetland
6090,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
6091,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
6092,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6093,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
6094,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6095,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
6096,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
6097,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
6098,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
6099,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
6100,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
6101,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
6102,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6103,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
6104,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Water,Grassland
6105,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Water,Wetland
6106,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6107,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
6108,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
6109,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6110,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6111,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
6112,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
6113,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
6114,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
6115,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
6116,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
6117,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
6118,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
6119,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
6120,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
6121,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
6122,Forest,Cropland,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
6123,Forest,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Wetland
6124,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
6125,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
6126,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
6127,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6128,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6129,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
6130,Forest,Cropland,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
6131,Forest,Cropland,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
6132,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
6133,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6134,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
6135,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
6136,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
6137,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
6138,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
6139,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Water,Grassland,Wetland
6140,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Wetland
6141,Forest,Cropland,Grassland,Water,Non_Wetland,Wetland,Grassland,Wetland
6142,Forest,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Wetland
6143,Forest,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
6144,Forest,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
6145,Forest,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Water
6146,Forest,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Forest
6147,Forest,Cropland,Wetland,NULL,Wetland,NULL,Water,Grassland
6148,Forest,Cropland,Wetland,NULL,Wetland,NULL,Water,Wetland
6149,Forest,Cropland,Wetland,NULL,Wetland,NULL,Water,Water
6150,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
6151,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Water
6152,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
6153,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
6154,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
6155,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
6156,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Water,Wetland
6157,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Water,Forest
6158,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
6159,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
6160,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Water
6161,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
6162,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
6163,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
6164,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
6165,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Water
6166,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
6167,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Water,Grassland
6168,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Water,Wetland
6169,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Water,Forest
6170,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Forest,Wetland
6171,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Forest,Forest
6172,Forest,Cropland,Wetland,NULL,Wetland,Water,Shrubland,Wetland
6173,Forest,Cropland,Wetland,NULL,Wetland,Water,Grassland,Grassland
6174,Forest,Cropland,Wetland,NULL,Wetland,Water,Grassland,Wetland
6175,Forest,Cropland,Wetland,NULL,Wetland,Water,Grassland,Water
6176,Forest,Cropland,Wetland,NULL,Wetland,Water,Grassland,Forest
6177,Forest,Cropland,Wetland,NULL,Wetland,Water,Wetland,Grassland
6178,Forest,Cropland,Wetland,NULL,Wetland,Water,Wetland,Wetland
6179,Forest,Cropland,Wetland,NULL,Wetland,Water,Wetland,Water
6180,Forest,Cropland,Wetland,NULL,Wetland,Water,Wetland,Forest
6181,Forest,Cropland,Wetland,NULL,Wetland,Water,Water,Grassland
6182,Forest,Cropland,Wetland,NULL,Wetland,Water,Water,Wetland
6183,Forest,Cropland,Wetland,NULL,Wetland,Water,Water,Forest
6184,Forest,Cropland,Wetland,NULL,Wetland,Forest,Grassland,Grassland
6185,Forest,Cropland,Wetland,NULL,Wetland,Forest,Grassland,Wetland
6186,Forest,Cropland,Wetland,NULL,Wetland,Forest,Grassland,Water
6187,Forest,Cropland,Wetland,NULL,Wetland,Forest,Grassland,Forest
6188,Forest,Cropland,Wetland,NULL,Wetland,Forest,Wetland,Wetland
6189,Forest,Cropland,Wetland,Non_Water,NULL,Wetland,Wetland,Wetland
6190,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
6191,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
6192,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
6193,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
6194,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
6195,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
6196,Forest,Cropland,Wetland,Non_Water,Wetland,Cropland,Water,Wetland
6197,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
6198,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
6199,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
6200,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
6201,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
6202,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
6203,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
6204,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
6205,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Water
6206,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
6207,Forest,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
6208,Forest,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
6209,Forest,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Water
6210,Forest,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Forest
6211,Forest,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
6212,Forest,Cropland,Wetland,Non_Water,Wetland,Water,Water,Wetland
6213,Forest,Cropland,Wetland,Non_Water,Wetland,Forest,Grassland,Wetland
6214,Forest,Cropland,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
6215,Forest,Cropland,Wetland,Non_Water,Wetland,Forest,Water,Wetland
6216,Forest,Cropland,Wetland,Non_Water,Wetland,Forest,Water,Forest
6217,Forest,Cropland,Wetland,Water,Wetland,NULL,Water,Wetland
6218,Forest,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Wetland
6219,Forest,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Forest
6220,Forest,Cropland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
6221,Forest,Cropland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
6222,Forest,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
6223,Forest,Cropland,Wetland,Water,Wetland,Wetland,Water,Wetland
6224,Forest,Cropland,Wetland,Water,Wetland,Wetland,Water,Water
6225,Forest,Cropland,Wetland,Water,Wetland,Water,Grassland,Wetland
6226,Forest,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
6227,Forest,Cropland,Wetland,Water,Wetland,Forest,Water,Wetland
6228,Forest,Cropland,Water,NULL,Water,Water,Wetland,Forest
6229,Forest,Cropland,Water,Non_Water,Water,Grassland,Water,Wetland
6230,Forest,Cropland,Water,Non_Water,Water,Wetland,Grassland,Wetland
6231,Forest,Cropland,Water,Non_Water,Water,Wetland,Water,Wetland
6232,Forest,Cropland,Water,Non_Water,Water,Wetland,Water,Water
6233,Forest,Cropland,Water,Non_Water,Water,Water,Grassland,Wetland
6234,Forest,Cropland,Water,Non_Water,Water,Water,Water,Wetland
6235,Forest,Cropland,Water,Water,Water,Wetland,Grassland,Wetland
6236,Forest,Cropland,Water,Water,Water,Wetland,Water,Wetland
6237,Forest,Cropland,Water,Water,Water,Wetland,Water,Water
6238,Forest,Cropland,Water,Water,Water,Water,Grassland,Wetland
6239,Forest,Cropland,Water,Water,Water,Water,Grassland,Water
6240,Forest,Cropland,Water,Water,Water,Water,Water,Wetland
6241,Forest,Cropland,Water,Water,Water,Water,Water,Water
6242,Forest,Cropland,Water,Water,Water,Forest,Grassland,Wetland
6243,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
6244,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
6245,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Water
6246,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
6247,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Wetland
6248,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Forest
6249,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6250,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6251,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
6252,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
6253,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
6254,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
6255,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
6256,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
6257,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
6258,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
6259,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
6260,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
6261,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
6262,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6263,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
6264,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
6265,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
6266,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
6267,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
6268,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Water
6269,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
6270,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Water,Wetland
6271,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
6272,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
6273,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6274,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
6275,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
6276,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Water,Wetland
6277,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Wetland
6278,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
6279,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
6280,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
6281,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
6282,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6283,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
6284,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
6285,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
6286,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6287,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
6288,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
6289,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6290,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6291,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6292,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
6293,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
6294,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
6295,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
6296,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
6297,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
6298,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,Water,Water
6299,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Grassland,Wetland
6300,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
6301,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Water,Wetland
6302,Forest,Cropland,Forest,Water,Non_Wetland,NULL,Grassland,Wetland
6303,Forest,Cropland,Forest,Water,Non_Wetland,NULL,Water,Wetland
6304,Forest,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
6305,Forest,Cropland,Forest,Water,Non_Wetland,Grassland,Wetland,Water
6306,Forest,Cropland,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
6307,Forest,Cropland,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
6308,Forest,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
6309,Forest,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Water
6310,Forest,Cropland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
6311,Forest,Cropland,Forest,Water,Non_Wetland,Water,Grassland,Wetland
6312,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
6313,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Cropland
6314,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
6315,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
6316,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
6317,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
6318,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6319,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6320,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
6321,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
6322,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
6323,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
6324,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
6325,Forest,Wetland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
6326,Forest,Wetland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
6327,Forest,Wetland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Wetland
6328,Forest,Wetland,Shrubland,NULL,Non_Wetland,Cropland,Water,Wetland
6329,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6330,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
6331,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
6332,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6333,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
6334,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6335,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
6336,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
6337,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Cropland
6338,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
6339,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6340,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
6341,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
6342,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
6343,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Forest
6344,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
6345,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
6346,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
6347,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6348,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
6349,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6350,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6351,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
6352,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6353,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
6354,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
6355,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
6356,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
6357,Forest,Wetland,Shrubland,Water,Non_Wetland,Cropland,Wetland,Wetland
6358,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
6359,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
6360,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
6361,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
6362,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Water
6363,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Wetland
6364,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Water
6365,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
6366,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
6367,Forest,Wetland,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
6368,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6369,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
6370,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6371,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6372,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
6373,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
6374,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
6375,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
6376,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
6377,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6378,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
6379,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6380,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6381,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
6382,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6383,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
6384,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
6385,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
6386,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Water,Wetland
6387,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Forest
6388,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
6389,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
6390,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Bareland
6391,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Water
6392,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
6393,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Wetland
6394,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Water
