Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MKP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MKP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MKP_M_R
13044,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
13045,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
13046,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Built-up,Grassland
13047,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Water
13048,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
13049,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
13050,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
13051,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
13052,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
13053,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
13054,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
13055,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Water
13056,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
13057,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
13058,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
13059,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
13060,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
13061,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
13062,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
13063,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
13064,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
13065,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
13066,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,NULL,Grassland
13067,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
13068,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
13069,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
13070,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
13071,Water,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
13072,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
13073,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
13074,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
13075,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
13076,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
13077,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
13078,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
13079,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
13080,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
13081,Water,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
13082,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
13083,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
13084,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
13085,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
13086,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
13087,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
13088,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
13089,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
13090,Water,Water,Forest,Water,Non_Wetland,NULL,Grassland,Forest
13091,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Grassland
13092,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Bareland
13093,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
13094,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
13095,Water,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
13096,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
13097,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
13098,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
13099,Water,Water,Forest,Water,Non_Wetland,Wetland,NULL,Water
13100,Water,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Water
13101,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
13102,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
13103,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
13104,Water,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
13105,Water,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
13106,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
13107,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Grassland
13108,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Wetland
13109,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Water
13110,Water,Water,Forest,Water,Non_Wetland,Water,Shrubland,Water
13111,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Grassland
13112,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
13113,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
13114,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
13115,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
13116,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Wetland
13117,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
13118,Water,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
13119,Water,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
13120,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
13121,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
13122,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
13123,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
13124,Water,Water,Forest,Water,Non_Wetland,Forest,NULL,Forest
13125,Water,Water,Forest,Water,Non_Wetland,Forest,Grassland,Forest
13126,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Water
13127,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
13128,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
13129,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
13130,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Water
13131,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
13132,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
13133,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
13134,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
13135,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
13136,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
13137,Water,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
13138,Water,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
13139,Water,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
13140,Water,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
13141,Water,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
13142,Water,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
13143,Water,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
13144,Water,Forest,Wetland,Non_Water,Wetland,Water,NULL,Forest
13145,Water,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
13146,Water,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
13147,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
13148,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
13149,Water,Forest,Water,NULL,Water,Wetland,Forest,Forest
13150,Water,Forest,Water,NULL,Water,Forest,Water,Forest
13151,Water,Forest,Water,Non_Water,Water,NULL,Forest,Forest
13152,Water,Forest,Water,Non_Water,Water,Forest,Water,Forest
13153,Water,Forest,Water,Non_Water,Water,Forest,Forest,Forest
13154,Water,Forest,Water,Water,Water,NULL,NULL,Forest
13155,Water,Forest,Water,Water,Water,Forest,Water,Forest
13156,Water,Forest,Water,Water,Water,Forest,Forest,Forest
13157,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
13158,Water,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
13159,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
13160,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
13161,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
13162,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Water
13163,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
13164,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
13165,Water,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
13166,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
13167,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
13168,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13169,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
13170,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
13171,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
13172,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
13173,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
13174,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
13175,Permanent_ice_and_snow,NULL,Water,NULL,Water,Bareland,NULL,Grassland
13176,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
13177,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
13178,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
13179,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
13180,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
13181,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
13182,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
13183,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
13184,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
13185,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
13186,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
13187,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
13188,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
13189,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
13190,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
13191,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
13192,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
13193,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Water
13194,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
13195,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
13196,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
13197,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
13198,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
13199,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
13200,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
13201,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
13202,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
13203,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
13204,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
13205,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Water
13206,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
13207,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
13208,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
13209,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
13210,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
13211,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13212,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13213,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
13214,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
13215,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13216,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
13217,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13218,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
13219,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
13220,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
13221,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
13222,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
13223,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
13224,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
13225,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
13226,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
13227,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
13228,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
13229,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
13230,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
13231,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
13232,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
13233,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
13234,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
13235,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
13236,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
13237,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
13238,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
13239,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
13240,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13241,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
13242,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
13243,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Water
13244,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
13245,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
13246,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
13247,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
13248,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
13249,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
13250,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
13251,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
13252,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
13253,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
13254,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
13255,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
13256,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
13257,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
13258,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
13259,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
13260,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
13261,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
13262,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
13263,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
13264,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
13265,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
13266,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
13267,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
13268,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
13269,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
13270,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
13271,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
13272,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
13273,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
13274,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
13275,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Water
13276,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
13277,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
13278,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
13279,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
13280,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Bareland
13281,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Water
13282,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
13283,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
13284,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
13285,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
13286,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
13287,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
13288,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
13289,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
13290,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
13291,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
13292,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Built-up,Grassland
13293,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
13294,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
13295,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Water
13296,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
13297,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
13298,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
13299,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
13300,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Bareland
13301,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Water
13302,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
13303,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
13304,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
13305,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
13306,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
13307,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
13308,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
13309,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
13310,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
13311,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
13312,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
13313,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
13314,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
13315,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
13316,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
13317,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
13318,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
13319,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
13320,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
13321,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
13322,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
13323,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
13324,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
13325,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
13326,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
13327,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Wetland
13328,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
13329,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
13330,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
13331,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
13332,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
13333,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
13334,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
13335,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,NULL
13336,Forest,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
13337,Forest,NULL,NULL,NULL,Non_Wetland,Water,NULL,Wetland
13338,Forest,NULL,NULL,NULL,Non_Wetland,Water,NULL,Water
13339,Forest,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
13340,Forest,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
13341,Forest,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
13342,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
13343,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
13344,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
13345,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
13346,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
13347,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
13348,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
13349,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
13350,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
13351,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
13352,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
13353,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
13354,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
13355,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
13356,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Water
13357,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
13358,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
13359,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
13360,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
13361,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Water,Forest
13362,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
13363,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
13364,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
13365,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
13366,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
13367,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
13368,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
13369,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
13370,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
13371,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
13372,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
13373,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
13374,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
13375,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
13376,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
13377,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
13378,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
13379,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
13380,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
13381,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
13382,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
13383,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
13384,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,NULL
