Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LEN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LEN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LEN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LEN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LEN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LEN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LEN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LEN_M_R
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Wetland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Wetland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
465,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
466,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
467,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
468,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
469,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
470,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
471,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
472,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
473,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
474,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
475,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
476,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
477,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
478,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
479,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
480,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
481,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
482,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
483,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
484,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
485,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
486,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
487,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
488,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
489,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
490,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
491,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
492,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
493,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
494,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
495,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
496,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
497,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
498,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
499,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
500,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
501,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
502,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
503,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
504,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
505,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
506,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
507,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
508,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
509,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
510,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
511,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
512,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
513,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
514,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
515,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
516,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
517,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
518,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
519,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
520,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
521,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
522,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
523,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
524,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
525,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
526,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
527,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
528,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
529,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
530,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
531,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
532,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
533,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
534,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
535,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
536,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
537,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
538,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
539,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
540,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
541,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
542,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
543,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
544,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
545,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
546,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,NULL
547,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
548,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
549,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
550,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
551,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
552,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
553,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
554,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
555,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
556,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
557,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
558,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
559,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
560,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
561,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
562,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
563,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
564,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
565,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
566,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
567,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,NULL
568,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
569,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
570,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
571,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
572,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
573,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
574,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
575,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
576,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
577,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
578,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Grassland
579,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Forest
580,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
581,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
582,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
583,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
584,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Forest
585,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,NULL
586,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
587,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Wetland
588,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Forest
589,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
590,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
591,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Forest,Grassland
592,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
593,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Cropland
594,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
595,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,NULL
596,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
597,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
598,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
599,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
600,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
601,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
602,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Grassland
603,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Wetland
604,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Forest
605,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
606,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
607,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
608,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
609,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
610,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
611,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
612,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
613,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
614,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
615,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Bareland
616,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
617,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Forest
618,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
619,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Water
620,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
621,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
622,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
623,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
624,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
625,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
626,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
627,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
628,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
629,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Grassland
630,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Water
631,NULL,NULL,Shrubland,Water,Non_Wetland,Built-up,Built-up,Grassland
632,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
633,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
634,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
635,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Forest
636,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Shrubland,Grassland
637,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Shrubland,Wetland
638,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
639,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Water,Grassland
640,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Water,Forest
641,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Forest,Grassland
642,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
643,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
644,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
645,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
646,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
647,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
