Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NTE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NTE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NTE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NTE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NTE_M_R
5889,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Forest
5890,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,NULL,Water
5891,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,NULL,Forest
5892,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Grassland
5893,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
5894,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Forest
5895,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
5896,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5897,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
5898,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
5899,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
5900,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5901,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
5902,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5903,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
5904,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5905,Permanent_ice_and_snow,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5906,Permanent_ice_and_snow,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
5907,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
5908,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5909,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
5910,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
5911,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
5912,Permanent_ice_and_snow,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
5913,Permanent_ice_and_snow,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
5914,Permanent_ice_and_snow,Forest,Wetland,Water,Wetland,NULL,NULL,Water
5915,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
5916,Permanent_ice_and_snow,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
5917,Permanent_ice_and_snow,Forest,Water,Water,Water,NULL,NULL,Forest
5918,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
5919,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5920,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
5921,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5922,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
5923,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
5924,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
5925,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
5926,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5927,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5928,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
5929,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5930,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5931,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5932,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
5933,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5934,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
5935,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
5936,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
5937,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
5938,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
5939,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
5940,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5941,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
5942,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
5943,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
5944,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
5945,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
5946,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5947,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
5948,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5949,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5950,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
5951,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
5952,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
5953,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
5954,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5955,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
5956,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5957,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5958,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5959,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5960,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5961,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5962,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
5963,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5964,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
5965,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
5966,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
5967,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
5968,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5969,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
5970,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5971,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5972,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5973,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5974,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
5975,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5976,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5977,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5978,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5979,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
5980,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5981,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
5982,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
5983,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5984,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5985,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
5986,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
5987,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5988,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
5989,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
5990,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
5991,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
5992,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5993,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
5994,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
5995,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5996,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5997,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
5998,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,NULL
5999,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
6000,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
6001,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
6002,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
6003,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
6004,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
6005,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
6006,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
6007,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
6008,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
6009,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
6010,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
6011,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
6012,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6013,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
6014,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
6015,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
6016,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
6017,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6018,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6019,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
6020,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
6021,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
6022,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
6023,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
6024,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
6025,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
6026,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
6027,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
6028,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
6029,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6030,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
6031,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
6032,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6033,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6034,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6035,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
6036,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
6037,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6038,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
6039,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
6040,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
6041,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6042,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6043,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
6044,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6045,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
6046,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6047,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
6048,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
6049,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
6050,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
6051,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
6052,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
6053,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
6054,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
6055,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
6056,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
6057,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
6058,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
6059,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
6060,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
6061,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
6062,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
6063,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
6064,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
6065,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
6066,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
6067,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
6068,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
6069,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
6070,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
6071,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6072,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
6073,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
6074,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
6075,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
6076,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
6077,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
6078,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
6079,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
6080,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
6081,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
6082,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
6083,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6084,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
6085,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6086,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6087,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6088,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
6089,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
6090,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Forest
6091,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
6092,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
6093,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
6094,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
6095,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6096,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
6097,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
6098,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6099,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6100,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6101,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
6102,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
6103,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
6104,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
6105,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
6106,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
6107,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
6108,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
6109,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
6110,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
6111,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
6112,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
6113,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
6114,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
6115,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
6116,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
6117,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Forest
6118,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
6119,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Forest
6120,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
6121,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
6122,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
6123,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
6124,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
6125,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland,NULL,Grassland
6126,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland,Grassland,Grassland
6127,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland,Wetland,Grassland
6128,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland,Wetland,Forest
6129,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
6130,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
6131,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
6132,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
6133,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
6134,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
6135,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
6136,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
6137,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
6138,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
6139,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Grassland,Forest
6140,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
6141,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
6142,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
6143,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6144,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6145,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
6146,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6147,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6148,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6149,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
6150,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6151,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
6152,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6153,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
6154,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
6155,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6156,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6157,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
6158,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6159,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
6160,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
6161,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
6162,Forest,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
6163,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
6164,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
6165,Forest,NULL,Grassland,Water,Non_Wetland,Cropland,Grassland,Grassland
6166,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6167,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
6168,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6169,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6170,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6171,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6172,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6173,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
6174,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
6175,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6176,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
6177,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
6178,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
6179,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6180,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
6181,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6182,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
6183,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6184,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6185,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Wetland
6186,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6187,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
6188,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6189,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6190,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
6191,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
6192,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
6193,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
6194,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
6195,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
6196,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
6197,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
6198,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
6199,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
6200,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
6201,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
6202,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,NULL
6203,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
6204,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
6205,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
