Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MZV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MZV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MZV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MZV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MZV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MZV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MZV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MZV_M_R
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,NULL
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
373,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
374,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
375,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
376,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
377,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
378,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
379,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
380,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
381,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
382,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
383,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
384,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
385,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
386,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,NULL
387,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
388,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
389,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
390,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
391,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Bareland
392,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Built-up
393,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Water
394,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
395,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
396,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
397,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Built-up
398,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
399,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
400,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
401,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
402,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Built-up
403,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
404,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
405,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
406,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
407,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
408,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
409,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
410,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Built-up
411,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
412,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
413,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
414,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
415,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
416,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
417,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
418,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
419,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
420,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
421,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Bareland
422,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Built-up,Bareland
423,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,NULL
424,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
425,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Wetland
426,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Bareland
427,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Built-up
428,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
429,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
430,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
431,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
432,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Bareland
433,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,NULL
434,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
435,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Wetland
436,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Bareland
437,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,NULL
438,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Bareland
439,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
440,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,NULL,NULL
441,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,NULL,Grassland
442,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
443,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Bareland
444,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
445,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
446,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
447,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
448,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
449,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
450,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
451,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
452,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
453,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
454,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
455,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
456,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
457,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
458,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
459,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
460,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
461,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
462,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
463,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
464,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
465,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Wetland
466,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
467,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
468,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
469,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
470,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Wetland
471,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
472,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
473,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
474,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
475,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
476,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
477,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
478,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
479,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
480,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
481,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Wetland
482,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
483,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
484,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
485,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
486,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Bareland
487,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
488,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
489,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
490,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
491,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
492,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
493,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
494,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
495,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
496,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
497,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Wetland
498,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
499,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
500,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
501,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,NULL
502,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
503,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Built-up
504,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
505,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
506,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
507,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
508,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,NULL
509,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest,Wetland
510,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
511,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
512,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
513,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
514,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
515,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
516,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
517,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
518,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
519,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
520,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
521,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
522,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
523,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
524,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
525,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
526,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
527,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
528,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
529,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
530,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
531,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
532,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
533,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
534,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
535,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
536,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Wetland
537,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
538,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
539,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
540,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
541,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
542,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
543,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
544,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
545,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
546,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,NULL
547,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
548,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
549,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
550,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
551,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
552,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
553,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
554,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
555,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
556,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
557,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
558,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
559,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
560,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
561,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
562,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
563,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
564,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
565,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
566,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
567,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
568,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
569,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
570,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
571,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
572,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
573,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
574,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
575,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
576,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
577,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
578,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Wetland
579,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
580,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
581,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
582,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
583,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Bareland
584,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
585,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
586,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
587,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
588,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Wetland
589,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Bareland
590,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
591,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
592,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Wetland
593,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
594,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
595,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
596,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
597,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
598,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
599,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
600,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
601,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
602,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
603,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
604,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
605,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
606,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
607,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
608,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
609,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
610,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
611,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
612,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
613,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
614,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
615,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
616,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
617,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
618,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
619,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
620,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
621,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
622,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Water
623,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
624,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
625,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
626,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
627,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
628,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Wetland
629,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
630,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
631,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Water
632,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
633,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
634,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
635,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
636,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
637,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
638,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
639,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
640,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
641,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
642,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
643,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,NULL
644,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
645,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
646,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Built-up
647,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,NULL
648,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
649,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
650,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
651,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Built-up
652,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Forest
653,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,NULL
