Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LPP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LPP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LPP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LPP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LPP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LPP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LPP_M_R
322,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
323,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
324,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
325,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
326,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
327,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
328,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
329,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
330,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
331,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
332,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
333,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
334,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
335,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
336,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
337,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
338,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
339,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
340,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
341,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
342,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
343,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
344,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
345,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
346,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
347,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
348,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
349,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
350,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
351,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
352,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
353,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
354,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
355,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
356,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
357,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
358,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
359,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
360,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
361,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
362,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
363,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
364,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
365,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
366,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
367,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
368,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
369,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
370,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
371,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
372,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
373,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
374,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
375,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
376,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
377,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
378,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
379,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
380,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
381,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
382,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
383,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
384,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
385,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
386,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
387,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
388,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
389,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
390,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
391,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
392,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
393,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
394,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
395,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
396,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
397,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
398,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
399,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
400,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Forest
401,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
402,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
403,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
404,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
405,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
406,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
407,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
408,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
409,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Built-up
410,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
411,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
412,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
413,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
414,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Water
415,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
416,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
417,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
418,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
419,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
420,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
421,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
422,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
423,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
424,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Water
425,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
426,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
427,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
428,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
429,NULL,NULL,Wetland,NULL,Wetland,Built-up,Grassland,Grassland
430,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
431,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
432,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
433,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
434,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
435,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
436,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
437,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
438,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
439,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
440,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
441,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
442,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
443,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
444,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
445,NULL,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
446,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
447,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
448,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
449,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
450,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Bareland
451,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Forest
452,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Bareland
453,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
454,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
455,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Water
456,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
457,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
458,NULL,NULL,Wetland,Water,Wetland,Water,Water,Forest
459,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
460,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
461,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
462,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
463,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
464,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
465,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
466,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
467,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
468,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
469,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
470,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
471,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
472,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
473,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
474,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
475,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
476,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
477,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
478,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
479,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
480,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
481,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
482,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
483,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
484,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
485,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
486,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
487,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
488,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
489,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
490,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
491,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
492,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
493,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
494,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
495,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
496,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
497,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
498,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
499,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
500,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
501,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
502,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
503,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
504,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Forest
505,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Forest,Grassland
506,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
507,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
508,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
509,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
510,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
511,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
512,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
513,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
514,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
515,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
516,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
517,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
518,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
519,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
520,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
521,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
522,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
523,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
524,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
525,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
526,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
527,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
528,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
529,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
530,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
531,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
532,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
533,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
534,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
535,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
536,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
537,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
538,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
539,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
540,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
541,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
542,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
543,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Forest
544,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
545,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
546,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
547,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
548,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
549,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Forest
550,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
551,NULL,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
552,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
553,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
554,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Forest
555,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
556,NULL,NULL,Water,NULL,Water,Grassland,Bareland,Forest
557,NULL,NULL,Water,NULL,Water,Grassland,Water,Forest
558,NULL,NULL,Water,NULL,Water,Grassland,Forest,Grassland
559,NULL,NULL,Water,NULL,Water,Bareland,Shrubland,Grassland
560,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
561,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
562,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Built-up
563,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Forest
564,NULL,NULL,Water,NULL,Water,Bareland,Wetland,Grassland
565,NULL,NULL,Water,NULL,Water,Water,Grassland,Grassland
566,NULL,NULL,Water,NULL,Water,Water,Grassland,Forest
567,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
568,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Forest
569,NULL,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
570,NULL,NULL,Water,Water,Water,Grassland,Grassland,Grassland
571,NULL,NULL,Water,Water,Water,Grassland,Grassland,Wetland
572,NULL,NULL,Water,Water,Water,Grassland,Grassland,Water
573,NULL,NULL,Water,Water,Water,Grassland,Grassland,Forest
574,NULL,NULL,Water,Water,Water,Grassland,Water,Grassland
575,NULL,NULL,Water,Water,Water,Bareland,Grassland,Grassland
576,NULL,NULL,Water,Water,Water,Bareland,Grassland,Wetland
577,NULL,NULL,Water,Water,Water,Bareland,Grassland,Water
578,NULL,NULL,Water,Water,Water,Bareland,Water,Wetland
579,NULL,NULL,Water,Water,Water,Water,Grassland,Forest
580,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
581,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
582,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
583,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
584,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
585,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
586,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
587,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
588,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
589,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
590,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
591,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
592,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
593,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
594,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
595,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
596,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
597,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
598,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
599,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
600,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
601,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
602,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Built-up
603,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
604,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
605,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
606,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
607,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
608,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
609,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
610,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
611,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
612,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
613,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Grassland
614,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Forest
615,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
616,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
617,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
618,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
619,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
620,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
621,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
622,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
623,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
624,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
625,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
626,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
627,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
628,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
629,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
630,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
631,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
632,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
633,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
634,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
635,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
636,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
637,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
638,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
639,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
640,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Water,Grassland
641,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
642,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
643,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
644,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
645,NULL,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
646,NULL,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
647,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
648,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
649,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
650,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
651,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
652,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
653,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
654,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
655,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
656,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
657,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
658,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
659,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
660,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
661,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
662,NULL,NULL,Forest,Water,Non_Wetland,Water,Grassland,Forest
