Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MWN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MWN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MWN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MWN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MWN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MWN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MWN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MWN_M_R
324,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Built-up
325,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Forest
326,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Built-up,Built-up
327,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
328,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
329,NULL,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Bareland,Grassland
330,NULL,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Bareland,Bareland
331,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
332,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
333,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
334,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
335,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
336,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
337,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
338,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
339,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
340,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
341,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
342,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Bareland
343,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
344,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
345,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
346,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
347,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
348,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
349,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
350,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
351,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
352,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Bareland,Forest
353,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
354,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
355,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
356,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
357,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
358,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
359,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
360,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
361,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Wetland,Bareland
362,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
363,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
364,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
365,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
366,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
367,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
368,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
369,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
370,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
371,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
372,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
373,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
374,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
375,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
376,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
377,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
378,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
379,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
380,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
381,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
382,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
383,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
384,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
385,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
386,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
387,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
388,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
389,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
390,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
391,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
392,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
393,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
394,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
395,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
396,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
397,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
398,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
399,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Bareland
400,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
401,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
402,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
403,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
404,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
405,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Bareland,Grassland
406,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
407,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
408,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Built-up
409,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
410,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
411,NULL,NULL,Water,NULL,Water,NULL,Bareland,Forest
412,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
413,NULL,NULL,Water,NULL,Water,Grassland,Bareland,Grassland
414,NULL,NULL,Water,NULL,Water,Grassland,Bareland,Bareland
415,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
416,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
417,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Water
418,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Forest
419,NULL,NULL,Water,NULL,Water,Bareland,Forest,Grassland
420,NULL,NULL,Water,Non_Water,Water,Bareland,Bareland,Grassland
421,NULL,NULL,Water,Non_Water,Water,Bareland,Bareland,Bareland
422,NULL,NULL,Water,Non_Water,Water,Bareland,Bareland,Water
423,NULL,NULL,Water,Non_Water,Water,Bareland,Bareland,Forest
424,NULL,NULL,Water,Water,Water,Grassland,Bareland,Grassland
425,NULL,NULL,Water,Water,Water,Grassland,Bareland,Water
426,NULL,NULL,Water,Water,Water,Bareland,Wetland,Bareland
427,NULL,NULL,Water,Water,Water,Bareland,Bareland,Grassland
428,NULL,NULL,Water,Water,Water,Bareland,Bareland,Bareland
429,NULL,NULL,Water,Water,Water,Bareland,Bareland,Water
430,NULL,NULL,Water,Water,Water,Bareland,Bareland,Forest
431,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
432,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
433,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
434,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
435,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
436,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
437,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
438,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
439,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
440,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
441,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
442,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
443,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
444,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
445,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
446,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
447,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
448,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
449,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
450,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
451,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
452,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
453,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
454,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
455,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
456,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
457,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
458,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
459,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
460,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
461,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
462,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
463,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
464,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
465,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
466,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
467,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
468,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
469,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
470,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
471,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
472,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
473,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
474,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
475,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
476,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
477,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
478,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
479,NULL,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
480,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
481,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
482,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
483,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
484,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
485,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
486,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
487,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
488,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
489,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
490,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
491,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
492,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
493,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
494,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
495,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Bareland,Forest
496,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Bareland
497,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
498,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
499,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Water
500,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
501,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
502,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
503,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
504,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
505,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
506,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
507,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
508,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
509,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
510,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
511,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
512,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
513,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
514,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
515,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
516,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
517,NULL,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
518,NULL,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
519,NULL,Cropland,NULL,Water,Non_Wetland,Bareland,Bareland,Water
520,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
521,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
522,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
523,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
524,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
525,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
526,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
527,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
528,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
529,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
530,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
531,NULL,Cropland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
532,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
533,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
534,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
535,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
536,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
537,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
538,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
539,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
540,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
541,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
542,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
543,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
544,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
545,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
546,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
547,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
548,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
549,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
550,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
551,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
552,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
553,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
554,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
555,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
556,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
557,NULL,Cropland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
558,NULL,Cropland,Wetland,NULL,Wetland,Bareland,Bareland,Water
559,NULL,Cropland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
560,NULL,Cropland,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
561,NULL,Cropland,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
562,NULL,Cropland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
563,NULL,Cropland,Wetland,Water,Wetland,Water,Bareland,Water
564,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
565,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
566,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
567,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
568,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
569,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
570,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
571,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
572,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
573,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
574,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
575,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
576,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
577,NULL,Cropland,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
578,NULL,Cropland,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
579,NULL,Cropland,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
580,NULL,Cropland,Water,NULL,Water,Bareland,Bareland,Grassland
581,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
582,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
583,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
584,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
585,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
586,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
587,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
588,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
589,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
590,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
591,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
592,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
593,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
594,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
595,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
596,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
597,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
598,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
599,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
600,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
601,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
602,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
603,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
604,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
605,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
606,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
607,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
608,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
609,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
610,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
611,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
612,NULL,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
613,NULL,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
614,NULL,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
615,NULL,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
616,NULL,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
617,NULL,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
618,NULL,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
619,NULL,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Water
620,NULL,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
621,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
622,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
623,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
624,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
625,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
626,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
627,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
628,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
629,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
630,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
631,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
632,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
633,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
634,NULL,Wetland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
635,NULL,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
636,NULL,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
637,NULL,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
638,NULL,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
639,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
640,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
641,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
642,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
643,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
644,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
645,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
646,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
647,NULL,Wetland,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
648,NULL,Wetland,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
649,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
650,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
651,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
652,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
653,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
654,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
