Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20PPR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20PPR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20PPR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20PPR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20PPR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20PPR_M_R
1338,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Forest
1339,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Grassland
1340,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Wetland
1341,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Water
1342,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Grassland
1343,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Wetland
1344,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water
1345,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Forest
1346,Permanent_ice_and_snow,Water,Water,NULL,Water,Wetland
1347,Permanent_ice_and_snow,Water,Water,NULL,Water,Water
1348,Permanent_ice_and_snow,Water,Water,Non_Water,Water,Wetland
1349,Permanent_ice_and_snow,Water,Water,Non_Water,Water,Water
1350,Permanent_ice_and_snow,Water,Water,Water,Water,Grassland
1351,Permanent_ice_and_snow,Water,Water,Water,Water,Wetland
1352,Permanent_ice_and_snow,Water,Water,Water,Water,Water
1353,Permanent_ice_and_snow,Water,Water,Water,Water,Forest
1354,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Water
1355,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Forest
1356,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,Wetland
1357,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,Water
1358,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,Water
1359,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,Forest
1360,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland
1361,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Wetland
1362,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Grassland
1363,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Wetland
1364,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Forest
1365,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Grassland
1366,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Wetland
1367,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL
1368,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Grassland
1369,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Wetland
1370,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Bareland
1371,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Water
1372,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Forest
1373,Permanent_ice_and_snow,Forest,Wetland,Non_Water,Wetland,Grassland
1374,Permanent_ice_and_snow,Forest,Wetland,Non_Water,Wetland,Wetland
1375,Permanent_ice_and_snow,Forest,Wetland,Non_Water,Wetland,Water
1376,Permanent_ice_and_snow,Forest,Wetland,Non_Water,Wetland,Forest
1377,Permanent_ice_and_snow,Forest,Wetland,Water,Wetland,Wetland
1378,Permanent_ice_and_snow,Forest,Water,NULL,Water,Forest
1379,Permanent_ice_and_snow,Forest,Water,Water,Water,Wetland
1380,Permanent_ice_and_snow,Forest,Water,Water,Water,Forest
1381,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL
1382,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland
1383,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Wetland
1384,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Water
1385,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest
1386,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,Grassland
1387,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,Wetland
1388,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,Water
1389,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,Forest
1390,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
1391,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1392,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1393,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1394,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1395,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1396,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1397,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1398,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1399,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
1400,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1401,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1402,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1403,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1404,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1405,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1406,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
1407,Forest,NULL,Grassland,Water,Non_Wetland,Wetland
1408,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1409,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1410,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1411,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1412,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
1413,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1414,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1415,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1416,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1417,Forest,NULL,Cropland,Water,Non_Wetland,Wetland
1418,Forest,NULL,Wetland,NULL,Wetland,NULL
1419,Forest,NULL,Wetland,NULL,Wetland,Grassland
1420,Forest,NULL,Wetland,NULL,Wetland,Cropland
1421,Forest,NULL,Wetland,NULL,Wetland,Wetland
1422,Forest,NULL,Wetland,NULL,Wetland,Bareland
1423,Forest,NULL,Wetland,NULL,Wetland,Built-up
1424,Forest,NULL,Wetland,NULL,Wetland,Water
1425,Forest,NULL,Wetland,NULL,Wetland,Forest
1426,Forest,NULL,Wetland,Non_Water,Wetland,NULL
1427,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
1428,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
1429,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1430,Forest,NULL,Wetland,Water,Wetland,NULL
1431,Forest,NULL,Wetland,Water,Wetland,Grassland
1432,Forest,NULL,Wetland,Water,Wetland,Wetland
1433,Forest,NULL,Wetland,Water,Wetland,Water
1434,Forest,NULL,Wetland,Water,Wetland,Forest
1435,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1436,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1437,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1438,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland
1439,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
1440,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1441,Forest,NULL,Built-up,Water,Non_Wetland,Grassland
1442,Forest,NULL,Water,NULL,Water,Grassland
1443,Forest,NULL,Water,NULL,Water,Wetland
1444,Forest,NULL,Water,NULL,Water,Forest
1445,Forest,NULL,Water,Non_Water,Water,Grassland
1446,Forest,NULL,Water,Non_Water,Water,Wetland
1447,Forest,NULL,Water,Non_Water,Water,Forest
1448,Forest,NULL,Water,Water,Water,Grassland
1449,Forest,NULL,Water,Water,Water,Wetland
1450,Forest,NULL,Water,Water,Water,Water
1451,Forest,NULL,Water,Water,Water,Forest
1452,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1453,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1454,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1455,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1456,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1457,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1458,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
1459,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1460,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1461,Forest,NULL,Forest,Water,Non_Wetland,Wetland
1462,Forest,NULL,Forest,Water,Non_Wetland,Water
1463,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1464,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1465,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland
1466,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1467,Forest,Cropland,Wetland,NULL,Wetland,Grassland
1468,Forest,Cropland,Wetland,NULL,Wetland,Wetland
1469,Forest,Cropland,Wetland,NULL,Wetland,Forest
1470,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland
1471,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1472,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
1473,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland
1474,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1475,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
1476,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1477,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1478,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1479,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1480,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1481,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
1482,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland
1483,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1484,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland
1485,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
1486,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland
1487,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1488,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1489,Forest,Wetland,Wetland,NULL,Wetland,NULL
1490,Forest,Wetland,Wetland,NULL,Wetland,Grassland
1491,Forest,Wetland,Wetland,NULL,Wetland,Wetland
1492,Forest,Wetland,Wetland,NULL,Wetland,Water
1493,Forest,Wetland,Wetland,NULL,Wetland,Forest
1494,Forest,Wetland,Wetland,Non_Water,Wetland,NULL
1495,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland
1496,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
1497,Forest,Wetland,Wetland,Non_Water,Wetland,Water
1498,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
1499,Forest,Wetland,Wetland,Water,Wetland,Grassland
1500,Forest,Wetland,Wetland,Water,Wetland,Wetland
1501,Forest,Wetland,Wetland,Water,Wetland,Water
1502,Forest,Wetland,Wetland,Water,Wetland,Forest
1503,Forest,Wetland,Water,NULL,Water,Grassland
1504,Forest,Wetland,Water,NULL,Water,Wetland
1505,Forest,Wetland,Water,NULL,Water,Water
1506,Forest,Wetland,Water,NULL,Water,Forest
1507,Forest,Wetland,Water,Non_Water,Water,Grassland
1508,Forest,Wetland,Water,Non_Water,Water,Wetland
1509,Forest,Wetland,Water,Non_Water,Water,Water
1510,Forest,Wetland,Water,Non_Water,Water,Forest
1511,Forest,Wetland,Water,Water,Water,Grassland
1512,Forest,Wetland,Water,Water,Water,Wetland
1513,Forest,Wetland,Water,Water,Water,Water
1514,Forest,Wetland,Water,Water,Water,Forest
1515,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1516,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
1517,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1518,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1519,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1520,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
1521,Forest,Wetland,Forest,Water,Non_Wetland,Grassland
1522,Forest,Wetland,Forest,Water,Non_Wetland,Wetland
1523,Forest,Wetland,Forest,Water,Non_Wetland,Forest
1524,Forest,Bareland,Water,Water,Water,Wetland
1525,Forest,Bareland,Water,Water,Water,Water
1526,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1527,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1528,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1529,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1530,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1531,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
1532,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1533,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland
1534,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1535,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
1536,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Forest
1537,Forest,Built-up,Wetland,NULL,Wetland,Grassland
1538,Forest,Built-up,Wetland,NULL,Wetland,Wetland
1539,Forest,Built-up,Wetland,NULL,Wetland,Built-up
1540,Forest,Built-up,Wetland,NULL,Wetland,Forest
1541,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland
1542,Forest,Built-up,Wetland,Non_Water,Wetland,Forest
1543,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
1544,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland
1545,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1546,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Forest
1547,Forest,Built-up,Water,NULL,Water,Forest
1548,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1549,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland
1550,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1551,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland
1552,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest
1553,Forest,Water,NULL,NULL,Non_Wetland,Grassland
1554,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland
1555,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1556,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
1557,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
1558,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1559,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1560,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
1561,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1562,Forest,Water,Wetland,NULL,NULL,Wetland
1563,Forest,Water,Wetland,NULL,Wetland,NULL
1564,Forest,Water,Wetland,NULL,Wetland,Grassland
1565,Forest,Water,Wetland,NULL,Wetland,Wetland
1566,Forest,Water,Wetland,NULL,Wetland,Bareland
1567,Forest,Water,Wetland,NULL,Wetland,Built-up
1568,Forest,Water,Wetland,NULL,Wetland,Water
1569,Forest,Water,Wetland,NULL,Wetland,Forest
1570,Forest,Water,Wetland,Non_Water,NULL,Grassland
1571,Forest,Water,Wetland,Non_Water,NULL,Wetland
1572,Forest,Water,Wetland,Non_Water,NULL,Water
1573,Forest,Water,Wetland,Non_Water,Wetland,Grassland
1574,Forest,Water,Wetland,Non_Water,Wetland,Cropland
1575,Forest,Water,Wetland,Non_Water,Wetland,Wetland
1576,Forest,Water,Wetland,Non_Water,Wetland,Bareland
1577,Forest,Water,Wetland,Non_Water,Wetland,Water
1578,Forest,Water,Wetland,Non_Water,Wetland,Forest
1579,Forest,Water,Wetland,Water,Wetland,Grassland
1580,Forest,Water,Wetland,Water,Wetland,Wetland
1581,Forest,Water,Wetland,Water,Wetland,Water
1582,Forest,Water,Wetland,Water,Wetland,Forest
1583,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1584,Forest,Water,Bareland,NULL,Non_Wetland,Water
1585,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1586,Forest,Water,Bareland,Non_Water,Non_Wetland,Water
1587,Forest,Water,Built-up,NULL,Non_Wetland,Grassland
1588,Forest,Water,Built-up,NULL,Non_Wetland,Wetland
1589,Forest,Water,Built-up,NULL,Non_Wetland,Bareland
1590,Forest,Water,Built-up,Non_Water,Non_Wetland,Grassland
1591,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland
1592,Forest,Water,Built-up,Non_Water,Non_Wetland,Bareland
1593,Forest,Water,Built-up,Non_Water,Non_Wetland,Water
1594,Forest,Water,Water,NULL,Water,Grassland
1595,Forest,Water,Water,NULL,Water,Wetland
1596,Forest,Water,Water,NULL,Water,Water
1597,Forest,Water,Water,NULL,Water,Forest
1598,Forest,Water,Water,Non_Water,NULL,Grassland
1599,Forest,Water,Water,Non_Water,NULL,Wetland
1600,Forest,Water,Water,Non_Water,Water,Grassland
1601,Forest,Water,Water,Non_Water,Water,Wetland
1602,Forest,Water,Water,Non_Water,Water,Water
1603,Forest,Water,Water,Non_Water,Water,Forest
1604,Forest,Water,Water,Water,NULL,Wetland
1605,Forest,Water,Water,Water,NULL,Water
1606,Forest,Water,Water,Water,Water,NULL
1607,Forest,Water,Water,Water,Water,Grassland
1608,Forest,Water,Water,Water,Water,Wetland
1609,Forest,Water,Water,Water,Water,Water
1610,Forest,Water,Water,Water,Water,Forest
1611,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1612,Forest,Water,Forest,NULL,Non_Wetland,Wetland
1613,Forest,Water,Forest,NULL,Non_Wetland,Water
1614,Forest,Water,Forest,NULL,Non_Wetland,Forest
1615,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
1616,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland
1617,Forest,Water,Forest,Non_Water,Non_Wetland,Water
1618,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1619,Forest,Water,Forest,Water,Non_Wetland,Wetland
1620,Forest,Water,Forest,Water,Non_Wetland,Water
1621,Forest,Water,Forest,Water,Non_Wetland,Forest
1622,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1623,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1624,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1625,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1626,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1627,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1628,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1629,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Built-up
1630,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1631,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1632,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
1633,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1634,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1635,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1636,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
1637,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1638,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL
1639,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1640,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland
1641,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
1642,Forest,Forest,Grassland,Water,Non_Wetland,Wetland
1643,Forest,Forest,Grassland,Water,Non_Wetland,Forest
1644,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1645,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1646,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
1647,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1648,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1649,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland
1650,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1651,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
1652,Forest,Forest,Cropland,Water,Non_Wetland,Wetland
1653,Forest,Forest,Cropland,Water,Non_Wetland,Forest
1654,Forest,Forest,Wetland,NULL,NULL,Wetland
1655,Forest,Forest,Wetland,NULL,Wetland,NULL
1656,Forest,Forest,Wetland,NULL,Wetland,Grassland
1657,Forest,Forest,Wetland,NULL,Wetland,Cropland
1658,Forest,Forest,Wetland,NULL,Wetland,Wetland
1659,Forest,Forest,Wetland,NULL,Wetland,Bareland
1660,Forest,Forest,Wetland,NULL,Wetland,Built-up
1661,Forest,Forest,Wetland,NULL,Wetland,Water
1662,Forest,Forest,Wetland,NULL,Wetland,Forest
1663,Forest,Forest,Wetland,Non_Water,NULL,Wetland
1664,Forest,Forest,Wetland,Non_Water,Wetland,NULL
1665,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
1666,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
1667,Forest,Forest,Wetland,Non_Water,Wetland,Bareland
1668,Forest,Forest,Wetland,Non_Water,Wetland,Water
1669,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1670,Forest,Forest,Wetland,Water,Wetland,NULL
1671,Forest,Forest,Wetland,Water,Wetland,Grassland
1672,Forest,Forest,Wetland,Water,Wetland,Wetland
1673,Forest,Forest,Wetland,Water,Wetland,Bareland
1674,Forest,Forest,Wetland,Water,Wetland,Water
1675,Forest,Forest,Wetland,Water,Wetland,Forest
1676,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1677,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
1678,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1679,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
1680,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1681,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland
1682,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
1683,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1684,Forest,Forest,Built-up,Non_Water,Non_Wetland,Built-up
1685,Forest,Forest,Water,NULL,NULL,Grassland
1686,Forest,Forest,Water,NULL,NULL,Wetland
1687,Forest,Forest,Water,NULL,Water,Grassland
1688,Forest,Forest,Water,NULL,Water,Wetland
1689,Forest,Forest,Water,NULL,Water,Water
1690,Forest,Forest,Water,NULL,Water,Forest
1691,Forest,Forest,Water,Non_Water,NULL,Grassland
1692,Forest,Forest,Water,Non_Water,NULL,Wetland
1693,Forest,Forest,Water,Non_Water,Water,Grassland
1694,Forest,Forest,Water,Non_Water,Water,Wetland
1695,Forest,Forest,Water,Non_Water,Water,Water
1696,Forest,Forest,Water,Non_Water,Water,Forest
1697,Forest,Forest,Water,Water,NULL,Grassland
1698,Forest,Forest,Water,Water,NULL,Wetland
1699,Forest,Forest,Water,Water,NULL,Water
1700,Forest,Forest,Water,Water,Water,Grassland
1701,Forest,Forest,Water,Water,Water,Wetland
1702,Forest,Forest,Water,Water,Water,Water
1703,Forest,Forest,Water,Water,Water,Forest
1704,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1705,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1706,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1707,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1708,Forest,Forest,Forest,NULL,Non_Wetland,Water
1709,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1710,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1711,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
1712,Forest,Forest,Forest,Non_Water,Non_Wetland,Water
1713,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1714,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1715,Forest,Forest,Forest,Water,Non_Wetland,Wetland
1716,Forest,Forest,Forest,Water,Non_Wetland,Water
1717,Forest,Forest,Forest,Water,Non_Wetland,Forest
