Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MXB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MXB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MXB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MXB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MXB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MXB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MXB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MXB_M_R
1068,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1069,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1070,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1071,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1072,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1073,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1074,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1075,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1076,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1077,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1078,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1079,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1080,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1081,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1082,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1083,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1084,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1085,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1086,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1087,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1088,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1089,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1090,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1091,Forest,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1092,Forest,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1093,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1094,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1095,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1096,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1097,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
1098,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
1099,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
1100,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
1101,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1102,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1103,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1104,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1105,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1106,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1107,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1108,Forest,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1109,Forest,Bareland,Water,Water,Water,NULL,NULL,Water
1110,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1111,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1112,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1113,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1114,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1115,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1116,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1117,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1118,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1119,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1120,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1121,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1122,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1123,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1124,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1125,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1126,Forest,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1127,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1128,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1129,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1130,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1131,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1132,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
1133,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1134,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1135,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1136,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1137,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1138,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1139,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1140,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1141,Forest,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1142,Forest,Built-up,Water,NULL,Water,NULL,NULL,Grassland
1143,Forest,Built-up,Water,NULL,Water,NULL,NULL,Water
1144,Forest,Built-up,Water,NULL,Water,NULL,NULL,Forest
1145,Forest,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
1146,Forest,Built-up,Water,Non_Water,Water,NULL,NULL,Water
1147,Forest,Built-up,Water,Water,Water,NULL,NULL,Water
1148,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1149,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1150,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
1151,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1152,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1153,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1154,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1155,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
1156,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1157,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1158,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1159,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1160,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1161,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1162,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1163,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1164,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1165,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1166,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1167,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1168,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1169,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1170,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1171,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1172,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1173,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1174,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1175,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1176,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1177,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1178,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1179,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1180,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1181,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1182,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1183,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1184,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1185,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1186,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1187,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1188,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1189,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1190,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1191,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1192,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1193,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1194,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1195,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1196,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1197,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
1198,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1199,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1200,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
1201,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
1202,Forest,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1203,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1204,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1205,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1206,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1207,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1208,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1209,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1210,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1211,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1212,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1213,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1214,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1215,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1216,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1217,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1218,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
1219,Forest,Water,Water,NULL,Water,NULL,NULL,Bareland
1220,Forest,Water,Water,NULL,Water,NULL,NULL,Water
1221,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
1222,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1223,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
1224,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
1225,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
1226,Forest,Water,Water,Water,Water,NULL,NULL,Water
1227,Forest,Water,Water,Water,Water,NULL,NULL,Forest
1228,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1229,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1230,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1231,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1232,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1233,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1234,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1235,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1236,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1237,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1238,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1239,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1240,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1241,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1242,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1243,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1244,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1245,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
1246,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1247,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1248,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1249,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1250,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1251,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1252,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1253,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1254,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1255,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1256,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1257,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1258,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1259,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1260,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1261,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1262,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1263,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1264,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1265,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1266,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1267,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1268,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1269,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
1270,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1271,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1272,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1273,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1274,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1275,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1276,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1277,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1278,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1279,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1280,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1281,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1282,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1283,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1284,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1285,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1286,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1287,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1288,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1289,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1290,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1291,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1292,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1293,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1294,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1295,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
1296,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1297,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1298,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1299,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1300,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1301,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1302,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1303,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1304,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1305,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
1306,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1307,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1308,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1309,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1310,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1311,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1312,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1313,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1314,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1315,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1316,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1317,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Water
1318,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1319,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
1320,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
1321,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
1322,Forest,Forest,Water,Non_Water,Water,NULL,NULL,NULL
1323,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1324,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
1325,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
1326,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1327,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
1328,Forest,Forest,Water,Water,Water,NULL,NULL,Wetland
1329,Forest,Forest,Water,Water,Water,NULL,NULL,Water
1330,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
1331,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1332,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1333,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1334,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1335,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1336,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1337,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1338,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1339,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1340,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1341,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
