Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NTH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NTH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NTH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NTH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NTH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NTH_M_R
1313,Water,Bareland,NULL,NULL,Non_Wetland,Bareland
1314,Water,Bareland,NULL,NULL,Non_Wetland,Water
1315,Water,Bareland,NULL,NULL,Non_Wetland,Forest
1316,Water,Bareland,NULL,Non_Water,Non_Wetland,Grassland
1317,Water,Bareland,NULL,Non_Water,Non_Wetland,Bareland
1318,Water,Bareland,NULL,Non_Water,Non_Wetland,Water
1319,Water,Bareland,NULL,Non_Water,Non_Wetland,Forest
1320,Water,Bareland,NULL,Water,Non_Wetland,Grassland
1321,Water,Bareland,NULL,Water,Non_Wetland,Bareland
1322,Water,Bareland,NULL,Water,Non_Wetland,Water
1323,Water,Bareland,NULL,Water,Non_Wetland,Forest
1324,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1325,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1326,Water,Bareland,Shrubland,NULL,Non_Wetland,Water
1327,Water,Bareland,Shrubland,NULL,Non_Wetland,Forest
1328,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
1329,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1330,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1331,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
1332,Water,Bareland,Shrubland,Water,Non_Wetland,Grassland
1333,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
1334,Water,Bareland,Shrubland,Water,Non_Wetland,Water
1335,Water,Bareland,Shrubland,Water,Non_Wetland,Forest
1336,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
1337,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
1338,Water,Bareland,Grassland,NULL,Non_Wetland,Built-up
1339,Water,Bareland,Grassland,NULL,Non_Wetland,Water
1340,Water,Bareland,Grassland,NULL,Non_Wetland,Forest
1341,Water,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1342,Water,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1343,Water,Bareland,Grassland,Non_Water,Non_Wetland,Water
1344,Water,Bareland,Grassland,Non_Water,Non_Wetland,Forest
1345,Water,Bareland,Grassland,Water,Non_Wetland,Grassland
1346,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
1347,Water,Bareland,Grassland,Water,Non_Wetland,Water
1348,Water,Bareland,Grassland,Water,Non_Wetland,Forest
1349,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
1350,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
1351,Water,Bareland,Cropland,NULL,Non_Wetland,Water
1352,Water,Bareland,Cropland,NULL,Non_Wetland,Forest
1353,Water,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1354,Water,Bareland,Cropland,Non_Water,Non_Wetland,Water
1355,Water,Bareland,Cropland,Non_Water,Non_Wetland,Forest
1356,Water,Bareland,Cropland,Water,Non_Wetland,Grassland
1357,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
1358,Water,Bareland,Cropland,Water,Non_Wetland,Water
1359,Water,Bareland,Cropland,Water,Non_Wetland,Forest
1360,Water,Bareland,Wetland,NULL,Wetland,Grassland
1361,Water,Bareland,Wetland,NULL,Wetland,Cropland
1362,Water,Bareland,Wetland,NULL,Wetland,Bareland
1363,Water,Bareland,Wetland,NULL,Wetland,Water
1364,Water,Bareland,Wetland,NULL,Wetland,Forest
1365,Water,Bareland,Wetland,Non_Water,Wetland,Grassland
1366,Water,Bareland,Wetland,Non_Water,Wetland,Bareland
1367,Water,Bareland,Wetland,Non_Water,Wetland,Water
1368,Water,Bareland,Wetland,Non_Water,Wetland,Forest
1369,Water,Bareland,Wetland,Water,Wetland,Grassland
1370,Water,Bareland,Wetland,Water,Wetland,Bareland
1371,Water,Bareland,Wetland,Water,Wetland,Water
1372,Water,Bareland,Wetland,Water,Wetland,Forest
1373,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
1374,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1375,Water,Bareland,Bareland,NULL,Non_Wetland,Water
1376,Water,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1377,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1378,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water
1379,Water,Bareland,Bareland,Water,Non_Wetland,Water
1380,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
1381,Water,Bareland,Built-up,NULL,Non_Wetland,Built-up
1382,Water,Bareland,Built-up,NULL,Non_Wetland,Water
1383,Water,Bareland,Built-up,NULL,Non_Wetland,Forest
1384,Water,Bareland,Built-up,Water,Non_Wetland,Water
1385,Water,Bareland,Water,NULL,Water,Grassland
1386,Water,Bareland,Water,NULL,Water,Bareland
1387,Water,Bareland,Water,NULL,Water,Water
1388,Water,Bareland,Water,NULL,Water,Forest
1389,Water,Bareland,Water,Non_Water,Water,Grassland
1390,Water,Bareland,Water,Non_Water,Water,Bareland
1391,Water,Bareland,Water,Non_Water,Water,Water
1392,Water,Bareland,Water,Non_Water,Water,Forest
1393,Water,Bareland,Water,Water,Water,Grassland
1394,Water,Bareland,Water,Water,Water,Bareland
1395,Water,Bareland,Water,Water,Water,Water
1396,Water,Bareland,Water,Water,Water,Forest
1397,Water,Bareland,Forest,NULL,Non_Wetland,Grassland
1398,Water,Bareland,Forest,NULL,Non_Wetland,Bareland
1399,Water,Bareland,Forest,NULL,Non_Wetland,Water
1400,Water,Bareland,Forest,NULL,Non_Wetland,Forest
1401,Water,Bareland,Forest,Non_Water,Non_Wetland,Grassland
1402,Water,Bareland,Forest,Non_Water,Non_Wetland,Bareland
1403,Water,Bareland,Forest,Non_Water,Non_Wetland,Water
1404,Water,Bareland,Forest,Non_Water,Non_Wetland,Forest
1405,Water,Bareland,Forest,Water,Non_Wetland,Grassland
1406,Water,Bareland,Forest,Water,Non_Wetland,Bareland
1407,Water,Bareland,Forest,Water,Non_Wetland,Water
1408,Water,Bareland,Forest,Water,Non_Wetland,Forest
1409,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1410,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1411,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
1412,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1413,Water,Built-up,Grassland,NULL,Non_Wetland,Forest
1414,Water,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
1415,Water,Built-up,Wetland,NULL,Wetland,Grassland
1416,Water,Built-up,Wetland,NULL,Wetland,Bareland
1417,Water,Built-up,Wetland,NULL,Wetland,Forest
1418,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland
1419,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up
1420,Water,Built-up,Built-up,NULL,Non_Wetland,Forest
1421,Water,Built-up,Water,NULL,Water,Bareland
1422,Water,Built-up,Water,Water,Water,Grassland
1423,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
1424,Water,Built-up,Forest,NULL,Non_Wetland,Bareland
1425,Water,Built-up,Forest,NULL,Non_Wetland,Built-up
1426,Water,Built-up,Forest,NULL,Non_Wetland,Forest
1427,Water,Built-up,Forest,Non_Water,Non_Wetland,Water
1428,Water,Built-up,Forest,Non_Water,Non_Wetland,Forest
1429,Water,Built-up,Forest,Water,Non_Wetland,Grassland
1430,Water,Water,NULL,NULL,Non_Wetland,Grassland
1431,Water,Water,NULL,NULL,Non_Wetland,Bareland
1432,Water,Water,NULL,NULL,Non_Wetland,Water
1433,Water,Water,NULL,NULL,Non_Wetland,Forest
1434,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
1435,Water,Water,NULL,Non_Water,Non_Wetland,Bareland
1436,Water,Water,NULL,Non_Water,Non_Wetland,Water
1437,Water,Water,NULL,Non_Water,Non_Wetland,Forest
1438,Water,Water,NULL,Water,Non_Wetland,Grassland
1439,Water,Water,NULL,Water,Non_Wetland,Bareland
1440,Water,Water,NULL,Water,Non_Wetland,Water
1441,Water,Water,NULL,Water,Non_Wetland,Forest
1442,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1443,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1444,Water,Water,Shrubland,NULL,Non_Wetland,Built-up
1445,Water,Water,Shrubland,NULL,Non_Wetland,Water
1446,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1447,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1448,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1449,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1450,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1451,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1452,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1453,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1454,Water,Water,Shrubland,Water,Non_Wetland,Water
1455,Water,Water,Shrubland,Water,Non_Wetland,Forest
1456,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1457,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1458,Water,Water,Grassland,NULL,Non_Wetland,Built-up
1459,Water,Water,Grassland,NULL,Non_Wetland,Water
1460,Water,Water,Grassland,NULL,Non_Wetland,Forest
1461,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1462,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1463,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1464,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1465,Water,Water,Grassland,Water,Non_Wetland,Grassland
1466,Water,Water,Grassland,Water,Non_Wetland,Bareland
1467,Water,Water,Grassland,Water,Non_Wetland,Water
1468,Water,Water,Grassland,Water,Non_Wetland,Forest
1469,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1470,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1471,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1472,Water,Water,Cropland,NULL,Non_Wetland,Water
1473,Water,Water,Cropland,NULL,Non_Wetland,Forest
1474,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1475,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1476,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1477,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1478,Water,Water,Cropland,Water,Non_Wetland,Grassland
1479,Water,Water,Cropland,Water,Non_Wetland,Bareland
1480,Water,Water,Cropland,Water,Non_Wetland,Water
1481,Water,Water,Cropland,Water,Non_Wetland,Forest
1482,Water,Water,Wetland,NULL,Wetland,Grassland
1483,Water,Water,Wetland,NULL,Wetland,Wetland
1484,Water,Water,Wetland,NULL,Wetland,Bareland
1485,Water,Water,Wetland,NULL,Wetland,Built-up
1486,Water,Water,Wetland,NULL,Wetland,Water
1487,Water,Water,Wetland,NULL,Wetland,Forest
1488,Water,Water,Wetland,Non_Water,Wetland,Grassland
1489,Water,Water,Wetland,Non_Water,Wetland,Wetland
1490,Water,Water,Wetland,Non_Water,Wetland,Bareland
1491,Water,Water,Wetland,Non_Water,Wetland,Water
1492,Water,Water,Wetland,Non_Water,Wetland,Forest
1493,Water,Water,Wetland,Water,Wetland,Grassland
1494,Water,Water,Wetland,Water,Wetland,Wetland
1495,Water,Water,Wetland,Water,Wetland,Bareland
1496,Water,Water,Wetland,Water,Wetland,Water
1497,Water,Water,Wetland,Water,Wetland,Forest
1498,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1499,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1500,Water,Water,Bareland,NULL,Non_Wetland,Built-up
1501,Water,Water,Bareland,NULL,Non_Wetland,Water
1502,Water,Water,Bareland,NULL,Non_Wetland,Forest
1503,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1504,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1505,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1506,Water,Water,Bareland,Water,Non_Wetland,Grassland
1507,Water,Water,Bareland,Water,Non_Wetland,Bareland
1508,Water,Water,Bareland,Water,Non_Wetland,Water
1509,Water,Water,Bareland,Water,Non_Wetland,Forest
1510,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1511,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1512,Water,Water,Built-up,NULL,Non_Wetland,Built-up
1513,Water,Water,Built-up,NULL,Non_Wetland,Water
1514,Water,Water,Built-up,NULL,Non_Wetland,Forest
1515,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
1516,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
1517,Water,Water,Built-up,Water,Non_Wetland,Grassland
1518,Water,Water,Built-up,Water,Non_Wetland,Bareland
1519,Water,Water,Built-up,Water,Non_Wetland,Water
1520,Water,Water,Built-up,Water,Non_Wetland,Forest
1521,Water,Water,Water,NULL,Water,NULL
1522,Water,Water,Water,NULL,Water,Grassland
1523,Water,Water,Water,NULL,Water,Bareland
1524,Water,Water,Water,NULL,Water,Built-up
1525,Water,Water,Water,NULL,Water,Water
1526,Water,Water,Water,NULL,Water,Forest
1527,Water,Water,Water,Non_Water,Water,Grassland
1528,Water,Water,Water,Non_Water,Water,Bareland
1529,Water,Water,Water,Non_Water,Water,Water
1530,Water,Water,Water,Non_Water,Water,Forest
1531,Water,Water,Water,Water,Water,Grassland
1532,Water,Water,Water,Water,Water,Wetland
1533,Water,Water,Water,Water,Water,Bareland
1534,Water,Water,Water,Water,Water,Built-up
1535,Water,Water,Water,Water,Water,Water
1536,Water,Water,Water,Water,Water,Forest
1537,Water,Water,Forest,NULL,Non_Wetland,Grassland
1538,Water,Water,Forest,NULL,Non_Wetland,Cropland
1539,Water,Water,Forest,NULL,Non_Wetland,Wetland
1540,Water,Water,Forest,NULL,Non_Wetland,Bareland
1541,Water,Water,Forest,NULL,Non_Wetland,Built-up
1542,Water,Water,Forest,NULL,Non_Wetland,Water
1543,Water,Water,Forest,NULL,Non_Wetland,Forest
1544,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1545,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
1546,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
1547,Water,Water,Forest,Non_Water,Non_Wetland,Water
1548,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1549,Water,Water,Forest,Water,Non_Wetland,Grassland
1550,Water,Water,Forest,Water,Non_Wetland,Wetland
1551,Water,Water,Forest,Water,Non_Wetland,Bareland
1552,Water,Water,Forest,Water,Non_Wetland,Water
1553,Water,Water,Forest,Water,Non_Wetland,Forest
1554,Water,Forest,NULL,NULL,Non_Wetland,NULL
1555,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1556,Water,Forest,NULL,NULL,Non_Wetland,Bareland
1557,Water,Forest,NULL,NULL,Non_Wetland,Forest
1558,Water,Forest,NULL,Non_Water,Non_Wetland,Forest
1559,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1560,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1561,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland
1562,Water,Forest,Shrubland,NULL,Non_Wetland,Water
1563,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1564,Water,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1565,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1566,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
1567,Water,Forest,Grassland,NULL,Non_Wetland,Bareland
1568,Water,Forest,Grassland,NULL,Non_Wetland,Forest
1569,Water,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1570,Water,Forest,Grassland,Non_Water,Non_Wetland,Forest
1571,Water,Forest,Grassland,Water,Non_Wetland,Forest
1572,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
1573,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1574,Water,Forest,Wetland,NULL,Wetland,Grassland
1575,Water,Forest,Wetland,NULL,Wetland,Bareland
1576,Water,Forest,Wetland,NULL,Wetland,Water
1577,Water,Forest,Wetland,NULL,Wetland,Forest
1578,Water,Forest,Wetland,Non_Water,Wetland,Grassland
1579,Water,Forest,Wetland,Non_Water,Wetland,Water
1580,Water,Forest,Wetland,Non_Water,Wetland,Forest
1581,Water,Forest,Wetland,Water,Wetland,Forest
1582,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1583,Water,Forest,Built-up,NULL,Non_Wetland,Forest
1584,Water,Forest,Water,NULL,Water,Water
1585,Water,Forest,Water,NULL,Water,Forest
1586,Water,Forest,Water,Non_Water,Water,Grassland
1587,Water,Forest,Water,Non_Water,Water,Water
1588,Water,Forest,Water,Non_Water,Water,Forest
1589,Water,Forest,Water,Water,Water,Water
1590,Water,Forest,Water,Water,Water,Forest
1591,Water,Forest,Forest,NULL,Non_Wetland,NULL
1592,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1593,Water,Forest,Forest,NULL,Non_Wetland,Bareland
1594,Water,Forest,Forest,NULL,Non_Wetland,Built-up
1595,Water,Forest,Forest,NULL,Non_Wetland,Water
1596,Water,Forest,Forest,NULL,Non_Wetland,Forest
1597,Water,Forest,Forest,Non_Water,Non_Wetland,Bareland
1598,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
1599,Water,Forest,Forest,Water,Non_Wetland,Grassland
1600,Water,Forest,Forest,Water,Non_Wetland,Forest
1601,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland
1602,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland
1603,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Forest
1604,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland
1605,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland
1606,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Forest
1607,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland
1608,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland
1609,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Forest
1610,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland
1611,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Forest
1612,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Forest
1613,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland
1614,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Forest
1615,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland
1616,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Forest
1617,Permanent_ice_and_snow,NULL,Water,NULL,Water,Grassland
1618,Permanent_ice_and_snow,NULL,Water,NULL,Water,Bareland
1619,Permanent_ice_and_snow,NULL,Water,NULL,Water,Forest
1620,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL
1621,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland
1622,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland
1623,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Water
1624,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest
1625,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,Forest
1626,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,Forest
1627,Permanent_ice_and_snow,Bareland,Wetland,Non_Water,Wetland,Bareland
1628,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,Water
1629,Permanent_ice_and_snow,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1630,Permanent_ice_and_snow,Bareland,Water,Water,Water,Water
1631,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,Bareland
1632,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1633,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Forest
1634,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Forest
1635,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Forest
1636,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Grassland
1637,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Bareland
1638,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Forest
1639,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Bareland
1640,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Water
1641,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Forest
1642,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water
1643,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Forest
1644,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Water
1645,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Forest
1646,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water
1647,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Forest
1648,Permanent_ice_and_snow,Water,Built-up,NULL,Non_Wetland,Bareland
1649,Permanent_ice_and_snow,Water,Built-up,Non_Water,Non_Wetland,Bareland
1650,Permanent_ice_and_snow,Water,Water,NULL,Water,Water
1651,Permanent_ice_and_snow,Water,Water,NULL,Water,Forest
1652,Permanent_ice_and_snow,Water,Water,Non_Water,Water,Water
1653,Permanent_ice_and_snow,Water,Water,Water,Water,Bareland
1654,Permanent_ice_and_snow,Water,Water,Water,Water,Water
1655,Permanent_ice_and_snow,Water,Water,Water,Water,Forest
1656,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Grassland
1657,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Bareland
1658,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Water
1659,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Forest
1660,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,Water
1661,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,Forest
1662,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,Bareland
1663,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,Water
1664,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,Forest
1665,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Forest
1666,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland
1667,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Forest
1668,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Forest
1669,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Forest
1670,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL
1671,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland
1672,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Bareland
1673,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Water
1674,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest
1675,Permanent_ice_and_snow,Forest,Forest,Water,Non_Wetland,Forest
1676,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1677,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1678,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1679,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
1680,Forest,NULL,NULL,NULL,Non_Wetland,Water
1681,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1682,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
1683,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland
1684,Forest,NULL,NULL,Non_Water,Non_Wetland,Water
1685,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
1686,Forest,NULL,NULL,Water,Non_Wetland,Grassland
1687,Forest,NULL,NULL,Water,Non_Wetland,Water
1688,Forest,NULL,NULL,Water,Non_Wetland,Forest
1689,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1690,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1691,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1692,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1693,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1694,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1695,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
1696,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1697,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1698,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1699,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water
1700,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1701,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1702,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland
1703,Forest,NULL,Shrubland,Water,Non_Wetland,Water
1704,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1705,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1706,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1707,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1708,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1709,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
1710,Forest,NULL,Grassland,NULL,Non_Wetland,Water
1711,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1712,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1713,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1714,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water
1715,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
1716,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
1717,Forest,NULL,Grassland,Water,Non_Wetland,Bareland
1718,Forest,NULL,Grassland,Water,Non_Wetland,Water
1719,Forest,NULL,Grassland,Water,Non_Wetland,Forest
1720,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1721,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1722,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1723,Forest,NULL,Cropland,NULL,Non_Wetland,Water
1724,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1725,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1726,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water
1727,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
1728,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1729,Forest,NULL,Cropland,Water,Non_Wetland,Water
1730,Forest,NULL,Cropland,Water,Non_Wetland,Forest
1731,Forest,NULL,Wetland,NULL,Wetland,Grassland
1732,Forest,NULL,Wetland,NULL,Wetland,Water
1733,Forest,NULL,Wetland,NULL,Wetland,Forest
1734,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
1735,Forest,NULL,Wetland,Non_Water,Wetland,Bareland
1736,Forest,NULL,Wetland,Non_Water,Wetland,Water
1737,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1738,Forest,NULL,Wetland,Water,Wetland,Grassland
1739,Forest,NULL,Wetland,Water,Wetland,Bareland
1740,Forest,NULL,Wetland,Water,Wetland,Water
1741,Forest,NULL,Wetland,Water,Wetland,Forest
