Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LXH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LXH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LXH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LXH_M_R
10180,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
10181,Forest,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Grassland
10182,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
10183,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
10184,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
10185,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
10186,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Bareland
10187,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Water
10188,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
10189,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
10190,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Grassland
10191,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Forest
10192,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Water,Grassland
10193,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Forest,Grassland
10194,Forest,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
10195,Forest,NULL,Forest,Water,Non_Wetland,Water,Grassland,Forest
10196,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
10197,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
10198,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Water
10199,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Forest
10200,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
10201,Forest,NULL,Forest,Water,Non_Wetland,Forest,NULL,Grassland
10202,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
10203,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
10204,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
10205,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
10206,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
10207,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
10208,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
10209,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
10210,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
10211,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
10212,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
10213,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
10214,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
10215,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
10216,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
10217,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
10218,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
10219,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
10220,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
10221,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
10222,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
10223,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
10224,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
10225,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
10226,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
10227,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
10228,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
10229,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
10230,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
10231,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
10232,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Cropland
10233,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
10234,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
10235,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
10236,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
10237,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
10238,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
10239,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
10240,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
10241,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
10242,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
10243,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
10244,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
10245,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
10246,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
10247,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
10248,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
10249,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
10250,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
10251,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
10252,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
10253,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
10254,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
10255,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
10256,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
10257,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
10258,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
10259,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
10260,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
10261,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
10262,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Cropland
10263,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
10264,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
10265,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
10266,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
10267,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
10268,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
10269,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
10270,Forest,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Grassland
10271,Forest,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Forest
10272,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
10273,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,NULL
10274,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
10275,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
10276,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
10277,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
10278,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
10279,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
10280,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10281,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
10282,Forest,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
10283,Forest,Cropland,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
10284,Forest,Cropland,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
10285,Forest,Cropland,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
10286,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
10287,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
10288,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
10289,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
10290,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
10291,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
10292,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
10293,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
10294,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
10295,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
10296,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
10297,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
10298,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
10299,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
10300,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10301,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
10302,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
10303,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
10304,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
10305,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
10306,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
10307,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
10308,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
10309,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
10310,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
10311,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
10312,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
10313,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
10314,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
10315,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
10316,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
10317,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
10318,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
10319,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
10320,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
10321,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
10322,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
10323,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
10324,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
10325,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
10326,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
10327,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
10328,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
10329,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
10330,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
10331,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
10332,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
10333,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
10334,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
10335,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
10336,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
10337,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
10338,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Cropland
10339,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
10340,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
10341,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
10342,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
10343,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
10344,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
10345,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
10346,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10347,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
10348,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
10349,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
10350,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
10351,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
10352,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
10353,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
10354,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
10355,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
10356,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
10357,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
10358,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
10359,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
10360,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
10361,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
10362,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
10363,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
10364,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
10365,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
10366,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
10367,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
10368,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
10369,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
10370,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
10371,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
10372,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
10373,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
10374,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
10375,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
10376,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
10377,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
10378,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
10379,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
10380,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
10381,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
10382,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
10383,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
10384,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
10385,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
10386,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
10387,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10388,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
10389,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
10390,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
10391,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
10392,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
10393,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
10394,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
10395,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
10396,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
10397,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
10398,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
10399,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
10400,Forest,Cropland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
10401,Forest,Cropland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
10402,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
10403,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
10404,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
10405,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10406,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
10407,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Cropland
10408,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
10409,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
10410,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
10411,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
10412,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
10413,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Wetland,Forest
10414,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
10415,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10416,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
10417,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
10418,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
10419,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
10420,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
10421,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
10422,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
10423,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
10424,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
10425,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10426,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
10427,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
10428,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
10429,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
10430,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
10431,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
10432,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10433,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
10434,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
10435,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
10436,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
10437,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
10438,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
10439,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
10440,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
10441,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
10442,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
10443,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
10444,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
10445,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
10446,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
10447,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
10448,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
10449,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
10450,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
10451,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
10452,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
10453,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
10454,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
10455,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
10456,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
10457,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
10458,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
10459,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
10460,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
10461,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
10462,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
10463,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
10464,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
10465,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
10466,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
10467,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
10468,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
10469,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
10470,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
10471,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
10472,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
10473,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
10474,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
10475,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
10476,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
10477,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
10478,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
10479,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
10480,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10481,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
10482,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
10483,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
10484,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
10485,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
10486,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Cropland
10487,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
10488,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
10489,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
10490,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
10491,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
10492,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
10493,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
10494,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
10495,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
10496,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
10497,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
10498,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
