Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LTH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LTH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LTH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LTH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LTH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LTH_M_R
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Built-up
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Built-up
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
436,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
437,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
438,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
439,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
440,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
441,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
442,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
443,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
444,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
445,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
446,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
447,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
448,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
449,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
450,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
451,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
452,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
453,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
454,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
455,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
456,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
457,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
458,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
459,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
460,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
461,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
462,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
463,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
464,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
465,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
466,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
467,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
468,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
469,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
470,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Forest
471,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Grassland,Forest
472,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
473,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
474,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
475,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
476,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
477,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
478,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
479,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
480,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
481,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Grassland
482,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
483,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
484,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
485,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
486,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
487,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
488,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Forest
489,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
490,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Cropland
491,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
492,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
493,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Grassland
494,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Forest
495,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
496,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Forest
497,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
498,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
499,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
500,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Forest,Grassland
501,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
502,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Forest
503,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
504,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Cropland
505,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Forest
506,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
507,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Cropland
508,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
509,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
510,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
511,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
512,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
513,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
514,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Grassland
515,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Forest
516,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
517,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Grassland
518,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Cropland
519,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
520,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Grassland,Grassland
521,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Grassland,Wetland
522,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
523,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
524,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
525,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
526,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
527,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
528,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
529,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
530,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
531,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
532,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
533,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
534,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
535,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
536,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
537,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
538,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
539,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
540,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
541,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
542,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
543,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
544,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
545,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
546,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
547,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
548,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
549,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
550,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
551,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
552,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
553,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
554,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
555,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
556,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
557,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
558,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
559,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
560,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
561,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
562,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
563,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
564,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
565,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
566,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
567,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
568,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
569,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
570,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
571,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
572,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
573,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
574,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
575,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
576,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
577,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
578,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
579,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
580,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
581,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
582,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
583,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
584,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
585,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
586,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
587,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
588,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
589,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
590,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
591,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
592,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
593,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
594,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
595,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
596,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
597,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
598,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
599,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
600,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
601,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
602,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
603,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
604,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
605,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
606,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
607,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
608,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
609,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
610,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
611,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
612,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
613,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
614,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
615,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
616,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
617,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
618,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
619,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
620,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
621,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
622,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
623,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
624,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
625,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
626,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
627,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
628,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
629,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
630,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
631,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
632,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
633,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
634,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
635,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
636,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
637,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
638,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
639,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
640,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
641,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
642,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
643,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
644,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
645,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
646,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
647,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
648,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
649,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
650,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
651,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
652,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
653,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
654,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
655,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
