Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LVG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LVG_M_R
6642,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
6643,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
6644,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6645,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
6646,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
6647,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
6648,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
6649,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
6650,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
6651,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
6652,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
6653,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
6654,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6655,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
6656,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
6657,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6658,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6659,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
6660,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
6661,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6662,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
6663,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
6664,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
6665,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6666,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
6667,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
6668,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Built-up
6669,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
6670,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
6671,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
6672,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
6673,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
6674,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
6675,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
6676,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
6677,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
6678,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
6679,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
6680,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
6681,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
6682,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
6683,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
6684,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
6685,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
6686,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
6687,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
6688,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Wetland,Cropland
6689,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
6690,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
6691,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
6692,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Bareland
6693,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
6694,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
6695,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
6696,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
6697,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
6698,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
6699,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
6700,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
6701,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
6702,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Bareland
6703,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
6704,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
6705,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
6706,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
6707,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
6708,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
6709,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Water
6710,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
6711,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
6712,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
6713,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Cropland
6714,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
6715,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Built-up
6716,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
6717,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
6718,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
6719,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
6720,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
6721,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
6722,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6723,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
6724,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
6725,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6726,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
6727,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
6728,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
6729,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
6730,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
6731,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
6732,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
6733,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
6734,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
6735,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Cropland
6736,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
6737,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
6738,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
6739,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
6740,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
6741,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
6742,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
6743,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
6744,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
6745,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
6746,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Wetland
6747,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
6748,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,NULL
6749,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
6750,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
6751,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
6752,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
6753,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
6754,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
6755,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
6756,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
6757,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Water
6758,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
6759,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
6760,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
6761,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Wetland
6762,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
6763,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
6764,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
6765,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
6766,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Built-up
6767,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
6768,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
6769,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
6770,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
6771,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
6772,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
6773,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
6774,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
6775,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
6776,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
6777,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
6778,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6779,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6780,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
6781,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
6782,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6783,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
6784,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
6785,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
6786,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
6787,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
6788,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
6789,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
6790,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Wetland,Forest
6791,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Forest,Forest
6792,Forest,Forest,NULL,Water,Non_Wetland,Wetland,NULL,Forest
6793,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
6794,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
6795,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
6796,Forest,Forest,NULL,Water,Non_Wetland,Forest,NULL,Forest
6797,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
6798,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
6799,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
6800,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
6801,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6802,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
6803,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6804,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
6805,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6806,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
6807,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
6808,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
6809,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6810,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
6811,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
6812,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
6813,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
6814,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
6815,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
6816,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
6817,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
6818,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
6819,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
6820,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
6821,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6822,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6823,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
6824,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6825,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6826,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6827,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6828,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6829,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6830,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6831,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
6832,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6833,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
6834,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6835,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
6836,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Built-up
6837,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
6838,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6839,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
6840,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
6841,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
6842,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
6843,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6844,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
6845,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
6846,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
6847,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
6848,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
6849,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6850,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
6851,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6852,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6853,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6854,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6855,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6856,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
6857,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6858,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6859,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
6860,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6861,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6862,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
6863,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6864,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
6865,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
6866,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
6867,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6868,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
6869,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
6870,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
6871,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
6872,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
6873,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
6874,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
6875,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
6876,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
6877,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
6878,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
6879,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
6880,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
6881,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
6882,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6883,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6884,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
6885,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
6886,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
6887,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
6888,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
6889,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
6890,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
6891,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
6892,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
6893,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
6894,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
6895,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
6896,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
6897,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
6898,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
6899,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6900,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
6901,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
6902,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
6903,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
6904,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6905,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6906,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
6907,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
6908,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
6909,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
6910,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
6911,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
6912,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Cropland
6913,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
6914,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Built-up
6915,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
6916,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6917,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
6918,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
6919,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6920,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6921,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6922,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
6923,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6924,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6925,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6926,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6927,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
6928,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6929,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
6930,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6931,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
6932,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
6933,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
6934,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
6935,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
6936,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
6937,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
6938,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
6939,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
6940,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
6941,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
6942,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
6943,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
6944,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
6945,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
6946,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
6947,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
6948,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
6949,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
6950,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
6951,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
6952,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
6953,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
6954,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
6955,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
6956,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
6957,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
6958,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
6959,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
6960,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
6961,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Built-up
6962,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
6963,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
6964,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
6965,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
6966,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
6967,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Built-up
