Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LUG_M_R
322,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
323,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
324,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
325,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
326,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
327,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
328,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
329,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
330,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
331,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
332,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
333,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
334,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
335,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
336,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
337,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
338,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
339,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
340,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
341,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
342,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
343,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
344,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
345,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
346,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
347,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
348,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
349,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
350,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
351,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
352,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
353,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
354,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
355,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
356,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
357,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
358,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
359,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
360,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
361,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
362,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
363,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
364,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
365,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
366,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
367,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
368,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
369,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
370,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
371,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
372,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
373,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
374,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
375,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
376,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
377,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
378,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
379,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
380,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
381,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
382,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
383,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
384,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
385,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
386,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
387,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
388,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
389,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
390,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
391,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
392,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
393,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
394,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
395,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
396,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
397,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
398,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
399,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
400,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
401,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
402,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
403,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
404,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Built-up
405,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
406,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
407,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
408,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
409,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
410,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
411,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
412,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
413,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
414,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
415,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
416,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
417,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
418,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
419,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
420,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
421,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
422,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
423,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
424,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
425,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
426,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
427,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
428,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
429,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
430,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
431,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
432,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
433,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
434,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
435,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
436,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
437,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
438,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
439,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
440,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
441,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
442,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
443,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
444,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
445,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
446,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
447,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
448,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
449,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
450,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
451,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
452,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
453,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
454,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
455,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
456,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
457,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
458,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
459,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
460,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
461,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
462,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
463,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
464,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
465,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
466,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
467,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
468,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
469,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
470,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
471,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
472,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
473,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
474,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
475,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
476,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
477,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
478,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
479,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
480,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
481,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
482,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
483,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
484,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
485,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
486,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
487,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
488,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
489,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
490,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
491,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
492,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,NULL
493,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
494,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
495,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
496,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
497,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
498,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
499,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
500,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
501,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
502,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
503,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
504,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
505,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
506,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
507,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
508,NULL,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
509,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
510,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
511,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
512,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
513,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
514,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
515,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
516,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
517,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
518,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
519,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
520,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
521,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
522,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
523,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
524,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Water
525,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
526,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
527,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
528,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
529,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
530,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,NULL
531,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
532,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
533,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
534,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
535,NULL,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
536,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
537,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
538,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
539,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
540,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
541,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
542,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
543,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
544,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
545,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
546,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
547,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
548,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
549,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
550,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
551,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
552,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
553,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
554,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
555,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
556,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Grassland,Grassland
557,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Forest,Grassland
558,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,NULL
559,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
560,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Cropland
561,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Bareland
562,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,NULL
563,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
564,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
565,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Grassland
566,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,NULL
567,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Grassland
568,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
569,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
570,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Grassland,Grassland
571,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
572,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Forest
573,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,NULL
574,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
575,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
576,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
577,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
578,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
579,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
580,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
581,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
582,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
583,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
584,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
585,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
586,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
587,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
588,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
589,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
590,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
591,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
592,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
593,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
594,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
595,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
596,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
597,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
598,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
599,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
600,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
601,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
602,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
603,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
604,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
605,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
606,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
607,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Cropland
608,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
609,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
610,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
611,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
612,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
613,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
614,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
615,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
616,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
617,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
618,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
619,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
620,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
621,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
622,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
623,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
624,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
625,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
626,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
627,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
628,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
629,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
630,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
631,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
632,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
633,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
634,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
635,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
636,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
637,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
638,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
639,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
640,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
641,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,NULL
642,NULL,NULL,Water,NULL,Water,Shrubland,Wetland,Grassland
643,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
644,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Wetland
645,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Forest
646,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
647,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Wetland
648,NULL,NULL,Water,NULL,Water,Grassland,Built-up,Grassland
649,NULL,NULL,Water,NULL,Water,Grassland,Water,Grassland
650,NULL,NULL,Water,NULL,Water,Grassland,Water,Water
651,NULL,NULL,Water,NULL,Water,Cropland,NULL,Forest
652,NULL,NULL,Water,NULL,Water,Cropland,Grassland,Grassland
653,NULL,NULL,Water,NULL,Water,Wetland,Shrubland,Wetland
654,NULL,NULL,Water,NULL,Water,Wetland,Water,Grassland
655,NULL,NULL,Water,NULL,Water,Wetland,Water,Wetland
656,NULL,NULL,Water,NULL,Water,Wetland,Water,Water
657,NULL,NULL,Water,NULL,Water,Wetland,Forest,Grassland
