Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MRQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MRQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MRQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MRQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MRQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MRQ_M_R
1328,Forest,Wetland,Water,Non_Water,Water,Water
1329,Forest,Wetland,Water,Water,Water,Water
1330,Forest,Wetland,Water,Water,Water,Forest
1331,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1332,Forest,Wetland,Forest,NULL,Non_Wetland,Water
1333,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1334,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
1335,Forest,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1336,Forest,Bareland,Shrubland,NULL,Non_Wetland,Water
1337,Forest,Bareland,Shrubland,NULL,Non_Wetland,Forest
1338,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1339,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
1340,Forest,Bareland,Shrubland,Water,Non_Wetland,Water
1341,Forest,Bareland,Shrubland,Water,Non_Wetland,Forest
1342,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1343,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Water
1344,Forest,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1345,Forest,Bareland,Cropland,Non_Water,Non_Wetland,Forest
1346,Forest,Bareland,Cropland,Water,Non_Wetland,Bareland
1347,Forest,Bareland,Cropland,Water,Non_Wetland,Water
1348,Forest,Bareland,Wetland,NULL,Wetland,Water
1349,Forest,Bareland,Wetland,Non_Water,Wetland,Bareland
1350,Forest,Bareland,Wetland,Non_Water,Wetland,Water
1351,Forest,Bareland,Wetland,Water,Wetland,Water
1352,Forest,Bareland,Wetland,Water,Wetland,Forest
1353,Forest,Bareland,Bareland,NULL,Non_Wetland,Grassland
1354,Forest,Bareland,Bareland,NULL,Non_Wetland,Bareland
1355,Forest,Bareland,Bareland,NULL,Non_Wetland,Forest
1356,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1357,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1358,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Water
1359,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Forest
1360,Forest,Bareland,Bareland,Water,Non_Wetland,Grassland
1361,Forest,Bareland,Bareland,Water,Non_Wetland,Bareland
1362,Forest,Bareland,Bareland,Water,Non_Wetland,Water
1363,Forest,Bareland,Bareland,Water,Non_Wetland,Forest
1364,Forest,Bareland,Water,NULL,Water,Forest
1365,Forest,Bareland,Water,Non_Water,Water,Water
1366,Forest,Bareland,Water,Water,Water,Water
1367,Forest,Bareland,Forest,NULL,Non_Wetland,Water
1368,Forest,Bareland,Forest,NULL,Non_Wetland,Forest
1369,Forest,Bareland,Forest,Non_Water,Non_Wetland,Water
1370,Forest,Bareland,Forest,Water,Non_Wetland,Water
1371,Forest,Bareland,Forest,Water,Non_Wetland,Forest
1372,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1373,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1374,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water
1375,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1376,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Water
1377,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1378,Forest,Built-up,Shrubland,Water,Non_Wetland,Forest
1379,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1380,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
1381,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1382,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1383,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
1384,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1385,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Forest
1386,Forest,Built-up,Wetland,NULL,Wetland,Forest
1387,Forest,Built-up,Wetland,Non_Water,Wetland,Forest
1388,Forest,Built-up,Wetland,Water,Wetland,Water
1389,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland
1390,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
1391,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
1392,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
1393,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1394,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1395,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
1396,Forest,Built-up,Forest,NULL,Non_Wetland,Water
1397,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1398,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest
1399,Forest,Built-up,Forest,Water,Non_Wetland,Forest
1400,Forest,Water,NULL,NULL,Non_Wetland,Water
1401,Forest,Water,NULL,NULL,Non_Wetland,Forest
1402,Forest,Water,NULL,Non_Water,Non_Wetland,Water
1403,Forest,Water,NULL,Non_Water,Non_Wetland,Forest
1404,Forest,Water,NULL,Water,Non_Wetland,Water
1405,Forest,Water,NULL,Water,Non_Wetland,Forest
1406,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1407,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
1408,Forest,Water,Shrubland,NULL,Non_Wetland,Built-up
1409,Forest,Water,Shrubland,NULL,Non_Wetland,Water
1410,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1411,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1412,Forest,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1413,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1414,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water
1415,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
1416,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
1417,Forest,Water,Shrubland,Water,Non_Wetland,Bareland
1418,Forest,Water,Shrubland,Water,Non_Wetland,Water
1419,Forest,Water,Shrubland,Water,Non_Wetland,Forest
1420,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
1421,Forest,Water,Grassland,NULL,Non_Wetland,Bareland
1422,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1423,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland
1424,Forest,Water,Grassland,Non_Water,Non_Wetland,Water
1425,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest
1426,Forest,Water,Grassland,Water,Non_Wetland,Water
1427,Forest,Water,Grassland,Water,Non_Wetland,Forest
1428,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1429,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
1430,Forest,Water,Cropland,NULL,Non_Wetland,Water
1431,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1432,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland
1433,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland
1434,Forest,Water,Cropland,Non_Water,Non_Wetland,Water
1435,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
1436,Forest,Water,Cropland,Water,Non_Wetland,Grassland
1437,Forest,Water,Cropland,Water,Non_Wetland,Bareland
1438,Forest,Water,Cropland,Water,Non_Wetland,Water
1439,Forest,Water,Cropland,Water,Non_Wetland,Forest
1440,Forest,Water,Wetland,NULL,Wetland,Grassland
1441,Forest,Water,Wetland,NULL,Wetland,Bareland
1442,Forest,Water,Wetland,NULL,Wetland,Water
1443,Forest,Water,Wetland,NULL,Wetland,Forest
1444,Forest,Water,Wetland,Non_Water,Wetland,Grassland
1445,Forest,Water,Wetland,Non_Water,Wetland,Bareland
1446,Forest,Water,Wetland,Non_Water,Wetland,Water
1447,Forest,Water,Wetland,Non_Water,Wetland,Forest
1448,Forest,Water,Wetland,Water,Wetland,Grassland
1449,Forest,Water,Wetland,Water,Wetland,Bareland
1450,Forest,Water,Wetland,Water,Wetland,Water
1451,Forest,Water,Wetland,Water,Wetland,Forest
1452,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1453,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
1454,Forest,Water,Bareland,NULL,Non_Wetland,Water
1455,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1456,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland
1457,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland
1458,Forest,Water,Bareland,Non_Water,Non_Wetland,Water
1459,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
1460,Forest,Water,Bareland,Water,Non_Wetland,Grassland
1461,Forest,Water,Bareland,Water,Non_Wetland,Bareland
1462,Forest,Water,Bareland,Water,Non_Wetland,Water
1463,Forest,Water,Bareland,Water,Non_Wetland,Forest
1464,Forest,Water,Built-up,NULL,Non_Wetland,Water
1465,Forest,Water,Built-up,NULL,Non_Wetland,Forest
1466,Forest,Water,Built-up,Water,Non_Wetland,Forest
1467,Forest,Water,Water,NULL,Water,Grassland
1468,Forest,Water,Water,NULL,Water,Bareland
1469,Forest,Water,Water,NULL,Water,Water
1470,Forest,Water,Water,NULL,Water,Forest
1471,Forest,Water,Water,Non_Water,Water,Grassland
1472,Forest,Water,Water,Non_Water,Water,Bareland
1473,Forest,Water,Water,Non_Water,Water,Water
1474,Forest,Water,Water,Non_Water,Water,Forest
1475,Forest,Water,Water,Water,Water,Grassland
1476,Forest,Water,Water,Water,Water,Bareland
1477,Forest,Water,Water,Water,Water,Water
1478,Forest,Water,Water,Water,Water,Forest
1479,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1480,Forest,Water,Forest,NULL,Non_Wetland,Cropland
1481,Forest,Water,Forest,NULL,Non_Wetland,Wetland
1482,Forest,Water,Forest,NULL,Non_Wetland,Bareland
1483,Forest,Water,Forest,NULL,Non_Wetland,Water
1484,Forest,Water,Forest,NULL,Non_Wetland,Forest
1485,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
1486,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland
1487,Forest,Water,Forest,Non_Water,Non_Wetland,Water
1488,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1489,Forest,Water,Forest,Water,Non_Wetland,Grassland
1490,Forest,Water,Forest,Water,Non_Wetland,Bareland
1491,Forest,Water,Forest,Water,Non_Wetland,Water
1492,Forest,Water,Forest,Water,Non_Wetland,Forest
1493,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1494,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1495,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
1496,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1497,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
1498,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1499,Forest,Forest,NULL,Water,Non_Wetland,Bareland
1500,Forest,Forest,NULL,Water,Non_Wetland,Water
1501,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1502,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1503,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1504,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1505,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
1506,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1507,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1508,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1509,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
1510,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1511,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
1512,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water
1513,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1514,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1515,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland
1516,Forest,Forest,Shrubland,Water,Non_Wetland,Water
1517,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1518,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1519,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1520,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1521,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
1522,Forest,Forest,Grassland,NULL,Non_Wetland,Water
1523,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1524,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1525,Forest,Forest,Grassland,Non_Water,Non_Wetland,Cropland
1526,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland
1527,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water
1528,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
1529,Forest,Forest,Grassland,Water,Non_Wetland,Grassland
1530,Forest,Forest,Grassland,Water,Non_Wetland,Water
1531,Forest,Forest,Grassland,Water,Non_Wetland,Forest
1532,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1533,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1534,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1535,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
1536,Forest,Forest,Cropland,NULL,Non_Wetland,Water
1537,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1538,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL
1539,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1540,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland
1541,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland
1542,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water
1543,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1544,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
1545,Forest,Forest,Cropland,Water,Non_Wetland,Bareland
1546,Forest,Forest,Cropland,Water,Non_Wetland,Water
1547,Forest,Forest,Cropland,Water,Non_Wetland,Forest
1548,Forest,Forest,Wetland,NULL,Wetland,NULL
1549,Forest,Forest,Wetland,NULL,Wetland,Grassland
1550,Forest,Forest,Wetland,NULL,Wetland,Wetland
1551,Forest,Forest,Wetland,NULL,Wetland,Bareland
1552,Forest,Forest,Wetland,NULL,Wetland,Water
1553,Forest,Forest,Wetland,NULL,Wetland,Forest
1554,Forest,Forest,Wetland,Non_Water,Wetland,NULL
1555,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
1556,Forest,Forest,Wetland,Non_Water,Wetland,Cropland
1557,Forest,Forest,Wetland,Non_Water,Wetland,Bareland
1558,Forest,Forest,Wetland,Non_Water,Wetland,Water
1559,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1560,Forest,Forest,Wetland,Water,Wetland,Grassland
1561,Forest,Forest,Wetland,Water,Wetland,Cropland
1562,Forest,Forest,Wetland,Water,Wetland,Bareland
1563,Forest,Forest,Wetland,Water,Wetland,Water
1564,Forest,Forest,Wetland,Water,Wetland,Forest
1565,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1566,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
1567,Forest,Forest,Bareland,NULL,Non_Wetland,Water
1568,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1569,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1570,Forest,Forest,Bareland,Non_Water,Non_Wetland,Cropland
1571,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1572,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water
1573,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
1574,Forest,Forest,Bareland,Water,Non_Wetland,Grassland
1575,Forest,Forest,Bareland,Water,Non_Wetland,Bareland
1576,Forest,Forest,Bareland,Water,Non_Wetland,Water
1577,Forest,Forest,Bareland,Water,Non_Wetland,Forest
1578,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1579,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
1580,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1581,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest
1582,Forest,Forest,Built-up,Water,Non_Wetland,Forest
1583,Forest,Forest,Water,NULL,Water,Grassland
1584,Forest,Forest,Water,NULL,Water,Bareland
1585,Forest,Forest,Water,NULL,Water,Water
1586,Forest,Forest,Water,NULL,Water,Forest
1587,Forest,Forest,Water,Non_Water,Water,NULL
1588,Forest,Forest,Water,Non_Water,Water,Grassland
1589,Forest,Forest,Water,Non_Water,Water,Bareland
1590,Forest,Forest,Water,Non_Water,Water,Water
1591,Forest,Forest,Water,Non_Water,Water,Forest
1592,Forest,Forest,Water,Water,Water,Grassland
1593,Forest,Forest,Water,Water,Water,Cropland
1594,Forest,Forest,Water,Water,Water,Bareland
1595,Forest,Forest,Water,Water,Water,Water
1596,Forest,Forest,Water,Water,Water,Forest
1597,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1598,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1599,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1600,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1601,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1602,Forest,Forest,Forest,NULL,Non_Wetland,Water
1603,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1604,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1605,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1606,Forest,Forest,Forest,Non_Water,Non_Wetland,Cropland
1607,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
1608,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland
1609,Forest,Forest,Forest,Non_Water,Non_Wetland,Water
1610,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1611,Forest,Forest,Forest,Water,Non_Wetland,NULL
1612,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1613,Forest,Forest,Forest,Water,Non_Wetland,Cropland
1614,Forest,Forest,Forest,Water,Non_Wetland,Wetland
1615,Forest,Forest,Forest,Water,Non_Wetland,Bareland
1616,Forest,Forest,Forest,Water,Non_Wetland,Water
1617,Forest,Forest,Forest,Water,Non_Wetland,Forest
