Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KPA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KPA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KPA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KPA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KPA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KPA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KPA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KPA_M_R
1364,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1365,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1366,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1367,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1368,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1369,Forest,Forest,Water,NULL,Water,NULL,NULL,NULL
1370,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
1371,Forest,Forest,Water,NULL,Water,NULL,NULL,Cropland
1372,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
1373,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
1374,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1375,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
1376,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
1377,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1378,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1379,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1380,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1381,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1382,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1383,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1384,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1385,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
