Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MDQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MDQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MDQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MDQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MDQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MDQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MDQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MDQ_M_R
1120,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
1121,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
1122,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Wetland,Grassland
1123,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Wetland,Forest
1124,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Water,Forest
1125,Forest,Forest,Cropland,Water,Non_Wetland,Water,Wetland,Grassland
1126,Forest,Forest,Cropland,Water,Non_Wetland,Water,Wetland,Water
1127,Forest,Forest,Cropland,Water,Non_Wetland,Water,Wetland,Forest
1128,Forest,Forest,Cropland,Water,Non_Wetland,Water,Water,Grassland
1129,Forest,Forest,Cropland,Water,Non_Wetland,Water,Water,Water
1130,Forest,Forest,Cropland,Water,Non_Wetland,Water,Water,Forest
1131,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Forest,Forest
1132,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
1133,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
1134,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1135,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
1136,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
1137,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
1138,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
1139,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1140,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
1141,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
1142,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1143,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
1144,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1145,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
1146,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
1147,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
1148,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
1149,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1150,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Water
1151,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1152,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Grassland
1153,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Bareland
1154,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Water
1155,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
1156,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
1157,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
1158,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
1159,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1160,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
1161,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
1162,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
1163,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
1164,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
1165,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
1166,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
1167,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
1168,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
1169,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1170,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
1171,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1172,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1173,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
1174,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
1175,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
1176,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
1177,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Water
1178,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1179,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
1180,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1181,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1182,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Water
1183,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1184,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
1185,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
1186,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1187,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1188,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1189,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1190,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
1191,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1192,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Water
1193,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
1194,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1195,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
1196,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
1197,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1198,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
1199,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Water
1200,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
1201,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
1202,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1203,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
1204,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1205,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
1206,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
1207,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
1208,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Grassland
1209,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Water
1210,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
1211,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Water
1212,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1213,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Water
1214,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
1215,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1216,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Grassland
1217,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
1218,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
1219,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Grassland
1220,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
1221,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
1222,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Water
1223,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
1224,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1225,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Water
1226,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
1227,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
1228,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Water
1229,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
1230,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Forest
1231,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1232,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
1233,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
1234,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
1235,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Water
1236,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
1237,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Grassland
1238,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Water
1239,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
1240,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1241,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Water
1242,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Forest
1243,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Grassland
1244,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Water
1245,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Forest
1246,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
1247,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
1248,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
1249,Forest,Forest,Wetland,Water,Wetland,Water,Water,Grassland
1250,Forest,Forest,Wetland,Water,Wetland,Water,Water,Bareland
1251,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
1252,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
1253,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Grassland
1254,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Bareland
1255,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Water
1256,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
1257,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Water
1258,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
1259,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
1260,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Water
1261,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
1262,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Forest
1263,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Water,Forest
1264,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Forest,Forest
1265,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Forest
1266,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Wetland,Forest
1267,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Forest,Forest
1268,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Forest
1269,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water,Water,Water
1270,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water,Water,Forest
1271,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water,Forest,Forest
1272,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,Wetland,Forest
1273,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,Water,Forest
1274,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1275,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland,Water,Forest
1276,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1277,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Wetland,Forest
1278,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,NULL,Water,Forest
1279,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland,Forest,Forest
1280,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Forest,Forest
1281,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
1282,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1283,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Water
1284,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1285,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Water
1286,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
1287,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1288,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1289,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1290,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
1291,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1292,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Water
1293,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1294,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Water
1295,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1296,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1297,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
1298,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
1299,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Water,Water
1300,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
1301,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Water
1302,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
1303,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1304,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1305,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1306,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Water
1307,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
1308,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
1309,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Water
1310,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1311,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
1312,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
1313,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Water
1314,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
1315,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Water
1316,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1317,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1318,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
1319,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1320,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
1321,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
1322,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
1323,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1324,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
1325,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Forest
1326,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1327,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1328,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1329,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1330,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
1331,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
1332,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
1333,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1334,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Water
1335,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1336,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1337,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
1338,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
1339,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Forest
1340,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1341,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
1342,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1343,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
1344,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1345,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1346,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
1347,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
1348,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Water
1349,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
1350,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Water,Water
1351,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
1352,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Water
1353,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
1354,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Water
1355,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
1356,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Water
1357,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Forest
1358,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Forest,Forest
1359,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
1360,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Forest,Forest
1361,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1362,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
1363,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1364,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Water
1365,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Forest
1366,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Forest,Forest
1367,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
1368,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Wetland,Forest
1369,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
1370,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Water,Water
1371,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Water,Forest
1372,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Forest,Forest
1373,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Water
1374,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1375,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Grassland
1376,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Water
1377,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Forest
1378,Forest,Forest,Bareland,Water,Non_Wetland,Water,Forest,Water
1379,Forest,Forest,Bareland,Water,Non_Wetland,Water,Forest,Forest
1380,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Wetland,Water
1381,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
1382,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Water,Water
1383,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Water,Forest
1384,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Forest,Water
1385,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Forest,Forest
1386,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
1387,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Water,Forest
1388,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
1389,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
1390,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1391,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
1392,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Water,Water
1393,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
1394,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
1395,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Water
1396,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
1397,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
1398,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
1399,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Water,Water
1400,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
1401,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Water
1402,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
1403,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
1404,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Water
1405,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
1406,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Water,Grassland
1407,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Water,Water
1408,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Water,Forest
1409,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Forest
1410,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
1411,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
1412,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Water
1413,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Forest
1414,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
1415,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1416,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Water
1417,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1418,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
1419,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
1420,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1421,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Water
1422,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1423,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
1424,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
1425,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
1426,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Water,Forest
1427,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Forest,Bareland
1428,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Forest,Water
1429,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Forest,Forest
1430,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
1431,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
1432,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Water,Water
1433,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
1434,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Forest,Forest
1435,Forest,Forest,Built-up,Water,Non_Wetland,NULL,Wetland,Forest
1436,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
1437,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Water,Forest
1438,Forest,Forest,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
1439,Forest,Forest,Built-up,Water,Non_Wetland,Bareland,Wetland,Forest
1440,Forest,Forest,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
1441,Forest,Forest,Built-up,Water,Non_Wetland,Bareland,Water,Water
1442,Forest,Forest,Built-up,Water,Non_Wetland,Bareland,Water,Forest
1443,Forest,Forest,Built-up,Water,Non_Wetland,Bareland,Forest,Grassland
1444,Forest,Forest,Built-up,Water,Non_Wetland,Water,Wetland,Forest
1445,Forest,Forest,Built-up,Water,Non_Wetland,Water,Water,Water
1446,Forest,Forest,Water,NULL,Water,NULL,Wetland,Water
1447,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
1448,Forest,Forest,Water,NULL,Water,NULL,Water,Water
1449,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
1450,Forest,Forest,Water,NULL,Water,NULL,Forest,Water
1451,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
1452,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Water
1453,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
1454,Forest,Forest,Water,NULL,Water,Grassland,Water,Forest
1455,Forest,Forest,Water,NULL,Water,Grassland,Forest,Forest
1456,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
1457,Forest,Forest,Water,NULL,Water,Wetland,Water,Grassland
1458,Forest,Forest,Water,NULL,Water,Wetland,Water,Water
1459,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
1460,Forest,Forest,Water,NULL,Water,Wetland,Forest,Water
1461,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
1462,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Water
1463,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Forest
1464,Forest,Forest,Water,NULL,Water,Bareland,Water,Water
1465,Forest,Forest,Water,NULL,Water,Bareland,Water,Forest
1466,Forest,Forest,Water,NULL,Water,Bareland,Forest,Water
