Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MLT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MLT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MLT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MLT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MLT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MLT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MLT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MLT_M_R
332,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
333,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
334,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Bareland,Grassland
335,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
336,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
337,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Bareland,Grassland
338,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
339,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Bareland,Grassland
340,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
341,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
342,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Forest
343,NULL,NULL,Built-up,Water,Non_Wetland,Built-up,Grassland,Grassland
344,NULL,NULL,Built-up,Water,Non_Wetland,Built-up,Wetland,Grassland
345,NULL,NULL,Built-up,Water,Non_Wetland,Built-up,Bareland,Grassland
346,NULL,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
347,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
348,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Water
349,NULL,NULL,Water,Non_Water,Water,NULL,Wetland,Grassland
350,NULL,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
351,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Water
352,NULL,NULL,Water,Water,Water,NULL,Wetland,Forest
353,NULL,NULL,Water,Water,Water,Grassland,Water,Forest
354,NULL,NULL,Water,Water,Water,Wetland,Wetland,Grassland
355,NULL,NULL,Water,Water,Water,Wetland,Wetland,Water
356,NULL,NULL,Water,Water,Water,Wetland,Wetland,Forest
357,NULL,NULL,Water,Water,Water,Wetland,Water,Water
358,NULL,NULL,Water,Water,Water,Wetland,Water,Forest
359,NULL,NULL,Water,Water,Water,Bareland,Bareland,Grassland
360,NULL,NULL,Water,Water,Water,Bareland,Water,Grassland
361,NULL,NULL,Water,Water,Water,Built-up,Built-up,Grassland
362,NULL,NULL,Water,Water,Water,Built-up,Water,Grassland
363,NULL,NULL,Water,Water,Water,Water,Wetland,Grassland
364,NULL,NULL,Water,Water,Water,Water,Wetland,Water
365,NULL,NULL,Water,Water,Water,Water,Water,Water
366,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
367,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
368,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
369,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
370,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
371,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
372,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
373,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
374,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
375,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
376,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
377,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
378,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
379,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
380,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
381,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
382,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
383,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
384,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
385,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
386,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
387,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
388,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
389,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
390,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
391,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
392,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
393,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
394,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
395,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
396,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
397,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
398,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
399,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
400,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
401,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
402,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
403,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
404,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
405,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
406,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
407,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
408,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
409,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
410,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
411,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
412,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
413,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
414,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
415,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
416,NULL,NULL,Forest,Non_Water,Non_Wetland,Built-up,Bareland,Grassland
417,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
418,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
419,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
420,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
421,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Bareland,Grassland
422,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
423,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
424,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
425,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
426,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
427,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
428,NULL,NULL,Forest,Water,Non_Wetland,Built-up,Wetland,Grassland
429,NULL,NULL,Forest,Water,Non_Wetland,Built-up,Bareland,Grassland
430,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
431,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
432,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
433,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
434,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
435,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
436,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
437,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
438,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
439,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
440,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
441,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
442,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
443,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
444,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
445,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
446,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
447,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
448,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
449,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
450,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
451,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
452,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
453,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
454,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
455,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
456,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
457,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
458,NULL,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
459,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
460,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
461,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
462,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
463,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
464,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
465,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
466,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
467,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
468,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
469,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
470,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
471,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
472,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
473,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
474,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
475,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
476,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
477,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
478,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
479,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
480,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
481,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
482,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
483,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
484,NULL,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
485,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
486,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
487,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
488,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
489,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
490,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
491,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
492,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
493,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
494,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
495,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
496,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
497,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Built-up
498,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
499,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
500,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
501,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
502,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
503,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
504,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
505,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
506,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
507,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
508,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
509,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
510,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
511,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
512,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
513,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
514,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
515,NULL,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
516,NULL,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
517,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
518,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
519,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
520,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
521,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
522,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
523,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
524,NULL,Wetland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
525,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
526,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
527,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
528,NULL,Wetland,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
529,NULL,Wetland,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
530,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
531,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Bareland,Grassland
532,NULL,Wetland,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
533,NULL,Wetland,Grassland,Water,Non_Wetland,Built-up,Bareland,Grassland
534,NULL,Wetland,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
535,NULL,Wetland,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
536,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
537,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
538,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
539,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
540,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
541,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
542,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
543,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
544,NULL,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
545,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
546,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
547,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
548,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
549,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
550,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
551,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
552,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
553,NULL,Wetland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
554,NULL,Wetland,Built-up,Water,Non_Wetland,Wetland,Bareland,Grassland
555,NULL,Wetland,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
556,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
557,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
558,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
559,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
560,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
561,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
562,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
563,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
564,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
565,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
566,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
567,NULL,Bareland,Wetland,Water,Wetland,Wetland,Water,Grassland
568,NULL,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
569,NULL,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Water
570,NULL,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
571,NULL,Bareland,Wetland,Water,Wetland,Water,Wetland,Grassland
572,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
573,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Water
574,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Forest
575,NULL,Bareland,Built-up,Water,Non_Wetland,Water,Water,Grassland
576,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
577,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
578,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
579,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
580,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
581,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
582,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
583,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
584,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
585,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
586,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
587,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
588,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
589,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
590,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
591,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
592,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
593,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
594,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
595,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
596,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
597,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
598,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
599,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
600,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
601,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
602,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
603,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
604,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
605,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
606,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
607,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
608,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
609,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Wetland,Built-up
610,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Wetland,Forest
611,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
612,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
613,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Built-up
614,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
615,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
616,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
617,NULL,Built-up,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Forest
618,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
619,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
620,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
621,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
622,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Built-up,Forest
623,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
624,NULL,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Bareland,Grassland
625,NULL,Built-up,NULL,Non_Water,Non_Wetland,Water,Bareland,Grassland
626,NULL,Built-up,NULL,Water,Non_Wetland,Grassland,Wetland,Built-up
627,NULL,Built-up,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
628,NULL,Built-up,NULL,Water,Non_Wetland,Wetland,Wetland,Built-up
629,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
630,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
631,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
632,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
633,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Water,Grassland
634,NULL,Built-up,NULL,Water,Non_Wetland,Built-up,Bareland,Water
635,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
636,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
637,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
638,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
639,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
640,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
641,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
642,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
643,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
644,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
645,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
646,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
647,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
648,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
649,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
650,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
651,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
652,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
653,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
654,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Built-up
655,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
656,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
657,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
658,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
659,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
660,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
661,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
662,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
663,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
664,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
