Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LZK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LZK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LZK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LZK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LZK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LZK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LZK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LZK_M_R
3213,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3214,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
3215,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3216,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
3217,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3218,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,Water
3219,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3220,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3221,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
3222,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3223,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
3224,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
3225,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3226,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
3227,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
3228,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
3229,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3230,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
3231,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
3232,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
3233,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
3234,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
3235,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
3236,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
3237,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
3238,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
3239,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Water
3240,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
3241,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
3242,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
3243,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
3244,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
3245,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
3246,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
3247,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
3248,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
3249,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
3250,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3251,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
3252,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3253,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3254,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
3255,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3256,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
3257,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3258,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3259,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
3260,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
3261,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
3262,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3263,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3264,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
3265,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
3266,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
3267,Forest,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
3268,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3269,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3270,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3271,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
3272,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3273,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3274,Forest,Water,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
3275,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
3276,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
3277,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
3278,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
3279,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
3280,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
3281,Forest,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
3282,Forest,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
3283,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
3284,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3285,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3286,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
3287,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3288,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
3289,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3290,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3291,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
3292,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3293,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
3294,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
3295,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
3296,Forest,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
3297,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3298,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
3299,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
3300,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
3301,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
3302,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
3303,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
3304,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
3305,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
3306,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
3307,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
3308,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
3309,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
3310,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3311,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
3312,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
3313,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
3314,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Bareland
3315,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
3316,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3317,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3318,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
3319,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3320,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
3321,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
3322,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
3323,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
3324,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
3325,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
3326,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
3327,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
3328,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
3329,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
3330,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
3331,Forest,Water,Wetland,Water,Wetland,Shrubland,Wetland,Grassland
3332,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
3333,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
3334,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
3335,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
3336,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3337,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
3338,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
3339,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
3340,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
3341,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Water
3342,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
3343,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
3344,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
3345,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
3346,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
3347,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
3348,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
3349,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
3350,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
3351,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
3352,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
3353,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
3354,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
3355,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
3356,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
3357,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
3358,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
3359,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
3360,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
3361,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
3362,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
3363,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
3364,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
3365,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
3366,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
3367,Forest,Water,Water,NULL,Water,NULL,Water,Water
3368,Forest,Water,Water,NULL,Water,NULL,Water,Forest
3369,Forest,Water,Water,NULL,Water,Shrubland,Water,Forest
3370,Forest,Water,Water,NULL,Water,Grassland,Grassland,Forest
3371,Forest,Water,Water,NULL,Water,Wetland,Grassland,Water
3372,Forest,Water,Water,NULL,Water,Wetland,Grassland,Forest
3373,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
3374,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
3375,Forest,Water,Water,NULL,Water,Wetland,Water,Water
3376,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
3377,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
3378,Forest,Water,Water,NULL,Water,Bareland,Grassland,Forest
3379,Forest,Water,Water,NULL,Water,Water,Wetland,Water
3380,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
3381,Forest,Water,Water,NULL,Water,Water,Water,Water
3382,Forest,Water,Water,NULL,Water,Water,Water,Forest
3383,Forest,Water,Water,NULL,Water,Water,Forest,Water
3384,Forest,Water,Water,NULL,Water,Water,Forest,Forest
3385,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
3386,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
3387,Forest,Water,Water,NULL,Water,Forest,Water,Forest
3388,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
3389,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
3390,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
3391,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
3392,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
3393,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
3394,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
3395,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
3396,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
3397,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
3398,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
3399,Forest,Water,Water,Non_Water,Water,Water,Water,Water
3400,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
3401,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
3402,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Water
3403,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
3404,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
3405,Forest,Water,Water,Water,Water,NULL,Wetland,Water
3406,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
3407,Forest,Water,Water,Water,Water,NULL,Water,Water
3408,Forest,Water,Water,Water,Water,NULL,Water,Forest
3409,Forest,Water,Water,Water,Water,NULL,Forest,Water
3410,Forest,Water,Water,Water,Water,Shrubland,Grassland,Forest
3411,Forest,Water,Water,Water,Water,Shrubland,Water,Water
3412,Forest,Water,Water,Water,Water,Shrubland,Water,Forest
3413,Forest,Water,Water,Water,Water,Grassland,Water,Forest
3414,Forest,Water,Water,Water,Water,Wetland,Grassland,Forest
3415,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
3416,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
3417,Forest,Water,Water,Water,Water,Wetland,Water,Water
3418,Forest,Water,Water,Water,Water,Wetland,Water,Forest
3419,Forest,Water,Water,Water,Water,Water,Grassland,Forest
3420,Forest,Water,Water,Water,Water,Water,Wetland,Water
3421,Forest,Water,Water,Water,Water,Water,Wetland,Forest
3422,Forest,Water,Water,Water,Water,Water,Water,Grassland
3423,Forest,Water,Water,Water,Water,Water,Water,Water
3424,Forest,Water,Water,Water,Water,Water,Water,Forest
3425,Forest,Water,Water,Water,Water,Water,Forest,Water
3426,Forest,Water,Water,Water,Water,Water,Forest,Forest
3427,Forest,Water,Water,Water,Water,Forest,Wetland,Water
3428,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
3429,Forest,Water,Water,Water,Water,Forest,Water,Water
3430,Forest,Water,Water,Water,Water,Forest,Water,Forest
3431,Forest,Water,Water,Water,Water,Forest,Forest,Forest
3432,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3433,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
3434,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3435,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
3436,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
3437,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3438,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3439,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3440,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3441,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3442,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3443,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3444,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3445,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
3446,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3447,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
3448,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3449,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
3450,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3451,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3452,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
3453,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3454,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3455,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
3456,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3457,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
3458,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
3459,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
3460,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
3461,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3462,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3463,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
3464,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
3465,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
3466,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3467,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
3468,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
3469,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
3470,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
3471,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
3472,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
3473,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
3474,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
3475,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
3476,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
3477,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Water,Forest
3478,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
3479,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
3480,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
3481,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
3482,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
3483,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
3484,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
3485,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
3486,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3487,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
3488,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
3489,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
3490,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3491,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3492,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
3493,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
3494,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3495,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
3496,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3497,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
3498,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
3499,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3500,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3501,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3502,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
3503,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3504,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
3505,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
3506,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3507,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
3508,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
3509,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3510,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
3511,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
3512,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
3513,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
3514,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
3515,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3516,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
3517,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3518,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3519,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
3520,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3521,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3522,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
3523,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3524,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
3525,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3526,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3527,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3528,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3529,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
3530,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3531,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3532,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
3533,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
3534,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
3535,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
3536,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
3537,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Wetland,Cropland
3538,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
3539,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
3540,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3541,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
3542,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
3543,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3544,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
3545,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3546,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
3547,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3548,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Bareland
3549,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3550,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
3551,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
3552,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
3553,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
3554,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
3555,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
3556,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3557,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
3558,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3559,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
3560,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3561,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3562,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
3563,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
3564,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
3565,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3566,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3567,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3568,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Forest
3569,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
3570,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3571,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
3572,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
3573,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3574,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
3575,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
3576,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
