Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LTJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LTJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LTJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LTJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LTJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LTJ_M_R
332,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
333,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
334,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
335,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
336,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
341,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
342,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
343,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
344,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
348,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
349,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
350,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Wetland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
355,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
356,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
357,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
360,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
361,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
362,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
363,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Built-up
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Cropland
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Cropland
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Cropland
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Bareland
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Bareland
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Cropland
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
566,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
567,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
568,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
569,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
570,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
571,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
572,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
573,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
574,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
575,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
576,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
577,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
578,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
579,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
580,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
581,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
582,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
583,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
584,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
585,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
586,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
587,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
588,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
589,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
590,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
591,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
592,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
593,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
594,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
595,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
596,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
597,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
598,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
599,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
600,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
601,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
602,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Bareland
603,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
604,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
605,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
606,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
607,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
608,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
609,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
610,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
611,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
612,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
613,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
614,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
615,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Cropland
616,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
617,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
618,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
619,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
620,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
621,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
622,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
623,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
624,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
625,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
626,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
627,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Cropland
628,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
629,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
630,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
631,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
632,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Cropland
633,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
634,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
635,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
636,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
637,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
638,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
639,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
640,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
641,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
642,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
643,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Wetland
644,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Bareland
645,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Water
646,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Forest
647,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,NULL
648,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
649,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Cropland
650,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
651,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Bareland
652,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
653,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Built-up,Grassland
654,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
