Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20PNR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20PNR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20PNR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20PNR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20PNR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20PNR_M_R
1582,Water,Bareland,Built-up,Water,Non_Wetland,Grassland
1583,Water,Bareland,Built-up,Water,Non_Wetland,Wetland
1584,Water,Bareland,Water,NULL,Water,Wetland
1585,Water,Bareland,Water,NULL,Water,Water
1586,Water,Bareland,Water,Non_Water,Water,Wetland
1587,Water,Bareland,Water,Non_Water,Water,Water
1588,Water,Bareland,Water,Water,Water,Grassland
1589,Water,Bareland,Water,Water,Water,Wetland
1590,Water,Bareland,Water,Water,Water,Water
1591,Water,Bareland,Forest,NULL,Non_Wetland,Wetland
1592,Water,Bareland,Forest,NULL,Non_Wetland,Water
1593,Water,Bareland,Forest,Non_Water,Non_Wetland,Wetland
1594,Water,Bareland,Forest,Non_Water,Non_Wetland,Water
1595,Water,Bareland,Forest,Water,Non_Wetland,Wetland
1596,Water,Bareland,Forest,Water,Non_Wetland,Water
1597,Water,Built-up,NULL,NULL,Non_Wetland,Grassland
1598,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1599,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1600,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1601,Water,Built-up,Shrubland,NULL,Non_Wetland,Water
1602,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
1603,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland
1604,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Water
1605,Water,Built-up,Shrubland,Water,Non_Wetland,Wetland
1606,Water,Built-up,Shrubland,Water,Non_Wetland,Water
1607,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
1608,Water,Built-up,Grassland,NULL,Non_Wetland,Wetland
1609,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up
1610,Water,Built-up,Grassland,NULL,Non_Wetland,Forest
1611,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
1612,Water,Built-up,Cropland,NULL,Non_Wetland,Wetland
1613,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up
1614,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
1615,Water,Built-up,Cropland,Water,Non_Wetland,Wetland
1616,Water,Built-up,Wetland,NULL,Wetland,Grassland
1617,Water,Built-up,Wetland,NULL,Wetland,Wetland
1618,Water,Built-up,Wetland,NULL,Wetland,Built-up
1619,Water,Built-up,Wetland,NULL,Wetland,Water
1620,Water,Built-up,Wetland,NULL,Wetland,Forest
1621,Water,Built-up,Wetland,Non_Water,Wetland,Grassland
1622,Water,Built-up,Wetland,Non_Water,Wetland,Wetland
1623,Water,Built-up,Wetland,Non_Water,Wetland,Built-up
1624,Water,Built-up,Wetland,Non_Water,Wetland,Water
1625,Water,Built-up,Wetland,Non_Water,Wetland,Forest
1626,Water,Built-up,Wetland,Water,Wetland,Wetland
1627,Water,Built-up,Wetland,Water,Wetland,Water
1628,Water,Built-up,Wetland,Water,Wetland,Forest
1629,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland
1630,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up
1631,Water,Built-up,Bareland,NULL,Non_Wetland,Forest
1632,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland
1633,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland
1634,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland
1635,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up
1636,Water,Built-up,Built-up,NULL,Non_Wetland,Water
1637,Water,Built-up,Built-up,NULL,Non_Wetland,Forest
1638,Water,Built-up,Built-up,Water,Non_Wetland,Water
1639,Water,Built-up,Water,NULL,Water,Grassland
1640,Water,Built-up,Water,NULL,Water,Wetland
1641,Water,Built-up,Water,NULL,Water,Forest
1642,Water,Built-up,Water,Non_Water,Water,Grassland
1643,Water,Built-up,Water,Non_Water,Water,Wetland
1644,Water,Built-up,Water,Non_Water,Water,Water
1645,Water,Built-up,Water,Water,Water,Grassland
1646,Water,Built-up,Water,Water,Water,Wetland
1647,Water,Built-up,Water,Water,Water,Water
1648,Water,Built-up,Water,Water,Water,Forest
1649,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
1650,Water,Built-up,Forest,NULL,Non_Wetland,Wetland
1651,Water,Built-up,Forest,NULL,Non_Wetland,Built-up
1652,Water,Built-up,Forest,NULL,Non_Wetland,Water
1653,Water,Built-up,Forest,NULL,Non_Wetland,Forest
1654,Water,Built-up,Forest,Non_Water,Non_Wetland,Wetland
1655,Water,Built-up,Forest,Water,Non_Wetland,Water
1656,Water,Water,NULL,NULL,Non_Wetland,Wetland
1657,Water,Water,NULL,NULL,Non_Wetland,Bareland
1658,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
1659,Water,Water,NULL,Water,Non_Wetland,Grassland
1660,Water,Water,NULL,Water,Non_Wetland,Wetland
1661,Water,Water,NULL,Water,Non_Wetland,Water
1662,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1663,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1664,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1665,Water,Water,Shrubland,NULL,Non_Wetland,Water
1666,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1667,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1668,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1669,Water,Water,Shrubland,Non_Water,Non_Wetland,Built-up
1670,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1671,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1672,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1673,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1674,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1675,Water,Water,Shrubland,Water,Non_Wetland,Built-up
1676,Water,Water,Shrubland,Water,Non_Wetland,Water
1677,Water,Water,Shrubland,Water,Non_Wetland,Forest
1678,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1679,Water,Water,Grassland,NULL,Non_Wetland,Wetland
1680,Water,Water,Grassland,NULL,Non_Wetland,Water
1681,Water,Water,Grassland,NULL,Non_Wetland,Forest
1682,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1683,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland
1684,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1685,Water,Water,Grassland,Water,Non_Wetland,Grassland
1686,Water,Water,Grassland,Water,Non_Wetland,Wetland
1687,Water,Water,Grassland,Water,Non_Wetland,Water
1688,Water,Water,Grassland,Water,Non_Wetland,Forest
1689,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1690,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1691,Water,Water,Cropland,NULL,Non_Wetland,Built-up
1692,Water,Water,Cropland,NULL,Non_Wetland,Water
1693,Water,Water,Cropland,NULL,Non_Wetland,Forest
1694,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
1695,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1696,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1697,Water,Water,Cropland,Water,Non_Wetland,Wetland
1698,Water,Water,Cropland,Water,Non_Wetland,Bareland
1699,Water,Water,Cropland,Water,Non_Wetland,Water
1700,Water,Water,Wetland,NULL,Wetland,Grassland
1701,Water,Water,Wetland,NULL,Wetland,Wetland
1702,Water,Water,Wetland,NULL,Wetland,Bareland
1703,Water,Water,Wetland,NULL,Wetland,Water
1704,Water,Water,Wetland,NULL,Wetland,Forest
1705,Water,Water,Wetland,Non_Water,NULL,Water
1706,Water,Water,Wetland,Non_Water,Wetland,Grassland
1707,Water,Water,Wetland,Non_Water,Wetland,Wetland
1708,Water,Water,Wetland,Non_Water,Wetland,Bareland
1709,Water,Water,Wetland,Non_Water,Wetland,Built-up
1710,Water,Water,Wetland,Non_Water,Wetland,Water
1711,Water,Water,Wetland,Non_Water,Wetland,Forest
1712,Water,Water,Wetland,Water,NULL,Wetland
1713,Water,Water,Wetland,Water,NULL,Water
1714,Water,Water,Wetland,Water,Wetland,Grassland
1715,Water,Water,Wetland,Water,Wetland,Wetland
1716,Water,Water,Wetland,Water,Wetland,Bareland
1717,Water,Water,Wetland,Water,Wetland,Built-up
1718,Water,Water,Wetland,Water,Wetland,Water
1719,Water,Water,Wetland,Water,Wetland,Forest
1720,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1721,Water,Water,Bareland,NULL,Non_Wetland,Water
1722,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
1723,Water,Water,Bareland,Water,Non_Wetland,Wetland
1724,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1725,Water,Water,Built-up,NULL,Non_Wetland,Wetland
1726,Water,Water,Built-up,NULL,Non_Wetland,Built-up
1727,Water,Water,Built-up,NULL,Non_Wetland,Water
1728,Water,Water,Built-up,NULL,Non_Wetland,Forest
1729,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
1730,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland
1731,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
1732,Water,Water,Built-up,Non_Water,Non_Wetland,Water
1733,Water,Water,Built-up,Water,Non_Wetland,Grassland
1734,Water,Water,Built-up,Water,Non_Wetland,Wetland
1735,Water,Water,Built-up,Water,Non_Wetland,Bareland
1736,Water,Water,Built-up,Water,Non_Wetland,Built-up
1737,Water,Water,Built-up,Water,Non_Wetland,Water
1738,Water,Water,Built-up,Water,Non_Wetland,Forest
1739,Water,Water,Water,NULL,Water,Grassland
1740,Water,Water,Water,NULL,Water,Wetland
1741,Water,Water,Water,NULL,Water,Bareland
1742,Water,Water,Water,NULL,Water,Built-up
1743,Water,Water,Water,NULL,Water,Water
1744,Water,Water,Water,NULL,Water,Forest
1745,Water,Water,Water,Non_Water,NULL,Wetland
1746,Water,Water,Water,Non_Water,NULL,Water
1747,Water,Water,Water,Non_Water,Water,Grassland
1748,Water,Water,Water,Non_Water,Water,Wetland
1749,Water,Water,Water,Non_Water,Water,Bareland
1750,Water,Water,Water,Non_Water,Water,Water
1751,Water,Water,Water,Non_Water,Water,Forest
1752,Water,Water,Water,Water,NULL,Wetland
1753,Water,Water,Water,Water,NULL,Water
1754,Water,Water,Water,Water,Water,Grassland
1755,Water,Water,Water,Water,Water,Wetland
1756,Water,Water,Water,Water,Water,Built-up
1757,Water,Water,Water,Water,Water,Water
1758,Water,Water,Water,Water,Water,Forest
1759,Water,Water,Forest,NULL,Non_Wetland,Grassland
1760,Water,Water,Forest,NULL,Non_Wetland,Wetland
1761,Water,Water,Forest,NULL,Non_Wetland,Bareland
1762,Water,Water,Forest,NULL,Non_Wetland,Built-up
1763,Water,Water,Forest,NULL,Non_Wetland,Water
1764,Water,Water,Forest,NULL,Non_Wetland,Forest
1765,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1766,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
1767,Water,Water,Forest,Non_Water,Non_Wetland,Built-up
1768,Water,Water,Forest,Non_Water,Non_Wetland,Water
1769,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1770,Water,Water,Forest,Water,Non_Wetland,Grassland
1771,Water,Water,Forest,Water,Non_Wetland,Wetland
1772,Water,Water,Forest,Water,Non_Wetland,Bareland
1773,Water,Water,Forest,Water,Non_Wetland,Water
1774,Water,Water,Forest,Water,Non_Wetland,Forest
1775,Water,Forest,NULL,NULL,Non_Wetland,Forest
1776,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1777,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1778,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland
1779,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland
1780,Water,Forest,Shrubland,NULL,Non_Wetland,Built-up
1781,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1782,Water,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1783,Water,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1784,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1785,Water,Forest,Shrubland,Water,Non_Wetland,Wetland
1786,Water,Forest,Grassland,NULL,Non_Wetland,NULL
1787,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
1788,Water,Forest,Grassland,NULL,Non_Wetland,Cropland
1789,Water,Forest,Grassland,NULL,Non_Wetland,Wetland
1790,Water,Forest,Grassland,NULL,Non_Wetland,Forest
1791,Water,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1792,Water,Forest,Grassland,Non_Water,Non_Wetland,Wetland
1793,Water,Forest,Grassland,Non_Water,Non_Wetland,Forest
1794,Water,Forest,Grassland,Water,Non_Wetland,Wetland
1795,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
1796,Water,Forest,Cropland,NULL,Non_Wetland,Cropland
1797,Water,Forest,Cropland,NULL,Non_Wetland,Wetland
1798,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1799,Water,Forest,Cropland,Non_Water,Non_Wetland,Wetland
1800,Water,Forest,Cropland,Non_Water,Non_Wetland,Forest
1801,Water,Forest,Cropland,Water,Non_Wetland,Wetland
1802,Water,Forest,Wetland,NULL,Wetland,Grassland
1803,Water,Forest,Wetland,NULL,Wetland,Wetland
1804,Water,Forest,Wetland,NULL,Wetland,Bareland
1805,Water,Forest,Wetland,NULL,Wetland,Built-up
1806,Water,Forest,Wetland,NULL,Wetland,Water
1807,Water,Forest,Wetland,NULL,Wetland,Forest
1808,Water,Forest,Wetland,Non_Water,Wetland,Grassland
1809,Water,Forest,Wetland,Non_Water,Wetland,Wetland
1810,Water,Forest,Wetland,Non_Water,Wetland,Bareland
1811,Water,Forest,Wetland,Non_Water,Wetland,Water
1812,Water,Forest,Wetland,Non_Water,Wetland,Forest
1813,Water,Forest,Wetland,Water,Wetland,Grassland
1814,Water,Forest,Wetland,Water,Wetland,Wetland
1815,Water,Forest,Wetland,Water,Wetland,Water
1816,Water,Forest,Wetland,Water,Wetland,Forest
1817,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
1818,Water,Forest,Bareland,NULL,Non_Wetland,Wetland
1819,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1820,Water,Forest,Built-up,NULL,Non_Wetland,Grassland
1821,Water,Forest,Built-up,NULL,Non_Wetland,Wetland
1822,Water,Forest,Built-up,NULL,Non_Wetland,Built-up
1823,Water,Forest,Built-up,NULL,Non_Wetland,Forest
1824,Water,Forest,Water,NULL,Water,Grassland
1825,Water,Forest,Water,NULL,Water,Wetland
1826,Water,Forest,Water,NULL,Water,Water
1827,Water,Forest,Water,NULL,Water,Forest
1828,Water,Forest,Water,Non_Water,Water,Grassland
1829,Water,Forest,Water,Non_Water,Water,Wetland
1830,Water,Forest,Water,Non_Water,Water,Water
1831,Water,Forest,Water,Non_Water,Water,Forest
1832,Water,Forest,Water,Water,NULL,Wetland
1833,Water,Forest,Water,Water,Water,Grassland
1834,Water,Forest,Water,Water,Water,Wetland
1835,Water,Forest,Water,Water,Water,Water
1836,Water,Forest,Water,Water,Water,Forest
1837,Water,Forest,Forest,NULL,Non_Wetland,NULL
1838,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1839,Water,Forest,Forest,NULL,Non_Wetland,Cropland
1840,Water,Forest,Forest,NULL,Non_Wetland,Wetland
1841,Water,Forest,Forest,NULL,Non_Wetland,Bareland
1842,Water,Forest,Forest,NULL,Non_Wetland,Water
1843,Water,Forest,Forest,NULL,Non_Wetland,Forest
1844,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland
1845,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland
1846,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
1847,Water,Forest,Forest,Water,Non_Wetland,Wetland
1848,Water,Forest,Forest,Water,Non_Wetland,Forest
1849,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL
1850,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland
1851,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Wetland
1852,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland
1853,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Forest
1854,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1855,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1856,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,Wetland
1857,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL
1858,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland
1859,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Wetland
1860,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland
1861,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Forest
1862,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland
1863,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Wetland
1864,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Forest
1865,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Grassland
1866,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Wetland
1867,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Forest
1868,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,Grassland
1869,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,Wetland
1870,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Wetland
1871,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Grassland
1872,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Wetland
1873,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland
1874,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Forest
1875,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland
1876,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland
1877,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Built-up
1878,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Forest
1879,Permanent_ice_and_snow,NULL,Water,NULL,Water,Wetland
1880,Permanent_ice_and_snow,NULL,Water,Non_Water,Water,Wetland
1881,Permanent_ice_and_snow,NULL,Water,Water,Water,Wetland
1882,Permanent_ice_and_snow,NULL,Water,Water,Water,Water
1883,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland
1884,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Wetland
1885,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest
1886,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,Grassland
1887,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,Wetland
1888,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1889,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1890,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,Grassland
1891,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,Wetland
1892,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,Grassland
1893,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,Wetland
1894,Permanent_ice_and_snow,Cropland,Wetland,NULL,Wetland,Grassland
1895,Permanent_ice_and_snow,Cropland,Wetland,NULL,Wetland,Wetland
1896,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Grassland
1897,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Wetland
1898,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,Wetland
1899,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,Wetland
1900,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,Wetland
1901,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1902,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1903,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,Grassland
1904,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,Grassland
1905,Permanent_ice_and_snow,Bareland,Wetland,Non_Water,Wetland,Water
1906,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Grassland
1907,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Bareland
1908,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,Grassland
1909,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,Bareland
1910,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,Built-up
1911,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1912,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1913,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Forest
1914,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Forest
1915,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Grassland
1916,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Forest
1917,Permanent_ice_and_snow,Built-up,Wetland,NULL,Wetland,Built-up
1918,Permanent_ice_and_snow,Built-up,Wetland,NULL,Wetland,Forest
1919,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Grassland
1920,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Forest
1921,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Grassland
1922,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland
1923,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Built-up
1924,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Forest
1925,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Built-up
1926,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Forest
1927,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Wetland
1928,Permanent_ice_and_snow,Water,Grassland,Water,Non_Wetland,Wetland
1929,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Wetland
1930,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water
1931,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Forest
1932,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Wetland
1933,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Water
1934,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Forest
1935,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Wetland
1936,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water
1937,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Forest
1938,Permanent_ice_and_snow,Water,Water,Non_Water,Water,Wetland
1939,Permanent_ice_and_snow,Water,Water,Non_Water,Water,Water
1940,Permanent_ice_and_snow,Water,Water,Water,NULL,Wetland
1941,Permanent_ice_and_snow,Water,Water,Water,NULL,Water
1942,Permanent_ice_and_snow,Water,Water,Water,Water,Wetland
1943,Permanent_ice_and_snow,Water,Water,Water,Water,Water
1944,Permanent_ice_and_snow,Water,Water,Water,Water,Forest
1945,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland
1946,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Wetland
1947,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Forest
1948,Permanent_ice_and_snow,Forest,Shrubland,Water,Non_Wetland,Wetland
1949,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Grassland
1950,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Wetland
1951,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Forest
1952,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Grassland
1953,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Wetland
1954,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Forest
1955,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Grassland
1956,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Wetland
1957,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Bareland
1958,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Forest
1959,Permanent_ice_and_snow,Forest,Wetland,Non_Water,Wetland,Grassland
1960,Permanent_ice_and_snow,Forest,Wetland,Non_Water,Wetland,Wetland
1961,Permanent_ice_and_snow,Forest,Wetland,Non_Water,Wetland,Forest
1962,Permanent_ice_and_snow,Forest,Wetland,Water,Wetland,Wetland
1963,Permanent_ice_and_snow,Forest,Wetland,Water,Wetland,Forest
1964,Permanent_ice_and_snow,Forest,Water,Non_Water,Water,Wetland
1965,Permanent_ice_and_snow,Forest,Water,Water,Water,Wetland
1966,Permanent_ice_and_snow,Forest,Water,Water,Water,Forest
1967,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland
1968,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Wetland
1969,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest
1970,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,Grassland
1971,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,Wetland
1972,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,Water
1973,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,Forest
1974,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1975,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
1976,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
1977,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1978,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
1979,Forest,NULL,NULL,Water,Non_Wetland,Grassland
1980,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1981,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1982,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1983,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1984,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1985,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1986,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1987,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1988,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1989,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1990,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1991,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1992,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
1993,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1994,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1995,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1996,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1997,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
