Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LGN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LGN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LGN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LGN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LGN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LGN_M_R
330,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
334,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
335,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
336,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
337,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
342,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
343,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
344,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
345,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Bareland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
350,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
351,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
355,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
356,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
359,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
360,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
361,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
365,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Bareland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Water
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Built-up
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Bareland
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
590,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
591,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
592,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
593,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
594,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
595,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
596,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
597,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
598,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
599,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
600,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
601,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
602,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
603,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
604,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
605,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
606,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
607,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
608,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
609,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
610,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
611,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
612,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
613,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
614,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
615,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
616,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
617,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
618,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
619,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
620,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
621,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
622,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
623,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
624,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
625,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
626,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
627,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
628,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
629,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
630,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
631,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
632,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
633,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
634,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
635,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
636,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
637,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
638,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
639,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
640,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
641,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
642,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
643,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
644,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
645,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
646,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
647,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
648,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
649,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
650,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
651,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
