Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LPH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LPH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LPH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LPH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LPH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LPH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LPH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LPH_M_R
328,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
329,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,NULL
330,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
331,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
332,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Forest,Grassland
333,NULL,NULL,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
334,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,NULL
335,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
336,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Cropland
337,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
338,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Bareland
339,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
340,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,NULL
341,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
342,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Wetland
343,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Forest
344,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,NULL
345,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
346,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Cropland
347,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
348,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Bareland,NULL
349,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Bareland,Grassland
350,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Bareland,Bareland
351,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Bareland,Water
352,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Built-up,Grassland
353,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,NULL
354,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
355,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Cropland
356,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
357,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
358,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
359,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Forest
360,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Grassland
361,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Wetland
362,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,NULL
363,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
364,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Cropland
365,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Wetland
366,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,NULL
367,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
368,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Cropland
369,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
370,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
371,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
372,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,NULL
373,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
374,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Wetland
375,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
376,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
377,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
378,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
379,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
380,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
381,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
382,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
383,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,NULL
384,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
385,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Wetland
386,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Water
387,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,NULL
388,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Cropland
389,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Wetland
390,NULL,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Wetland
391,NULL,NULL,NULL,Water,Non_Wetland,NULL,Bareland,Grassland
392,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
393,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Cropland
394,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Wetland
395,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Water
396,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Forest
397,NULL,NULL,NULL,Water,Non_Wetland,NULL,Forest,Wetland
398,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,NULL
399,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
400,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Wetland
401,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Water
402,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Forest
403,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
404,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
405,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
406,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Bareland
407,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Water
408,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
409,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
410,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Wetland
411,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Wetland
412,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,NULL
413,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
414,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Wetland
415,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Water
416,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Forest
417,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Forest,Grassland
418,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Forest,Wetland
419,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
420,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Cropland
421,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Wetland
422,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Forest
423,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
424,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,NULL
425,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
426,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
427,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
428,NULL,NULL,NULL,Water,Non_Wetland,Cropland,NULL,Wetland
429,NULL,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Grassland
430,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Shrubland,Wetland
431,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
432,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Forest,Wetland
433,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,NULL
434,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
435,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Wetland
436,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Bareland
437,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Grassland
438,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
439,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
440,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Wetland
441,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
442,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Water
443,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
444,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Wetland
445,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Bareland
446,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Water
447,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Forest,Water
448,NULL,NULL,NULL,Water,Non_Wetland,Built-up,Built-up,Grassland
449,NULL,NULL,NULL,Water,Non_Wetland,Built-up,Built-up,Bareland
450,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,NULL
451,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Grassland
452,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Cropland
453,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Wetland
454,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Bareland
455,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Water
456,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Forest
457,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,NULL
458,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
459,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Wetland
460,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Bareland
461,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Water
462,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,NULL
463,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
464,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Wetland
465,NULL,NULL,NULL,Water,Non_Wetland,Water,Bareland,Grassland
466,NULL,NULL,NULL,Water,Non_Wetland,Water,Bareland,Wetland
467,NULL,NULL,NULL,Water,Non_Wetland,Water,Bareland,Bareland
468,NULL,NULL,NULL,Water,Non_Wetland,Water,Bareland,Water
469,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,NULL
470,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
471,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
472,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Bareland
473,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Water
474,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Forest
475,NULL,NULL,NULL,Water,Non_Wetland,Water,Forest,Wetland
476,NULL,NULL,NULL,Water,Non_Wetland,Water,Forest,Water
477,NULL,NULL,NULL,Water,Non_Wetland,Forest,Shrubland,Grassland
478,NULL,NULL,NULL,Water,Non_Wetland,Forest,Shrubland,Wetland
479,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
480,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
482,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
483,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
484,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
485,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
486,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
487,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
490,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
491,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
492,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
493,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
494,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
495,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
497,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
498,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
499,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
500,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
501,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
502,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
504,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
505,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
506,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
508,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
509,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
510,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
511,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
512,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
513,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
514,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
515,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
516,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
517,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
518,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
519,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
520,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
521,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
522,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
523,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Wetland
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
590,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
591,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
592,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
593,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
594,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
595,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
596,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
597,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
598,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
599,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
600,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
601,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
602,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
603,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
604,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
605,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
606,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
607,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
608,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
609,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
610,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
611,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
612,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
613,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
614,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,NULL
615,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
616,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
617,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
618,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
619,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
620,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
621,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
622,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
623,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
624,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
625,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
626,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
627,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
628,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
629,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
630,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
631,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
632,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
633,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
634,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
635,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
636,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
637,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
638,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
639,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
640,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
641,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
642,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
643,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
644,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
645,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
646,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
647,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
648,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
649,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
650,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
651,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
652,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
653,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
654,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
655,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
656,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
657,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
658,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
659,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
660,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
661,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
662,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
