Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LYN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LYN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LYN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LYN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LYN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LYN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LYN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LYN_M_R
324,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
325,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
326,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
327,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
328,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
329,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
330,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Wetland
331,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
332,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
333,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
334,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
335,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
336,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
337,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
338,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
339,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
340,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
341,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
342,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
343,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
344,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
345,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
346,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
347,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
348,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
349,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
350,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
351,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
352,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
353,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
354,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
355,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
356,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
357,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
358,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
359,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
360,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Wetland
361,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
362,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
363,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
364,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
365,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Wetland
366,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
367,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
368,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
369,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
370,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
371,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
372,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
373,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
374,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
375,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
376,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
377,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
378,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
379,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
380,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
381,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
382,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
383,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
384,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
385,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Wetland
386,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
387,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
388,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
389,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
390,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
391,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
392,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Wetland
393,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
394,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
395,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
396,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
397,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
398,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
399,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
400,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
401,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
402,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
403,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Wetland
404,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
405,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
406,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
407,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
408,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
409,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
410,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
411,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
412,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
413,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
414,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
415,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
416,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
417,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Wetland
418,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Bareland
419,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
420,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
421,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
422,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
423,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
424,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
425,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
426,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
427,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Wetland
428,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,NULL
429,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
430,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
431,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
432,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
433,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
434,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
435,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
436,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
437,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
438,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
439,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
440,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
441,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Grassland
442,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Built-up,Grassland
443,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
444,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Built-up,Grassland
445,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
446,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
447,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
448,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
449,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
450,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
451,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
452,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
453,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
454,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
455,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
456,NULL,NULL,Wetland,NULL,Wetland,NULL,Bareland,Grassland
457,NULL,NULL,Wetland,NULL,Wetland,NULL,Bareland,Wetland
458,NULL,NULL,Wetland,NULL,Wetland,NULL,Built-up,Grassland
459,NULL,NULL,Wetland,NULL,Wetland,NULL,Built-up,Wetland
460,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
461,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Wetland
462,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
463,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
464,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Cropland
465,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
466,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
467,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
468,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
469,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
470,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
471,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
472,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
473,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Wetland
474,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
475,NULL,NULL,Wetland,NULL,Wetland,Grassland,Built-up,Grassland
476,NULL,NULL,Wetland,NULL,Wetland,Grassland,Built-up,Wetland
477,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
478,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
479,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
480,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
481,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
482,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
483,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
484,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
485,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
486,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
487,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
488,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
489,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Wetland
490,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
491,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
492,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
493,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
494,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
495,NULL,NULL,Wetland,NULL,Wetland,Bareland,Built-up,Wetland
496,NULL,NULL,Wetland,NULL,Wetland,Bareland,Built-up,Bareland
497,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
498,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Wetland
499,NULL,NULL,Wetland,NULL,Wetland,Built-up,NULL,Grassland
500,NULL,NULL,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
501,NULL,NULL,Wetland,NULL,Wetland,Built-up,Built-up,Wetland
502,NULL,NULL,Wetland,NULL,Wetland,Built-up,Built-up,Built-up
503,NULL,NULL,Wetland,NULL,Wetland,Forest,NULL,Grassland
504,NULL,NULL,Wetland,NULL,Wetland,Forest,NULL,Wetland
505,NULL,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
506,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
507,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
508,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
509,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
510,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
511,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Grassland
512,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Wetland
513,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Built-up,Wetland
514,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
515,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
516,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Bareland
517,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
518,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
519,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
520,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
521,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
522,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Built-up,Grassland
523,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Built-up,Wetland
524,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
525,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
526,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
527,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
528,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Wetland
529,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
530,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
531,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Wetland
532,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
533,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Bareland
534,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
535,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Wetland
536,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
537,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
538,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
539,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
540,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
541,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
542,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
543,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Wetland
544,NULL,NULL,Wetland,Water,Wetland,NULL,Built-up,Wetland
545,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
546,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
547,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Wetland
548,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Forest
549,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
550,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
551,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Wetland
552,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Wetland
553,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
554,NULL,NULL,Wetland,Water,Wetland,Built-up,Built-up,Grassland
555,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
556,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
557,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
558,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
559,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Wetland
560,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Wetland
561,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,NULL
562,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
563,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Wetland
564,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
565,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
566,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Built-up,Forest
567,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
568,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Built-up
569,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Wetland
570,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
571,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
572,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
573,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
574,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
575,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
576,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
577,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
578,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
579,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
580,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
581,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
582,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Wetland
583,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
584,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
585,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
586,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Wetland
587,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
588,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
589,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
590,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Wetland
591,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
592,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
593,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
594,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Wetland
595,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
596,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
597,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
598,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
599,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Wetland
600,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
601,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Water
602,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
603,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
604,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
605,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
606,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
607,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
608,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
609,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
610,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
611,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Wetland
612,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
613,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
614,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
615,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
616,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
617,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Wetland
618,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
619,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
620,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
621,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Wetland
622,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Wetland
623,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
624,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
625,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
626,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Wetland
627,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
628,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
629,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
630,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
631,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
632,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
633,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Wetland
634,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
635,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
636,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
637,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
638,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
639,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Wetland
640,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
641,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
642,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
643,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
644,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
645,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
646,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
647,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
648,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
649,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
650,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
651,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
652,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
653,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
654,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
655,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
656,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Wetland
657,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
658,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Grassland
659,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
660,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Wetland
661,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Bareland
662,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Grassland
