Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LDL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LDL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LDL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LDL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LDL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LDL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LDL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LDL_M_R
5106,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Water
5107,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Forest
5108,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
5109,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Bareland
5110,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Water
5111,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
5112,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
5113,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Cropland
5114,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Bareland
5115,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Water
5116,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
5117,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Grassland
5118,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Bareland
5119,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Water
5120,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Forest
5121,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Grassland
5122,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Forest
5123,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
5124,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
5125,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
5126,Forest,Forest,Wetland,Water,Wetland,Bareland,Grassland,Grassland
5127,Forest,Forest,Wetland,Water,Wetland,Bareland,Grassland,Bareland
5128,Forest,Forest,Wetland,Water,Wetland,Bareland,Grassland,Water
5129,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Grassland
5130,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Water
5131,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Forest
5132,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Grassland
5133,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Bareland
5134,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Water
5135,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Forest
5136,Forest,Forest,Wetland,Water,Wetland,Bareland,Forest,Grassland
5137,Forest,Forest,Wetland,Water,Wetland,Bareland,Forest,Bareland
5138,Forest,Forest,Wetland,Water,Wetland,Bareland,Forest,Water
5139,Forest,Forest,Wetland,Water,Wetland,Bareland,Forest,Forest
5140,Forest,Forest,Wetland,Water,Wetland,Water,Grassland,Grassland
5141,Forest,Forest,Wetland,Water,Wetland,Water,Grassland,Water
5142,Forest,Forest,Wetland,Water,Wetland,Water,Grassland,Forest
5143,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
5144,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Bareland
5145,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
5146,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
5147,Forest,Forest,Wetland,Water,Wetland,Water,Water,Grassland
5148,Forest,Forest,Wetland,Water,Wetland,Water,Water,Bareland
5149,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
5150,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
5151,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Grassland
5152,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Bareland
5153,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Water
5154,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
5155,Forest,Forest,Wetland,Water,Wetland,Forest,Grassland,Grassland
5156,Forest,Forest,Wetland,Water,Wetland,Forest,Grassland,Forest
5157,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
5158,Forest,Forest,Wetland,Water,Wetland,Forest,Bareland,Forest
5159,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Grassland
5160,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Bareland
5161,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Water
5162,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
5163,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Grassland
5164,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Bareland
5165,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
5166,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Forest,Forest
5167,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,Forest
5168,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Forest,Forest
5169,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Forest
5170,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water,Water,Forest
5171,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water,Forest,Forest
5172,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Water,Forest
5173,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,Forest
5174,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,Water,Forest
5175,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest,Forest,Forest
5176,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,NULL,Water,Forest
5177,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
5178,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
5179,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
5180,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
5181,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
5182,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
5183,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
5184,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5185,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
5186,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5187,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Water
5188,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
5189,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5190,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
5191,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
5192,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,Bareland
5193,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
5194,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
5195,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Water
5196,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
5197,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
5198,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
5199,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
5200,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
5201,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5202,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
5203,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
5204,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
5205,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
5206,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
5207,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
5208,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
5209,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Water
5210,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
5211,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Grassland
5212,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
5213,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
5214,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Bareland
5215,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Water
5216,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
5217,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
5218,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
5219,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Bareland,Forest
5220,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
5221,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
5222,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
5223,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Forest
5224,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
5225,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
5226,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
5227,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
5228,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
5229,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5230,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
5231,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5232,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5233,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Bareland
5234,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Water
5235,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5236,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
5237,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Water,Bareland
5238,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Water,Water
5239,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
5240,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
5241,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Bareland
5242,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Water
5243,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Forest
5244,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
5245,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
5246,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5247,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5248,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
5249,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
5250,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
5251,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
5252,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Water
5253,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
5254,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
5255,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
5256,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Water
5257,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Forest
5258,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
5259,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
5260,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
5261,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
5262,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
5263,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Water
5264,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
5265,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Forest,Grassland
5266,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
5267,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Grassland,Forest
5268,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
5269,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
5270,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Grassland
5271,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
5272,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
5273,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Forest
5274,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Forest,Forest
5275,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
5276,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Grassland,Bareland
5277,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Grassland,Water
5278,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Grassland,Forest
5279,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
5280,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Bareland
5281,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Water
5282,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
5283,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
5284,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Water,Bareland
5285,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Water,Water
5286,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Water,Forest
5287,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Forest,Grassland
5288,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Forest,Bareland
5289,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Forest,Forest
5290,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
5291,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
5292,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
5293,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Wetland,Bareland
5294,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
5295,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Wetland,Forest
5296,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
5297,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
5298,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Water,Forest
5299,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Forest,Grassland
5300,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Forest,Bareland
5301,Forest,Forest,Bareland,Water,Non_Wetland,Water,Grassland,Bareland
5302,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
5303,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Water
5304,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Forest
5305,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Grassland
5306,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Bareland
5307,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Water
5308,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Forest
5309,Forest,Forest,Bareland,Water,Non_Wetland,Water,Forest,Bareland
5310,Forest,Forest,Bareland,Water,Non_Wetland,Forest,NULL,Grassland
5311,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Grassland,Forest
5312,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Wetland,Grassland
5313,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Water,Forest
5314,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Forest,Grassland
5315,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Forest,Forest
5316,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
5317,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
5318,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Water,Forest
5319,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
5320,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5321,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Water
5322,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
5323,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
5324,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Water
5325,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
5326,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
5327,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
5328,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Water,Water
5329,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
5330,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
5331,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
5332,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Water
5333,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
5334,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
5335,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
5336,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
5337,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
5338,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
5339,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
5340,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5341,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
5342,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
5343,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
5344,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Water
5345,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
5346,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
5347,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
5348,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
5349,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
5350,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
5351,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Water,Bareland
5352,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Water,Forest
5353,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Grassland
5354,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Bareland
5355,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Water
5356,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Forest
5357,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
5358,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Water,Forest
5359,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
5360,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
5361,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Forest
5362,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Grassland
5363,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Forest
5364,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
5365,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Water,Water
5366,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
5367,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Forest,Grassland
5368,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Forest,Bareland
5369,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Forest,Water
5370,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Forest,Forest
5371,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5372,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
5373,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Water
5374,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5375,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5376,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Bareland
5377,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Water
5378,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5379,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
5380,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Water,Bareland
5381,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Water,Water
5382,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Water,Forest
5383,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Forest,Grassland
5384,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Forest,Bareland
5385,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Forest,Water
5386,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Forest,Forest
5387,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5388,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Water
5389,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
5390,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Forest,Grassland
5391,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Forest,Forest
5392,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Water
5393,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Forest
5394,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
5395,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Water
5396,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
5397,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
5398,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
5399,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Water,Forest
5400,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Forest,Grassland
5401,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Forest,Water
5402,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Forest,Forest
5403,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
5404,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
5405,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
5406,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
5407,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Water,Bareland
5408,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Water,Water
5409,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Forest,Grassland
5410,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Forest,Water
5411,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest,Grassland,Grassland
5412,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest,Grassland,Forest
5413,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest,Wetland,Grassland
5414,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest,Water,Grassland
5415,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest,Water,Forest
5416,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest,Forest,Grassland
5417,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest,Forest,Forest
5418,Forest,Forest,Built-up,Water,Non_Wetland,NULL,Grassland,Forest
5419,Forest,Forest,Built-up,Water,Non_Wetland,NULL,Wetland,Grassland
5420,Forest,Forest,Built-up,Water,Non_Wetland,NULL,Wetland,Cropland
5421,Forest,Forest,Built-up,Water,Non_Wetland,NULL,Wetland,Forest
5422,Forest,Forest,Built-up,Water,Non_Wetland,NULL,Forest,Grassland
5423,Forest,Forest,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
5424,Forest,Forest,Built-up,Water,Non_Wetland,Grassland,Grassland,Water
5425,Forest,Forest,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
5426,Forest,Forest,Built-up,Water,Non_Wetland,Grassland,Wetland,Cropland
5427,Forest,Forest,Built-up,Water,Non_Wetland,Grassland,Wetland,Bareland
5428,Forest,Forest,Built-up,Water,Non_Wetland,Grassland,Wetland,Water
5429,Forest,Forest,Built-up,Water,Non_Wetland,Grassland,Wetland,Forest
5430,Forest,Forest,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
5431,Forest,Forest,Built-up,Water,Non_Wetland,Grassland,Water,Bareland
5432,Forest,Forest,Built-up,Water,Non_Wetland,Grassland,Water,Water
5433,Forest,Forest,Built-up,Water,Non_Wetland,Grassland,Water,Forest
5434,Forest,Forest,Built-up,Water,Non_Wetland,Grassland,Forest,Grassland
5435,Forest,Forest,Built-up,Water,Non_Wetland,Grassland,Forest,Bareland
5436,Forest,Forest,Built-up,Water,Non_Wetland,Grassland,Forest,Water
5437,Forest,Forest,Built-up,Water,Non_Wetland,Grassland,Forest,Forest
5438,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
5439,Forest,Forest,Built-up,Water,Non_Wetland,Bareland,Grassland,Bareland
5440,Forest,Forest,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
