Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LFP_M_R
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Wetland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,NULL
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Bareland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Built-up
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Bareland
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Built-up
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Cropland
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
534,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
535,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
536,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
537,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
538,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
539,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
540,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
541,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
542,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
543,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
544,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
545,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
546,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
547,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
548,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
549,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
550,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
551,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
552,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
553,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
554,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Built-up
555,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
556,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
557,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
558,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
559,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
560,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
561,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
562,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
563,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
564,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
565,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
566,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
567,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
568,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
569,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
570,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
571,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
572,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
573,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
574,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
575,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
576,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
577,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
578,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
579,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
580,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
581,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
582,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
583,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
584,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
585,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
586,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
587,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
588,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Bareland
589,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
590,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
591,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
592,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
593,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
594,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
595,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
596,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
597,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
598,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
599,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
600,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
601,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
602,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
603,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
604,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
605,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
606,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
607,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,NULL
608,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
609,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
610,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Bareland
611,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
612,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Bareland
613,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
614,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
615,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Cropland
616,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
617,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
618,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Forest
619,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
620,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
621,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
622,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,NULL
623,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
624,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Forest
625,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
626,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Forest
627,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Bareland,Grassland
628,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
629,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Forest,Grassland
630,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
631,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Forest
632,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
633,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Water
634,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Forest
635,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
636,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
637,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
638,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
639,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
640,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
641,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Grassland
642,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
643,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
644,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
645,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
646,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
