Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LRK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LRK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LRK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LRK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LRK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LRK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LRK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LRK_M_R
330,NULL,NULL,NULL,Water,Non_Wetland,Cropland,NULL,Bareland
331,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,NULL
332,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
333,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Cropland
334,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Wetland
335,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Bareland
336,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Water
337,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Wetland
338,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,NULL
339,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
340,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Cropland
341,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Bareland
342,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Water
343,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Built-up,Bareland
344,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
345,NULL,NULL,NULL,Water,Non_Wetland,Built-up,Built-up,Bareland
346,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,NULL
347,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Grassland
348,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Cropland
349,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Wetland
350,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Bareland
351,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Water
352,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
353,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Wetland
354,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Bareland
355,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Water
356,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Forest
357,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,NULL
358,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
359,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Cropland
360,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Wetland
361,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Bareland
362,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Water
363,NULL,NULL,NULL,Water,Non_Wetland,Water,Bareland,Grassland
364,NULL,NULL,NULL,Water,Non_Wetland,Water,Bareland,Cropland
365,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,NULL
366,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
367,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Cropland
368,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
369,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Bareland
370,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Water
371,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Forest
372,NULL,NULL,NULL,Water,Non_Wetland,Forest,NULL,Wetland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
374,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
379,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
380,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
381,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
382,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
386,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
387,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
388,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
389,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
394,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
395,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
396,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
397,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Wetland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
402,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
403,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
404,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
408,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
409,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
410,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
414,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
415,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Built-up
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Built-up
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,NULL
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Bareland
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
588,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
589,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
590,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
591,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
592,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
593,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
594,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
595,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
596,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
597,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
598,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
599,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Bareland
600,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
601,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
602,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
603,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
604,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
605,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
606,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,NULL
607,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
608,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
609,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
610,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
611,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Bareland
612,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
613,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
614,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
615,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
616,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Bareland
617,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
618,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
619,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
620,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
621,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
622,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Bareland
623,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
624,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
625,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
626,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
627,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
628,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
629,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
630,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Bareland
631,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
632,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
633,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
634,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
635,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
636,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
637,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
638,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
639,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
640,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
641,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
642,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,NULL
643,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,NULL
644,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
645,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
646,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Wetland
647,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Bareland
648,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Shrubland,NULL
649,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Shrubland,Grassland
650,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,NULL
651,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
652,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
653,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Water,NULL
654,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
655,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
