Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MQQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MQQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MQQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MQQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MQQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MQQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MQQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MQQ_M_R
329,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
330,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
331,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Water
332,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
333,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
334,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
335,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
336,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Cropland
337,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
338,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Forest,Grassland
339,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
340,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
341,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,NULL
342,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
343,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
344,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Grassland
345,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
346,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,NULL
347,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
348,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Wetland
349,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
350,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
351,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
352,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
353,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
354,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Cropland
355,NULL,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
356,NULL,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Cropland
357,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
358,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Forest
359,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
360,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Forest,NULL
361,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
362,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Cropland
363,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,NULL
364,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
365,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
366,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
367,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
368,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
369,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
370,NULL,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Grassland
371,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
372,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Water
373,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
374,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Cropland
375,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Grassland
376,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Bareland
377,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
378,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Cropland
379,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Bareland
380,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
381,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Cropland
382,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Bareland
383,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
384,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Cropland
385,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
386,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
387,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Cropland
388,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Bareland
389,NULL,NULL,NULL,Water,Non_Wetland,Built-up,Shrubland,Grassland
390,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Water
391,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Cropland
392,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Wetland
393,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
394,NULL,NULL,NULL,Water,Non_Wetland,Forest,Shrubland,Grassland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
396,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
401,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
402,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
403,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
407,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
408,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
409,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
414,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
415,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
416,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Bareland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
419,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
422,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
423,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
424,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
425,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
427,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Bareland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Wetland
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Cropland
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Bareland
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Water
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,NULL
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Built-up
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Cropland
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
590,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
591,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
592,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
593,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
594,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
595,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
596,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
597,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
598,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
599,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
600,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
601,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
602,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
603,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
604,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
605,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
606,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
607,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
608,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
609,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
610,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
611,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
612,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
613,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
614,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
615,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
616,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
617,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
618,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
619,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
620,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
621,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
622,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
623,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
624,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
625,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
626,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
627,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
628,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
629,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
630,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
631,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
632,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
633,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
634,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
635,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
636,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
637,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
638,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
639,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
640,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
641,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
642,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
643,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Wetland
644,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
645,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
646,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
647,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
648,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
649,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
650,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
651,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
652,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
653,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
654,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
