Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LLH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LLH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LLH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LLH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LLH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LLH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LLH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LLH_M_R
342,NULL,Wetland,Water,Water,Water,NULL,NULL,Grassland
343,NULL,Wetland,Water,Water,Water,NULL,NULL,Cropland
344,NULL,Wetland,Water,Water,Water,NULL,NULL,Wetland
345,NULL,Wetland,Water,Water,Water,NULL,NULL,Water
346,NULL,Wetland,Water,Water,Water,NULL,NULL,Forest
347,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
348,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
349,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
350,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
351,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
352,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
353,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
354,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
355,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
356,NULL,Wetland,Forest,Water,Non_Wetland,NULL,NULL,NULL
357,NULL,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
358,NULL,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
359,NULL,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
360,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
361,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
362,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
363,NULL,Bareland,Water,Water,Water,NULL,NULL,Water
364,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
365,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
366,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
367,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
368,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
369,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
370,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
371,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
372,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
373,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
374,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
375,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
376,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
377,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
378,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
379,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
380,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
381,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
382,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
383,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
384,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
385,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
386,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,NULL
387,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
388,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
389,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
390,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
391,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
392,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
393,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
394,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
395,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
396,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
397,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
398,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
399,NULL,Built-up,Water,NULL,Water,NULL,NULL,Grassland
400,NULL,Built-up,Water,NULL,Water,NULL,NULL,Forest
401,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Forest
402,NULL,Built-up,Water,Water,Water,NULL,NULL,Forest
403,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
404,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
405,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
406,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
407,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
408,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
409,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
410,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
411,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
412,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
413,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
414,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
415,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
416,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
417,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
418,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Water
419,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
420,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
421,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
422,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
423,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
424,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
425,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
426,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
427,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
428,NULL,Water,Water,NULL,Water,NULL,NULL,Water
429,NULL,Water,Water,NULL,Water,NULL,NULL,Forest
430,NULL,Water,Water,Non_Water,Water,NULL,NULL,Grassland
431,NULL,Water,Water,Non_Water,Water,NULL,NULL,Water
432,NULL,Water,Water,Non_Water,Water,NULL,NULL,Forest
433,NULL,Water,Water,Water,Water,NULL,NULL,Wetland
434,NULL,Water,Water,Water,Water,NULL,NULL,Bareland
435,NULL,Water,Water,Water,Water,NULL,NULL,Water
436,NULL,Water,Water,Water,Water,NULL,NULL,Forest
437,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
438,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
439,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
440,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
441,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
442,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
443,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
444,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
445,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
446,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
447,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
448,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
449,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
450,NULL,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
451,NULL,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
452,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
453,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
454,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
455,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
456,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
457,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
458,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
459,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
460,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
461,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
462,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
463,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
464,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
465,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
466,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
467,NULL,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
468,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
469,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
470,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
471,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
472,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
473,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
474,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
475,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
476,NULL,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
477,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
478,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
479,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
480,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
481,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
482,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
483,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
484,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
485,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
486,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
487,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
488,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,NULL
489,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
490,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
491,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
492,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Water
493,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
494,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
495,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
496,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
497,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
498,NULL,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
499,NULL,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
500,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
501,NULL,Forest,Water,NULL,Water,NULL,NULL,NULL
502,NULL,Forest,Water,NULL,Water,NULL,NULL,Grassland
503,NULL,Forest,Water,NULL,Water,NULL,NULL,Cropland
504,NULL,Forest,Water,NULL,Water,NULL,NULL,Wetland
505,NULL,Forest,Water,NULL,Water,NULL,NULL,Water
506,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
507,NULL,Forest,Water,Non_Water,Water,NULL,NULL,NULL
508,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
509,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Water
510,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Forest
511,NULL,Forest,Water,Water,Water,NULL,NULL,Grassland
512,NULL,Forest,Water,Water,Water,NULL,NULL,Bareland
513,NULL,Forest,Water,Water,Water,NULL,NULL,Water
514,NULL,Forest,Water,Water,Water,NULL,NULL,Forest
515,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
516,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
517,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
518,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
519,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
520,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
521,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
522,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
523,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,NULL
524,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
525,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
526,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
527,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
528,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
529,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
530,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
531,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
532,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
533,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
534,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
535,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
536,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
537,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
538,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
539,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
540,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
541,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
542,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
543,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
544,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
545,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
546,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
547,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
548,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
549,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
550,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
551,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
552,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
553,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
554,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
555,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
556,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
557,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
558,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
559,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
560,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
561,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
562,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
563,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
564,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
565,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
566,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
567,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
568,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
569,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
570,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
571,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
572,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
573,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
574,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
575,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
576,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
577,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
578,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
579,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
580,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
581,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
582,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
583,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
584,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
585,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
586,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
587,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
588,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
589,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
590,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
591,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
592,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
593,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
594,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
595,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
596,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
597,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
598,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
599,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
600,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
601,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
602,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
603,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
604,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
605,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
606,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
607,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
608,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
609,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
610,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
611,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
612,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
613,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
614,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
615,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
616,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
617,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
618,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
619,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
620,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
621,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
622,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
623,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
624,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
625,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
626,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
627,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
628,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
629,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
630,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
631,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
632,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
633,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
634,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
635,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
636,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
637,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
638,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
639,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
640,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
641,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
642,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
643,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
644,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
645,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
646,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
647,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
648,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
649,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
650,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
651,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
652,Grassland,NULL,Water,NULL,Water,NULL,NULL,NULL
653,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
654,Grassland,NULL,Water,NULL,Water,NULL,NULL,Cropland
655,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
656,Grassland,NULL,Water,NULL,Water,NULL,NULL,Water
657,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
658,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
659,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
660,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
661,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
662,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
663,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Water
664,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
665,Grassland,NULL,Water,Water,Water,NULL,NULL,NULL
666,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
667,Grassland,NULL,Water,Water,Water,NULL,NULL,Cropland
668,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
669,Grassland,NULL,Water,Water,Water,NULL,NULL,Bareland
670,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
671,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
672,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
673,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
674,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
675,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
676,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
677,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
678,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
679,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
680,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
681,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
682,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
683,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
684,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
685,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
686,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
687,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
688,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
689,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
690,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
691,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
692,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
693,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
694,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
695,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
