Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KER_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KER_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KER_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KER_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KER_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KER_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KER_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KER_M_R
1006,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1007,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
1008,Water,Water,Water,Water,Water,NULL,NULL,NULL
1009,Water,Water,Water,Water,Water,NULL,NULL,Bareland
1010,Water,Water,Water,Water,Water,NULL,NULL,Water
1011,Water,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1012,Water,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1013,Water,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1014,Water,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1015,Water,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Bareland
1016,Water,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Water
1017,Water,Permanent_ice_and_snow,Wetland,Water,Wetland,NULL,NULL,Water
1018,Water,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1019,Water,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1020,Water,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Bareland
1021,Water,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Water
1022,Water,Permanent_ice_and_snow,Water,Water,Water,NULL,NULL,Water
1023,Water,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
1024,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1025,Water,Forest,Water,NULL,Water,NULL,NULL,Water
1026,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1027,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1028,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1029,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1030,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Bareland
1031,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1032,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1033,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1034,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1035,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1036,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1037,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1038,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1039,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1040,Permanent_ice_and_snow,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1041,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1042,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1043,Permanent_ice_and_snow,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1044,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1045,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1046,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1047,Permanent_ice_and_snow,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1048,Permanent_ice_and_snow,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1049,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1050,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1051,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1052,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1053,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1054,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1055,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1056,Permanent_ice_and_snow,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1057,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Bareland
1058,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Water
1059,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1060,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1061,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1062,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1063,Permanent_ice_and_snow,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1064,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
1065,Permanent_ice_and_snow,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1066,Permanent_ice_and_snow,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Bareland
1067,Permanent_ice_and_snow,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Water
1068,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1069,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,Water,Water,NULL,NULL,Bareland
1070,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1071,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1072,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1073,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1074,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1075,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1076,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1077,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1078,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
1079,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1080,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1081,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1082,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1083,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1084,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1085,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1086,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1087,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1088,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1089,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1090,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1091,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1092,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1093,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1094,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1095,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1096,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1097,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1098,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1099,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1100,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1101,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1102,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1103,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1104,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1105,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1106,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1107,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1108,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1109,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1110,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1111,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1112,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1113,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1114,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1115,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1116,Forest,NULL,Water,Water,Water,NULL,NULL,NULL
1117,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
1118,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1119,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1120,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1121,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1122,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1123,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1124,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
1125,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1126,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1127,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1128,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1129,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1130,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1131,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1132,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1133,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1134,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1135,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1136,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1137,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1138,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1139,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1140,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1141,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1142,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1143,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1144,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1145,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1146,Forest,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1147,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1148,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1149,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1150,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1151,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1152,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1153,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1154,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1155,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1156,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1157,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1158,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1159,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1160,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1161,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1162,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1163,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1164,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1165,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1166,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1167,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1168,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1169,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1170,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1171,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1172,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1173,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1174,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1175,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1176,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1177,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1178,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1179,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1180,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1181,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1182,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1183,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1184,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1185,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1186,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1187,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1188,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1189,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1190,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1191,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1192,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
