Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MYN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MYN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MYN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MYN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MYN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MYN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MYN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MYN_M_R
2793,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
2794,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2795,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2796,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2797,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2798,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2799,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2800,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2801,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2802,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,NULL
2803,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2804,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
2805,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2806,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
2807,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
2808,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
2809,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
2810,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
2811,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2812,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2813,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2814,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2815,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2816,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2817,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2818,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
2819,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2820,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2821,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2822,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
2823,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
2824,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
2825,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
2826,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Bareland
2827,Forest,NULL,Forest,Water,Non_Wetland,Water,Grassland,Bareland
2828,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2829,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2830,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2831,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2832,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2833,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2834,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2835,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2836,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
2837,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
2838,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
2839,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
2840,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2841,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2842,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
2843,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
2844,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2845,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2846,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2847,Forest,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
2848,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2849,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2850,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2851,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2852,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2853,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2854,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2855,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2856,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2857,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2858,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Forest
2859,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2860,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2861,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2862,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2863,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
2864,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2865,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2866,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2867,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2868,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
2869,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2870,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
2871,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2872,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2873,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2874,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
2875,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2876,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2877,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2878,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2879,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2880,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2881,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2882,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2883,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2884,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2885,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2886,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2887,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2888,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2889,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
2890,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
2891,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2892,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2893,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
2894,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2895,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2896,Forest,Cropland,Wetland,NULL,Wetland,Water,Grassland,Grassland
2897,Forest,Cropland,Wetland,NULL,Wetland,Water,Grassland,Forest
2898,Forest,Cropland,Wetland,NULL,Wetland,Water,Forest,Forest
2899,Forest,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
2900,Forest,Cropland,Wetland,Water,Wetland,Bareland,Grassland,Forest
2901,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
2902,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2903,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2904,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2905,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2906,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2907,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2908,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2909,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2910,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
2911,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2912,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2913,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2914,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2915,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
2916,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
2917,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
2918,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2919,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2920,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2921,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2922,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2923,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2924,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2925,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2926,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2927,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2928,Forest,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
2929,Forest,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
2930,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2931,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
2932,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2933,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2934,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
2935,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
2936,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
2937,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
2938,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2939,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2940,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2941,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2942,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
2943,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
2944,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2945,Forest,Bareland,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
2946,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2947,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2948,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2949,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2950,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2951,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2952,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2953,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2954,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2955,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
2956,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2957,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
2958,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2959,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
2960,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
2961,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
2962,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2963,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2964,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
2965,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2966,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
2967,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2968,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
2969,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2970,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2971,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2972,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
2973,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2974,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
2975,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
2976,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
2977,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2978,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
2979,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2980,Forest,Water,NULL,NULL,Non_Wetland,Water,Bareland,Forest
2981,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
2982,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
2983,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
2984,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
2985,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
2986,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2987,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
2988,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2989,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
2990,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
2991,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
2992,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2993,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
2994,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
2995,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
2996,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2997,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2998,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
2999,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
3000,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
3001,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
3002,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
3003,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
3004,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
3005,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Water
3006,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
3007,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Water
3008,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
3009,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Water
3010,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
3011,Forest,Water,NULL,Water,Non_Wetland,Grassland,Water,Forest
3012,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
3013,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
3014,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
3015,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
3016,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
3017,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
3018,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
3019,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Forest
3020,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3021,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3022,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3023,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3024,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
3025,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3026,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3027,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
3028,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3029,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3030,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3031,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
3032,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3033,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
3034,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
3035,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3036,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Water
3037,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3038,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Wetland,Water
3039,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
3040,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
3041,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
3042,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
3043,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3044,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3045,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3046,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
3047,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3048,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
3049,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
3050,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
3051,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
3052,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3053,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3054,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3055,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
3056,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3057,Forest,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
3058,Forest,Water,Cropland,NULL,Non_Wetland,Water,Forest,Forest
3059,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3060,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3061,Forest,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
3062,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
3063,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
3064,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
3065,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
3066,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
3067,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
3068,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
3069,Forest,Water,Wetland,NULL,Wetland,Grassland,NULL,Water
3070,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3071,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3072,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
3073,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3074,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
3075,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
3076,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
3077,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
3078,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
3079,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3080,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
3081,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Grassland
3082,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
3083,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Forest
3084,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
3085,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Bareland
3086,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Water
3087,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
3088,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
3089,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
3090,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
3091,Forest,Water,Wetland,NULL,Wetland,Water,Water,Bareland
3092,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
3093,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
3094,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
3095,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
3096,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
3097,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
3098,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
3099,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
3100,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
3101,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
3102,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
3103,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
3104,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
3105,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3106,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
3107,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
3108,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
3109,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3110,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
3111,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
3112,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
3113,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
3114,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
3115,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3116,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
3117,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
3118,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
3119,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
3120,Forest,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Grassland
3121,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
3122,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
3123,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
3124,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
3125,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
3126,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
3127,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
3128,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
3129,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Water
3130,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
3131,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3132,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
3133,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
3134,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
3135,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
3136,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
