Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MUB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MUB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MUB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MUB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MUB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MUB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MUB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MUB_M_R
329,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
330,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
331,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
332,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
333,NULL,NULL,NULL,Water,Non_Wetland,NULL,Bareland,Grassland
334,NULL,NULL,NULL,Water,Non_Wetland,NULL,Bareland,Wetland
335,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
336,NULL,NULL,NULL,Water,Non_Wetland,NULL,Forest,Grassland
337,NULL,NULL,NULL,Water,Non_Wetland,NULL,Forest,Forest
338,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
339,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Forest
340,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
341,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
342,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
343,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
344,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
345,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Bareland,NULL
346,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Bareland,Grassland
347,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Bareland,Water
348,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Bareland,Forest
349,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,NULL
350,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
351,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Water
352,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Forest,Grassland
353,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
354,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
355,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
356,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
357,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
358,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
359,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Wetland
360,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Wetland
361,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
362,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
363,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
364,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Built-up,Grassland
365,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
366,NULL,NULL,NULL,Water,Non_Wetland,Built-up,Built-up,Built-up
367,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Grassland
368,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
369,NULL,NULL,NULL,Water,Non_Wetland,Water,Bareland,Grassland
370,NULL,NULL,NULL,Water,Non_Wetland,Water,Bareland,Water
371,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
372,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
373,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Water
374,NULL,NULL,NULL,Water,Non_Wetland,Forest,NULL,Grassland
375,NULL,NULL,NULL,Water,Non_Wetland,Forest,Bareland,Grassland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
377,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
381,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
382,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
383,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
388,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
389,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
390,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
395,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
396,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
397,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
399,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Wetland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
403,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
404,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
405,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
408,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
409,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
410,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
413,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Wetland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Cropland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Built-up
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Wetland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Wetland
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Built-up
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Built-up,Grassland
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Wetland
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Built-up
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
590,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
591,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
592,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
593,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
594,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
595,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
596,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
597,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
598,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,NULL
599,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
600,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
601,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
602,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
603,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Built-up
604,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
605,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
606,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
607,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
608,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
609,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
610,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
611,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
612,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
613,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
614,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
615,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,NULL
616,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
617,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Cropland
618,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Wetland
619,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
620,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Forest
621,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Bareland
622,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
623,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,NULL
624,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
625,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Bareland
626,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
627,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
628,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
629,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
630,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
631,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
632,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
633,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
634,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Built-up
635,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
636,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
637,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
638,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Built-up
639,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
640,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
641,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
642,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Bareland
643,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Built-up
644,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
645,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
646,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
647,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Bareland
648,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
649,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
650,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
651,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
652,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
653,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
654,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
