Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MUS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MUS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MUS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MUS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MUS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MUS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MUS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MUS_M_R
329,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Wetland
330,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Bareland
331,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Water
332,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Forest
333,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,NULL
334,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
335,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Wetland
336,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Bareland
337,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Water
338,NULL,NULL,NULL,Water,Non_Wetland,NULL,Bareland,Grassland
339,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Bareland
340,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,NULL
341,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
342,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Wetland
343,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Water
344,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Forest
345,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
346,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
347,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
348,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Water
349,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
350,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,NULL
351,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
352,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Cropland
353,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Wetland
354,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Water
355,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Bareland,Water
356,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,NULL
357,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
358,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,NULL
359,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
360,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Wetland
361,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Water
362,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,NULL
363,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
364,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Wetland
365,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,NULL
366,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
367,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
368,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
369,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Bareland
370,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Water
371,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Built-up,Grassland
372,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,NULL
373,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
374,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Wetland
375,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Water
376,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
377,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Bareland
378,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Water
379,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,NULL
380,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
381,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Water
382,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,NULL
383,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Wetland
384,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Grassland
385,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Water
386,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Forest
387,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
388,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Water
389,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
390,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Wetland
391,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
393,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
398,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
399,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
400,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
401,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
406,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
407,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
408,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
409,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
414,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
415,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
416,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
417,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
420,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
421,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
424,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
425,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
426,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
427,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
431,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
432,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Bareland
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
590,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
591,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
592,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
593,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
594,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
595,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
596,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
597,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
598,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
599,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
600,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
601,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
602,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
603,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
604,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
605,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
606,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Built-up,Grassland
607,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Built-up,Cropland
608,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Built-up,Wetland
609,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
610,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
611,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
612,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
613,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
614,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
615,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
616,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
617,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
618,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
619,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
620,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
621,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
622,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
623,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
624,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
625,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
626,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
627,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
628,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
629,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
630,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
631,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
632,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
633,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
634,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
635,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Bareland
636,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Water
637,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
638,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
639,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
640,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
641,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
642,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
643,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
644,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
645,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Cropland
646,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
647,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
648,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Bareland
649,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
650,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
651,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
652,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
653,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
654,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Bareland
655,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Water
656,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
657,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
