Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KFU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KFU_M_R
324,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
325,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
326,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
327,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
328,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
329,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
330,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
331,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,NULL
332,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
333,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
334,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
335,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,NULL
336,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
337,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
338,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
339,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
340,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Grassland
341,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
342,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
343,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
344,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
345,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
346,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
347,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Grassland
348,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
349,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
350,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
351,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
352,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
353,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
354,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
355,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
356,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
357,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
358,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
359,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
360,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
361,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
362,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
363,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
364,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
365,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
366,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
367,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
368,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
369,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
370,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
371,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
372,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
373,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
374,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
375,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
376,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
377,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
378,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Cropland
379,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
380,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
381,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
382,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
383,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
384,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
385,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
386,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
387,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
388,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
389,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
390,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
391,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
392,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
393,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
394,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
395,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
396,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
397,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
398,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
399,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
400,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
401,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
402,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
403,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
404,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
405,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
406,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
407,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
408,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
409,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
410,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
411,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
412,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
413,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
414,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
415,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
416,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
417,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
418,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
419,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
420,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
421,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
422,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
423,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
424,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
425,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
426,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
427,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
428,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
429,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
430,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
431,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
432,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
433,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
434,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
435,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
436,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
437,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
438,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
439,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
440,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
441,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
442,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
443,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
444,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
445,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
446,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
447,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
448,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
449,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
450,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
451,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
452,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
453,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
454,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
455,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
456,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
457,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
458,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
459,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
460,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
461,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
462,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
463,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
464,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
465,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
466,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
467,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
468,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
469,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
470,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
471,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
472,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
473,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
474,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
475,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Cropland
476,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
477,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
478,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
479,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
480,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
481,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
482,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
483,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
484,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
485,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
486,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
487,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
488,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
489,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
490,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
491,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
492,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
493,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
494,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
495,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
496,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
497,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
498,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
499,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
500,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
501,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
502,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
503,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
504,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
505,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
506,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
507,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
508,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
509,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
510,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
511,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
512,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
513,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
514,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
515,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
516,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
517,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
518,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
519,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
520,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
521,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
522,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Bareland
523,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
524,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
525,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
526,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
527,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
528,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
529,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
530,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
531,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
532,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
533,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
534,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
535,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
536,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
537,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
538,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,NULL
539,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
540,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
541,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
542,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
543,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
544,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,NULL
545,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
546,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
547,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,Grassland
548,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
549,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
550,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
551,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
552,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
553,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
554,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
555,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
556,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
557,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Forest
558,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
559,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
560,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
561,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
562,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
563,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
564,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
565,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
566,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
567,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
568,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
569,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Bareland,Grassland
570,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Water,Grassland
571,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
572,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
573,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
574,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
575,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
576,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Water
577,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
578,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
579,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
580,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
581,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
582,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
583,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
584,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
585,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
586,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Built-up
587,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
588,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
589,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
590,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
591,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
592,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
593,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
594,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
595,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
596,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
597,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
598,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
599,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
600,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
601,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
602,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
603,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
604,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
605,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
606,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
607,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
608,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
609,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
610,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
611,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
612,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
613,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
614,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
615,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
616,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
617,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
618,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
619,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
620,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
621,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
622,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
623,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
624,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
625,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
626,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
627,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
628,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
629,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
630,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
631,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
632,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
633,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
634,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
635,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
636,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
637,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
638,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
639,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
640,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
641,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
642,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
643,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
644,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
645,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
646,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
647,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
648,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
649,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Cropland
650,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
651,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
652,NULL,NULL,Water,NULL,Water,Forest,NULL,Grassland
653,NULL,NULL,Water,NULL,Water,Forest,Forest,Grassland
654,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
655,NULL,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
656,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
657,NULL,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
658,NULL,NULL,Water,Non_Water,Water,Bareland,Water,Bareland
