Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KVA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KVA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KVA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KVA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KVA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KVA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KVA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KVA_M_R
321,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Wetland
322,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
323,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
324,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
325,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Wetland
326,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
327,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
328,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
329,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
330,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
331,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
332,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
333,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
334,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
335,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
336,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
337,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
338,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
339,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
340,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Wetland
341,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
342,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
343,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
344,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
345,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
346,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
347,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
348,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
349,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
350,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
351,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
352,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
353,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
354,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
355,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
356,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
357,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
358,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Wetland
359,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Wetland
360,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
361,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
362,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Wetland
363,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
364,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
365,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Wetland
366,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
367,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Wetland
368,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Wetland
369,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
370,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
371,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
372,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
373,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
374,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
375,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
376,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
377,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
378,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
379,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
380,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
381,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
382,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
383,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Forest
384,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
385,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
386,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
387,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
388,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
389,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
390,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
391,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Bareland
392,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
393,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
394,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Bareland
395,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
396,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Wetland
397,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
398,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Wetland
399,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Wetland
400,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
401,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
402,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Wetland
403,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Wetland
404,NULL,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
405,NULL,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Wetland
406,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Wetland
407,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
408,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
409,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
410,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
411,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
412,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
413,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
414,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
415,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
416,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
417,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
418,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Water,Wetland
419,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
420,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
421,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
422,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
423,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
424,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
425,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
426,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
427,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
428,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
429,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
430,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
431,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
432,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
433,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
434,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
435,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,NULL
436,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
437,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
438,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Water
439,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
440,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
441,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
442,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
443,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
444,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
445,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
446,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
447,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
448,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
449,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
450,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Water
451,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
452,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
453,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
454,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
455,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
456,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
457,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
458,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
459,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,NULL
460,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
461,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
462,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,NULL
463,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
464,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
465,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Wetland
466,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
467,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Wetland
468,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Forest
469,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
470,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
471,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
472,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
473,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
474,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
475,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
476,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
477,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Water
478,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Forest
479,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
480,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
481,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
482,NULL,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
483,NULL,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
484,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
485,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Wetland
486,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
487,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Wetland
488,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
489,NULL,NULL,Wetland,NULL,Wetland,Forest,Water,Wetland
490,NULL,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
491,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Wetland
492,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Water
493,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
494,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
495,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
496,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
497,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
498,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
499,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
500,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
501,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
502,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
503,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
504,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
505,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
506,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
507,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
508,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Wetland
509,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Forest
510,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
511,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
512,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
513,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
514,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
515,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
516,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
517,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
518,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
519,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
520,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
521,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Wetland
522,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
523,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
524,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
525,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Water
526,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
527,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
528,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
529,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
530,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
531,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
532,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
533,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
534,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
535,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
536,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
537,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
538,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
539,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
540,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
541,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
542,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
543,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
544,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Bareland
545,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,NULL
546,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
547,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
548,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Bareland
549,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
550,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
551,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
552,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
553,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
554,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
555,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
556,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
557,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
558,NULL,NULL,Wetland,Non_Water,Wetland,Water,Forest,Wetland
559,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
560,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Wetland
561,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Water
562,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
563,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
564,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
565,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Water,Wetland
566,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Water,Water
567,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Water,Forest
568,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
569,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
570,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
571,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
572,NULL,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Wetland
573,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Wetland
574,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
575,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
576,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
577,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
578,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
579,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
580,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
581,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Water
582,NULL,NULL,Wetland,Water,Wetland,Grassland,Forest,Wetland
583,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
584,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
585,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
586,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Water
587,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
588,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
589,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
590,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
591,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Water
592,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Wetland
593,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
594,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,NULL
595,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
596,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
597,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Water
598,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Forest
599,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
600,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Water
601,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
602,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
603,NULL,NULL,Wetland,Water,Wetland,Forest,Grassland,Wetland
604,NULL,NULL,Wetland,Water,Wetland,Forest,Wetland,Wetland
605,NULL,NULL,Wetland,Water,Wetland,Forest,Water,Wetland
606,NULL,NULL,Wetland,Water,Wetland,Forest,Forest,Wetland
607,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
608,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Wetland
609,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
610,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
611,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Forest
612,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
613,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
614,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
615,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
616,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
617,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
618,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
619,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Wetland
620,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
621,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
622,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
623,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
624,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
625,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Wetland
626,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Wetland
627,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
628,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
629,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
630,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
631,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Wetland
632,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
633,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Water
634,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
635,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
636,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
637,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Wetland
638,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
639,NULL,NULL,Bareland,Non_Water,Non_Wetland,Forest,Grassland,Wetland
640,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Wetland
641,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Wetland
642,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Forest
643,NULL,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Wetland
644,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
645,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
646,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
647,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
648,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
649,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
650,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
651,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
652,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
653,NULL,NULL,Water,NULL,Water,NULL,NULL,Wetland
654,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
655,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,Forest
656,NULL,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
657,NULL,NULL,Water,NULL,Water,Shrubland,Grassland,Wetland
658,NULL,NULL,Water,NULL,Water,Shrubland,Grassland,Forest
659,NULL,NULL,Water,NULL,Water,Shrubland,Wetland,Wetland
660,NULL,NULL,Water,NULL,Water,Shrubland,Forest,Wetland
661,NULL,NULL,Water,NULL,Water,Shrubland,Forest,Forest
662,NULL,NULL,Water,NULL,Water,Grassland,NULL,Grassland
663,NULL,NULL,Water,NULL,Water,Grassland,NULL,Wetland
664,NULL,NULL,Water,NULL,Water,Grassland,NULL,Forest
665,NULL,NULL,Water,NULL,Water,Grassland,Shrubland,Wetland
666,NULL,NULL,Water,NULL,Water,Grassland,Shrubland,Forest
667,NULL,NULL,Water,NULL,Water,Grassland,Grassland,NULL
668,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
669,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Wetland
670,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
