Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KDG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KDG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KDG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KDG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KDG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KDG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KDG_M_R
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
464,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
465,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
466,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
467,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
468,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
469,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
470,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
471,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
472,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
473,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Forest
474,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
475,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
476,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
477,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
478,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
479,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
480,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
481,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
482,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
483,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
484,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
485,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
486,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
487,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
488,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
489,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
490,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
491,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
492,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
493,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
494,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
495,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
496,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
497,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
498,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
499,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
500,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
501,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
502,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
503,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
504,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
505,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
506,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
507,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
508,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
509,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
510,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
511,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
512,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
513,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
514,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
515,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
516,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
517,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
518,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,NULL
519,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
520,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
521,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
522,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
523,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
524,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
525,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
526,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,NULL
527,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,NULL
528,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
529,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
530,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Forest
531,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Forest
532,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
533,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
534,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
535,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
536,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Forest
537,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Wetland
538,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,NULL
539,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
540,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
541,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,NULL
542,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
543,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Forest
544,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
545,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,NULL
546,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
547,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
548,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Water
549,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
550,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
551,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
552,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
553,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,NULL
554,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Bareland
555,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
556,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
557,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
558,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,NULL
559,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
560,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
561,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,NULL
562,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Built-up
563,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
564,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
565,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
566,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
567,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
568,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
569,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
570,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
571,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
572,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
573,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
574,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
575,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
576,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
577,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
578,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
579,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
580,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
581,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
582,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
583,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
584,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
585,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
586,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
587,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
588,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
589,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
590,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
591,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
592,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
593,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
594,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
595,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
596,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
597,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
598,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
599,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
600,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
601,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
602,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
603,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
604,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
605,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
606,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
607,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
608,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
609,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
610,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
611,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
612,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
613,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
614,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
615,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
616,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
617,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
618,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
619,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
620,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
621,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
622,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
623,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
624,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
625,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
626,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
627,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
628,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
629,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
630,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
631,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
632,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
633,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
634,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
635,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
636,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
637,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
638,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
639,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
640,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
641,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
642,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
643,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
644,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
645,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
646,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
647,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
648,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
649,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
650,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
651,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
652,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
