Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MKU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MKU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MKU_M_R
12514,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Forest
12515,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
12516,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Wetland
12517,Forest,NULL,Water,NULL,Water,Cropland,Wetland,Wetland
12518,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
12519,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
12520,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Forest
12521,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
12522,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
12523,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
12524,Forest,NULL,Water,NULL,Water,Wetland,Bareland,Grassland
12525,Forest,NULL,Water,NULL,Water,Wetland,Bareland,Wetland
12526,Forest,NULL,Water,NULL,Water,Wetland,Water,Wetland
12527,Forest,NULL,Water,NULL,Water,Wetland,Forest,Grassland
12528,Forest,NULL,Water,NULL,Water,Wetland,Forest,Forest
12529,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
12530,Forest,NULL,Water,NULL,Water,Water,Grassland,Wetland
12531,Forest,NULL,Water,NULL,Water,Water,Grassland,Forest
12532,Forest,NULL,Water,NULL,Water,Forest,Wetland,Grassland
12533,Forest,NULL,Water,NULL,Water,Forest,Forest,Forest
12534,Forest,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
12535,Forest,NULL,Water,Non_Water,Water,Grassland,Grassland,Forest
12536,Forest,NULL,Water,Non_Water,Water,Grassland,Wetland,Wetland
12537,Forest,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
12538,Forest,NULL,Water,Non_Water,Water,Grassland,Forest,Grassland
12539,Forest,NULL,Water,Non_Water,Water,Wetland,Grassland,Grassland
12540,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
12541,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
12542,Forest,NULL,Water,Non_Water,Water,Wetland,Bareland,Forest
12543,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
12544,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
12545,Forest,NULL,Water,Non_Water,Water,Wetland,Forest,Grassland
12546,Forest,NULL,Water,Non_Water,Water,Wetland,Forest,Wetland
12547,Forest,NULL,Water,Non_Water,Water,Bareland,Bareland,Grassland
12548,Forest,NULL,Water,Non_Water,Water,Bareland,Forest,Grassland
12549,Forest,NULL,Water,Water,Water,Grassland,Grassland,Grassland
12550,Forest,NULL,Water,Water,Water,Grassland,Grassland,Forest
12551,Forest,NULL,Water,Water,Water,Grassland,Wetland,Wetland
12552,Forest,NULL,Water,Water,Water,Grassland,Wetland,Forest
12553,Forest,NULL,Water,Water,Water,Grassland,Water,Grassland
12554,Forest,NULL,Water,Water,Water,Wetland,Grassland,Grassland
12555,Forest,NULL,Water,Water,Water,Wetland,Grassland,Forest
12556,Forest,NULL,Water,Water,Water,Wetland,Wetland,Grassland
12557,Forest,NULL,Water,Water,Water,Wetland,Wetland,Wetland
12558,Forest,NULL,Water,Water,Water,Wetland,Water,Grassland
12559,Forest,NULL,Water,Water,Water,Wetland,Forest,Grassland
12560,Forest,NULL,Water,Water,Water,Wetland,Forest,Wetland
12561,Forest,NULL,Water,Water,Water,Bareland,Grassland,Grassland
12562,Forest,NULL,Water,Water,Water,Bareland,Grassland,Water
12563,Forest,NULL,Water,Water,Water,Bareland,Bareland,Grassland
12564,Forest,NULL,Water,Water,Water,Water,Grassland,Grassland
12565,Forest,NULL,Water,Water,Water,Water,Grassland,Wetland
12566,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
12567,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
12568,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
12569,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
12570,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
12571,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
12572,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
12573,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
12574,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
12575,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
12576,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
12577,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
12578,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
12579,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
12580,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
12581,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
12582,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
12583,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
12584,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
12585,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
12586,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
12587,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
12588,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
12589,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
12590,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
12591,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
12592,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
12593,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
12594,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
12595,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
12596,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
12597,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
12598,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
12599,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
12600,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
12601,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
12602,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
12603,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
12604,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
12605,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
12606,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
12607,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
12608,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Wetland
12609,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
12610,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
12611,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Wetland
12612,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
12613,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Water,Wetland
12614,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
12615,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
12616,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
12617,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
12618,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
12619,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
12620,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
12621,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Cropland
12622,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
12623,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Built-up
12624,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
12625,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
12626,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
12627,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
12628,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
12629,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
12630,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
12631,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
12632,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Water
12633,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
12634,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
12635,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
12636,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
12637,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
12638,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
12639,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
12640,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
12641,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
12642,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
12643,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
12644,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
12645,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
12646,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
12647,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
12648,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
12649,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
12650,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
12651,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
12652,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
12653,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
12654,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Wetland
12655,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
12656,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
12657,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
12658,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
12659,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
12660,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
12661,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
12662,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
12663,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
12664,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
12665,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
12666,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
12667,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
12668,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
12669,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
12670,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Water
12671,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
12672,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Wetland
12673,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
12674,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
12675,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
12676,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
12677,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
12678,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
12679,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
12680,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
12681,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
12682,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
12683,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
12684,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
12685,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
12686,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
12687,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
12688,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
12689,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
12690,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
12691,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Wetland
12692,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
12693,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
12694,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
12695,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12696,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
12697,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
12698,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
12699,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
12700,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
12701,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
12702,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
12703,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
12704,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
12705,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
12706,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
12707,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
12708,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
12709,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
12710,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
12711,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Forest
12712,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
12713,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
12714,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
12715,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
12716,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
12717,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
12718,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
12719,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
12720,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
12721,Forest,NULL,Forest,Water,Non_Wetland,NULL,Forest,Grassland
12722,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
12723,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
12724,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
12725,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
12726,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
12727,Forest,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Wetland
12728,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
12729,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
12730,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
12731,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
12732,Forest,NULL,Forest,Water,Non_Wetland,Bareland,NULL,Forest
12733,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
12734,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
12735,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
12736,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
12737,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
12738,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
12739,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
12740,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
12741,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
12742,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
12743,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
12744,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
12745,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
12746,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
12747,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
12748,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
12749,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
12750,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
12751,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
12752,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
12753,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
12754,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
12755,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
12756,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
12757,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
12758,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
12759,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
12760,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
12761,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
12762,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
12763,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
12764,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
12765,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
12766,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
12767,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
12768,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
12769,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
12770,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
12771,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
12772,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
12773,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
12774,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
12775,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
12776,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
12777,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
12778,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
12779,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
12780,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
12781,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
12782,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
12783,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
12784,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
12785,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
12786,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
12787,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12788,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
12789,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
12790,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
12791,Forest,Cropland,NULL,Non_Water,Non_Wetland,Water,Bareland,Grassland
12792,Forest,Cropland,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
12793,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
12794,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
12795,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
12796,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
12797,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
12798,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
12799,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
12800,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
12801,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
12802,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12803,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
12804,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
12805,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
12806,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
12807,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
12808,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
12809,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
12810,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
12811,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
12812,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
12813,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
12814,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
12815,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Wetland
12816,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
12817,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
12818,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
12819,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
12820,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
12821,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
12822,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
12823,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
12824,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
12825,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
12826,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
12827,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
12828,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12829,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
12830,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
12831,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
12832,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12833,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
12834,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
12835,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
12836,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
12837,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
12838,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
12839,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
12840,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
12841,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
12842,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
12843,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
12844,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
12845,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
12846,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
12847,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
