Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NNL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NNL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NNL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NNL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NNL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NNL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NNL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NNL_M_R
1053,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1054,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1055,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1056,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1057,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1058,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1059,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1060,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1061,Forest,Cropland,Water,Water,Water,NULL,NULL,Forest
1062,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1063,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1064,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1065,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1066,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1067,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1068,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1069,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1070,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1071,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1072,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1073,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1074,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1075,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1076,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1077,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1078,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1079,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1080,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1081,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1082,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1083,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
1084,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1085,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1086,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1087,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1088,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1089,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1090,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1091,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1092,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1093,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1094,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1095,Forest,Wetland,Water,NULL,Water,NULL,NULL,Bareland
1096,Forest,Wetland,Water,NULL,Water,NULL,NULL,Water
1097,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
1098,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1099,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1100,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1101,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
1102,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
1103,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
1104,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1105,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1106,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1107,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1108,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1109,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1110,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1111,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1112,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1113,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1114,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1115,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1116,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1117,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1118,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1119,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1120,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1121,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1122,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1123,Forest,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1124,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1125,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1126,Forest,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1127,Forest,Bareland,Water,NULL,Water,NULL,NULL,Forest
1128,Forest,Bareland,Water,Water,Water,NULL,NULL,Bareland
1129,Forest,Bareland,Water,Water,Water,NULL,NULL,Water
1130,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1131,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1132,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1133,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1134,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1135,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1136,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1137,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1138,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1139,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1140,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1141,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1142,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1143,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1144,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1145,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1146,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1147,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1148,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1149,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1150,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1151,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1152,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1153,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1154,Forest,Built-up,Water,NULL,Water,NULL,NULL,Bareland
1155,Forest,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
1156,Forest,Built-up,Water,Water,Water,NULL,NULL,Grassland
1157,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1158,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1159,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1160,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1161,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1162,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
1163,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1164,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1165,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1166,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1167,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1168,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1169,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1170,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1171,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1172,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1173,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1174,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1175,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1176,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1177,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1178,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1179,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1180,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1181,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1182,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1183,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1184,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1185,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1186,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1187,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1188,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1189,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1190,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1191,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1192,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1193,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1194,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1195,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1196,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1197,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1198,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1199,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1200,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1201,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1202,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1203,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1204,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1205,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
1206,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1207,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1208,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1209,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1210,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1211,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1212,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1213,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1214,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1215,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1216,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1217,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
1218,Forest,Water,Water,NULL,Water,NULL,NULL,Bareland
1219,Forest,Water,Water,NULL,Water,NULL,NULL,Water
1220,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
1221,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1222,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
1223,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
1224,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
1225,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
1226,Forest,Water,Water,Water,Water,NULL,NULL,Water
1227,Forest,Water,Water,Water,Water,NULL,NULL,Forest
1228,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1229,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1230,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1231,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1232,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1233,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1234,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1235,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1236,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1237,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1238,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1239,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1240,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1241,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1242,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1243,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1244,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1245,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1246,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1247,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1248,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1249,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1250,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1251,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1252,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1253,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1254,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1255,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1256,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1257,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1258,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1259,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1260,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1261,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1262,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1263,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1264,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1265,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1266,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1267,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1268,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
1269,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1270,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1271,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1272,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1273,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1274,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1275,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1276,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
1277,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1278,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1279,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1280,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1281,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1282,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1283,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1284,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1285,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1286,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1287,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1288,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1289,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1290,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1291,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1292,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1293,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1294,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1295,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1296,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
1297,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1298,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1299,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1300,Forest,Forest,Water,NULL,Water,NULL,NULL,NULL
1301,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
1302,Forest,Forest,Water,NULL,Water,NULL,NULL,Bareland
1303,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
1304,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
1305,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
1306,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1307,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
1308,Forest,Forest,Water,Water,Water,NULL,NULL,Water
1309,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
1310,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1311,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1312,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1313,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1314,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1315,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1316,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1317,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1318,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1319,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1320,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1321,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,NULL
1322,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1323,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1324,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1325,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
