Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MVN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MVN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MVN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MVN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MVN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MVN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MVN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MVN_M_R
1961,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1962,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1963,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
1964,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1965,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
1966,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
1967,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Water
1968,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
1969,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Bareland,Water
1970,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1971,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1972,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1973,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1974,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1975,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
1976,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1977,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1978,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1979,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
1980,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
1981,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
1982,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1983,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1984,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1985,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
1986,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1987,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Water
1988,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1989,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland,Bareland,Forest
1990,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
1991,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1992,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1993,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Water
1994,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1995,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1996,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1997,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1998,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
1999,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2000,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
2001,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2002,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
2003,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
2004,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
2005,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
2006,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
2007,Bareland,Bareland,Wetland,NULL,Wetland,Grassland,Bareland,Bareland
2008,Bareland,Bareland,Wetland,NULL,Wetland,Grassland,Bareland,Forest
2009,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
2010,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
2011,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Water
2012,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
2013,Bareland,Bareland,Wetland,NULL,Wetland,Water,Bareland,Water
2014,Bareland,Bareland,Wetland,NULL,Wetland,Water,Bareland,Forest
2015,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Forest
2016,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland,Bareland,Water
2017,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland,Bareland,Forest
2018,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
2019,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
2020,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
2021,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
2022,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Bareland,Water
2023,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Bareland,Forest
2024,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Bareland,Grassland
2025,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Bareland,Bareland
2026,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Bareland,Water
2027,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Bareland,Forest
2028,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
2029,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Water
2030,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Forest
2031,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
2032,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
2033,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Water
2034,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Forest
2035,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
2036,Bareland,Bareland,Wetland,Water,Wetland,Water,Bareland,Bareland
2037,Bareland,Bareland,Wetland,Water,Wetland,Water,Bareland,Water
2038,Bareland,Bareland,Wetland,Water,Wetland,Water,Bareland,Forest
2039,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
2040,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,Grassland
2041,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Bareland
2042,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Bareland,Water
2043,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water,Bareland,Bareland
2044,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
2045,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2046,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2047,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
2048,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
2049,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Bareland,Water
2050,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2051,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
2052,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2053,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland,Bareland,Bareland
2054,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
2055,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
2056,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
2057,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Bareland,Water
2058,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Bareland,Forest
2059,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
2060,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
2061,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2062,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2063,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2064,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
2065,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
2066,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Water,Water
2067,Bareland,Bareland,Water,NULL,Water,Bareland,Bareland,Grassland
2068,Bareland,Bareland,Water,NULL,Water,Bareland,Bareland,Bareland
2069,Bareland,Bareland,Water,NULL,Water,Bareland,Bareland,Water
2070,Bareland,Bareland,Water,NULL,Water,Bareland,Bareland,Forest
2071,Bareland,Bareland,Water,NULL,Water,Water,Bareland,Water
2072,Bareland,Bareland,Water,Non_Water,Water,Bareland,Bareland,Grassland
2073,Bareland,Bareland,Water,Non_Water,Water,Bareland,Bareland,Bareland
2074,Bareland,Bareland,Water,Non_Water,Water,Bareland,Bareland,Water
2075,Bareland,Bareland,Water,Non_Water,Water,Bareland,Bareland,Forest
2076,Bareland,Bareland,Water,Non_Water,Water,Water,Bareland,Water
2077,Bareland,Bareland,Water,Non_Water,Water,Water,Bareland,Forest
2078,Bareland,Bareland,Water,Water,Water,Grassland,Bareland,Forest
2079,Bareland,Bareland,Water,Water,Water,Bareland,Bareland,Bareland
2080,Bareland,Bareland,Water,Water,Water,Bareland,Bareland,Water
2081,Bareland,Bareland,Water,Water,Water,Bareland,Bareland,Forest
2082,Bareland,Bareland,Water,Water,Water,Bareland,Water,Water
2083,Bareland,Bareland,Water,Water,Water,Water,Bareland,Water
2084,Bareland,Bareland,Water,Water,Water,Water,Bareland,Forest
2085,Bareland,Bareland,Water,Water,Water,Water,Water,Water
2086,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2087,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2088,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
2089,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
2090,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2091,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2092,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2093,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
2094,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Water
2095,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
2096,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2097,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
2098,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
2099,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2100,Bareland,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2101,Bareland,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2102,Bareland,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
2103,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2104,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2105,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
2106,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2107,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2108,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2109,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2110,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2111,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2112,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2113,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2114,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2115,Bareland,Built-up,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
2116,Bareland,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
2117,Bareland,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
2118,Bareland,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
2119,Bareland,Built-up,Wetland,NULL,Wetland,Forest,Bareland,Forest
2120,Bareland,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
2121,Bareland,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Bareland
2122,Bareland,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Water
2123,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
2124,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2125,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
2126,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2127,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2128,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2129,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2130,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2131,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
2132,Bareland,Built-up,Water,NULL,Water,Bareland,Bareland,Forest
2133,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2134,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
2135,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2136,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2137,Bareland,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Water
2138,Bareland,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2139,Bareland,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
2140,Bareland,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2141,Bareland,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2142,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2143,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2144,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
2145,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
2146,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2147,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
2148,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
2149,Bareland,Water,NULL,NULL,Non_Wetland,Water,Bareland,Water
2150,Bareland,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
2151,Bareland,Water,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
2152,Bareland,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2153,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2154,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2155,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
2156,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2157,Bareland,Water,NULL,Non_Water,Non_Wetland,Water,Bareland,Grassland
2158,Bareland,Water,NULL,Non_Water,Non_Wetland,Water,Bareland,Water
2159,Bareland,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
2160,Bareland,Water,NULL,Non_Water,Non_Wetland,Forest,Bareland,Forest
2161,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
2162,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
2163,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Built-up
2164,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Water
2165,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
2166,Bareland,Water,NULL,Water,Non_Wetland,Water,Bareland,Bareland
2167,Bareland,Water,NULL,Water,Non_Wetland,Water,Bareland,Water
2168,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2169,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
2170,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2171,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
2172,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
2173,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2174,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2175,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
2176,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2177,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2178,Bareland,Water,Grassland,Water,Non_Wetland,Grassland,Bareland,Grassland
2179,Bareland,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
2180,Bareland,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
2181,Bareland,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
2182,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Water
2183,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2184,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2185,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2186,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
2187,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2188,Bareland,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Water
2189,Bareland,Water,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
2190,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2191,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2192,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2193,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Forest
2194,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,Bareland,Bareland
2195,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,Bareland,Water
2196,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
2197,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
2198,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
2199,Bareland,Water,Wetland,NULL,Wetland,NULL,Bareland,Forest
2200,Bareland,Water,Wetland,NULL,Wetland,Grassland,Bareland,Water
2201,Bareland,Water,Wetland,NULL,Wetland,Grassland,Bareland,Forest
2202,Bareland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
2203,Bareland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2204,Bareland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
2205,Bareland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
2206,Bareland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
2207,Bareland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
2208,Bareland,Water,Wetland,NULL,Wetland,Bareland,Forest,Water
2209,Bareland,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
2210,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
2211,Bareland,Water,Wetland,NULL,Wetland,Water,Bareland,Water
2212,Bareland,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
2213,Bareland,Water,Wetland,NULL,Wetland,Forest,Bareland,Forest
2214,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Bareland,Forest
2215,Bareland,Water,Wetland,Non_Water,Wetland,Grassland,Bareland,Forest
2216,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
2217,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
2218,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
2219,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
2220,Bareland,Water,Wetland,Non_Water,Wetland,Water,Bareland,Bareland
2221,Bareland,Water,Wetland,Non_Water,Wetland,Water,Bareland,Water
2222,Bareland,Water,Wetland,Non_Water,Wetland,Water,Bareland,Forest
2223,Bareland,Water,Wetland,Non_Water,Wetland,Forest,Bareland,Forest
2224,Bareland,Water,Wetland,Water,Wetland,Grassland,Bareland,Grassland
2225,Bareland,Water,Wetland,Water,Wetland,Grassland,Bareland,Bareland
2226,Bareland,Water,Wetland,Water,Wetland,Grassland,Bareland,Water
2227,Bareland,Water,Wetland,Water,Wetland,Grassland,Bareland,Forest
2228,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Water
2229,Bareland,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
2230,Bareland,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
2231,Bareland,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
2232,Bareland,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
2233,Bareland,Water,Wetland,Water,Wetland,Bareland,Bareland,Forest
2234,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
2235,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
2236,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
2237,Bareland,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
2238,Bareland,Water,Wetland,Water,Wetland,Water,Bareland,Water
2239,Bareland,Water,Wetland,Water,Wetland,Water,Bareland,Forest
2240,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
2241,Bareland,Water,Bareland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2242,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2243,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2244,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2245,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
2246,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
2247,Bareland,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Water
2248,Bareland,Water,Bareland,NULL,Non_Wetland,Forest,Bareland,Forest
2249,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2250,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
2251,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2252,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water,Bareland,Water
2253,Bareland,Water,Bareland,Water,Non_Wetland,Grassland,Bareland,Water
2254,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
2255,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
2256,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
2257,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
2258,Bareland,Water,Bareland,Water,Non_Wetland,Water,Bareland,Water
2259,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2260,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2261,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
2262,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
2263,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
2264,Bareland,Water,Water,NULL,Water,Bareland,Bareland,Grassland
2265,Bareland,Water,Water,NULL,Water,Bareland,Bareland,Bareland
2266,Bareland,Water,Water,NULL,Water,Bareland,Bareland,Water
2267,Bareland,Water,Water,NULL,Water,Bareland,Bareland,Forest
2268,Bareland,Water,Water,NULL,Water,Water,Bareland,Water
2269,Bareland,Water,Water,Non_Water,Water,Bareland,Bareland,Bareland
2270,Bareland,Water,Water,Non_Water,Water,Bareland,Bareland,Water
2271,Bareland,Water,Water,Non_Water,Water,Bareland,Bareland,Forest
2272,Bareland,Water,Water,Non_Water,Water,Water,Bareland,Water
