Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NZA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NZA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NZA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NZA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NZA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NZA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NZA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NZA_M_R
1100,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1101,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
1102,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1103,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1104,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1105,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1106,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1107,Water,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1108,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
1109,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
1110,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1111,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
1112,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1113,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1114,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1115,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1116,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1117,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
1118,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1119,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
1120,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1121,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
1122,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Bareland
1123,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1124,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1125,Water,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Grassland
1126,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Bareland
1127,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1128,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1129,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1130,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1131,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
1132,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1133,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
1134,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1135,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
1136,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1137,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
1138,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
1139,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1140,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
1141,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
1142,Water,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
1143,Water,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
1144,Water,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1145,Water,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Water
1146,Water,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
1147,Water,Water,Forest,Water,Non_Wetland,Bareland,Forest,Forest
1148,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1149,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1150,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Water
1151,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Forest
1152,Water,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
1153,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
1154,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1155,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Bareland
1156,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
1157,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
1158,Water,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
1159,Water,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1160,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Water
1161,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
1162,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
1163,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
1164,Water,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1165,Water,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
1166,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1167,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1168,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1169,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1170,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1171,Water,Forest,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Grassland
1172,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1173,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
1174,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1175,Water,Forest,Wetland,NULL,Wetland,Water,Water,Water
1176,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
1177,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
1178,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Water
1179,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
1180,Water,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1181,Water,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1182,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
1183,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
1184,Water,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
1185,Water,Forest,Wetland,Water,Wetland,Water,Forest,Water
1186,Water,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
1187,Water,Forest,Water,NULL,Water,Bareland,Bareland,Forest
1188,Water,Forest,Water,NULL,Water,Water,Wetland,Water
1189,Water,Forest,Water,NULL,Water,Water,Wetland,Forest
1190,Water,Forest,Water,NULL,Water,Water,Water,Water
1191,Water,Forest,Water,NULL,Water,Water,Water,Forest
1192,Water,Forest,Water,NULL,Water,Water,Forest,Forest
1193,Water,Forest,Water,Water,Water,NULL,Water,Forest
1194,Water,Forest,Water,Water,Water,Water,Wetland,Forest
1195,Water,Forest,Water,Water,Water,Water,Water,Water
1196,Water,Forest,Water,Water,Water,Water,Water,Forest
1197,Water,Forest,Water,Water,Water,Water,Forest,Forest
1198,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1199,Water,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1200,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1201,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1202,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1203,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1204,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1205,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1206,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
1207,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1208,Water,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Water
1209,Water,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1210,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
1211,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
1212,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1213,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
1214,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1215,Water,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1216,Water,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1217,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1218,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Water
1219,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1220,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1221,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Bareland,Forest
1222,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1223,Water,Forest,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1224,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1225,Water,Forest,Forest,Non_Water,Non_Wetland,Forest,Bareland,Forest
1226,Water,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1227,Water,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1228,Water,Forest,Forest,Water,Non_Wetland,NULL,Forest,Forest
1229,Water,Forest,Forest,Water,Non_Wetland,Water,Wetland,Forest
1230,Water,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
1231,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1232,Permanent_ice_and_snow,Water,Water,Non_Water,Water,Water,Water,Water
1233,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1234,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1235,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1236,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1237,Permanent_ice_and_snow,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
1238,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1239,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1240,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
1241,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1242,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1243,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1244,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1245,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1246,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1247,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1248,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1249,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1250,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1251,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1252,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
1253,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1254,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1255,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1256,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Grassland
1257,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
1258,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1259,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
1260,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
1261,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1262,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1263,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1264,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1265,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1266,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1267,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1268,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1269,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
1270,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1271,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1272,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1273,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1274,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1275,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1276,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1277,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
1278,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1279,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1280,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1281,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1282,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1283,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1284,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1285,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1286,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1287,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1288,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1289,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
1290,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
1291,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
1292,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1293,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
1294,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1295,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1296,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1297,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Grassland
1298,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
1299,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1300,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1301,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1302,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1303,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1304,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1305,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1306,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1307,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1308,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1309,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1310,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1311,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1312,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1313,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1314,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
1315,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
1316,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1317,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1318,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1319,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
1320,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
1321,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1322,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1323,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1324,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1325,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
1326,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1327,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1328,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1329,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1330,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
1331,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1332,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1333,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1334,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1335,Forest,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1336,Forest,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1337,Forest,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
1338,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
1339,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1340,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1341,Forest,NULL,Wetland,NULL,Wetland,Water,Bareland,Forest
1342,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Water
1343,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
1344,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
1345,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
1346,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
1347,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
1348,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
1349,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
1350,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
1351,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
1352,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Water
1353,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
1354,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1355,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1356,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
1357,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
1358,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
1359,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1360,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1361,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1362,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
1363,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Water
1364,Forest,NULL,Water,NULL,Water,Wetland,Forest,Forest
1365,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
1366,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Forest
1367,Forest,NULL,Water,NULL,Water,Water,Wetland,Forest
1368,Forest,NULL,Water,NULL,Water,Water,Water,Grassland
1369,Forest,NULL,Water,NULL,Water,Water,Forest,Forest
1370,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Forest
1371,Forest,NULL,Water,Non_Water,Water,Water,Water,Forest
1372,Forest,NULL,Water,Water,Water,Grassland,Grassland,Grassland
1373,Forest,NULL,Water,Water,Water,Water,Water,Water
1374,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1375,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1376,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1377,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1378,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1379,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1380,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
1381,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1382,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1383,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1384,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1385,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1386,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1387,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1388,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
1389,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1390,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
1391,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1392,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1393,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1394,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1395,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1396,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1397,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1398,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1399,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1400,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
1401,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1402,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1403,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1404,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1405,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1406,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1407,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
1408,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,NULL
1409,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1410,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1411,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1412,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1413,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
1414,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1415,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
1416,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1417,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1418,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1419,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1420,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1421,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1422,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1423,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Bareland,Grassland
1424,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1425,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Bareland,Grassland
1426,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
1427,Forest,NULL,Forest,Water,Non_Wetland,Water,Forest,Grassland
1428,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1429,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Forest
1430,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1431,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1432,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1433,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1434,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1435,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1436,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1437,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1438,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Grassland
1439,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
1440,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Forest,Water
1441,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Forest,Forest
1442,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1443,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1444,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1445,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
1446,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Forest
1447,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Grassland
